	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0	2	0.0	0	0.25	1/4	1	12	16	1	0.0	F#4	66	True	F	1	0	1.0	1	P1-Staff2	1	1.0	3.0	0.0	I	True	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	F#	F#	1	None
1	2	2	0.25	1/4	0.25	1/4	1	12	16	1	0.33299999999999996	A#4	70	True	A	1	1/16	1.333	0	P1-Staff2	1	1.0	3.0	0.0	I	False	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	F#	F#	1	None
2	4	2	0.5	1/2	0.25	1/4	1	12	16	1	0.667	C#5	73	True	C	1	1/8	1.667	0	P1-Staff2	1	1.0	3.0	0.0	I	False	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	F#	F#	1	None
3	6	2	0.75	3/4	0.25	1/4	1	12	16	1	1.0	A#4	70	True	A	1	3/16	2.0	2	P1-Staff2	1	1.0	3.0	0.0	I	False	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	F#	F#	1	None
4	8	2	1.0	1	0.25	1/4	1	12	16	1	1.3330000000000002	F#4	66	True	F	1	1/4	2.333	0	P1-Staff2	1	1.0	3.0	0.0	I	False	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	F#	F#	1	None
5	10	2	1.25	5/4	0.25	1/4	1	12	16	1	1.6669999999999998	C#5	73	True	C	1	5/16	2.667	0	P1-Staff2	1	1.0	3.0	0.0	I	False	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	F#	F#	1	None
6	12	12	1.5	3/2	1.5	3/2	1	12	16	1	2.0	C#5	73	True	C	1	3/8	3.0	3	P1-Staff2	1	1.0	3.0	0.0	I	False	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	F#	F#	1	None
7	12	2	1.5	3/2	0.25	1/4	1	12	16	1	2.0	F#3	54	True	F	1	3/8	3.0	3	P1-Staff2	1	1.0	3.0	0.0	I	False	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	F#	F#	1	None
8	14	2	1.75	7/4	0.25	1/4	1	12	16	1	2.333	A#3	58	True	A	1	7/16	3.333	0	P1-Staff2	1	1.0	3.0	0.0	I	False	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	F#	F#	1	None
9	16	2	2.0	2	0.25	1/4	1	12	16	1	2.667	C#4	61	True	C	1	1/2	3.667	0	P1-Staff2	1	1.0	3.0	0.0	I	False	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	F#	F#	1	None
10	18	2	2.25	9/4	0.25	1/4	1	12	16	1	3.0	A#3	58	True	A	1	9/16	4.0	4	P1-Staff2	1	1.0	3.0	0.0	I	False	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	F#	F#	1	None
11	20	2	2.5	5/2	0.25	1/4	1	12	16	1	3.333	F#3	54	True	F	1	5/8	4.333	0	P1-Staff2	1	1.0	3.0	0.0	I	False	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	F#	F#	1	None
12	22	2	2.75	11/4	0.25	1/4	1	12	16	1	3.667	D#4	63	True	D	1	11/16	4.667	0	P1-Staff2	1	1.0	3.0	0.0	I	False	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	F#	F#	1	None
13	24	2	3.0	3	0.25	1/4	2	12	16	2	4.0	C#5	73	False	C	1	0	1.0	1	P1-Staff2	1	2.0	0.75	1.0	IV	True	('D#', 'F#', 'B')	D#	B	1.0	major triad	(3, 6, 11)	F#	F#	4	None
14	24	6	3.0	3	0.75	3/4	2	12	16	2	4.0	D#4	63	True	D	1	0	1.0	1	P1-Staff2	1	2.0	0.75	1.0	IV	True	('D#', 'F#', 'B')	D#	B	1.0	major triad	(3, 6, 11)	F#	F#	4	None
15	26	2	3.25	13/4	0.25	1/4	2	12	16	2	4.333	A#4	70	True	A	1	1/16	1.333	0	P1-Staff2	1	2.0	0.75	1.0	IV	False	('D#', 'F#', 'B')	D#	B	1.0	major triad	(3, 6, 11)	F#	F#	4	None
16	28	2	3.5	7/2	0.25	1/4	2	12	16	2	4.667	B4	71	True	B	0	1/8	1.667	0	P1-Staff2	1	2.0	0.75	1.0	IV	False	('D#', 'F#', 'B')	D#	B	1.0	major triad	(3, 6, 11)	F#	F#	4	None
17	30	2	3.75	15/4	0.25	1/4	2	12	16	2	5.0	B4	71	False	B	0	3/16	2.0	2	P1-Staff2	1	2.0	0.75	2.0	iii	True	('C#', 'E#', 'A#')	C#	A#	1.0	minor triad	(1, 5, 10)	F#	F#	3	None
18	30	6	3.75	15/4	0.75	3/4	2	12	16	2	5.0	C#4	61	True	C	1	3/16	2.0	2	P1-Staff2	1	2.0	0.75	2.0	iii	True	('C#', 'E#', 'A#')	C#	A#	1.0	minor triad	(1, 5, 10)	F#	F#	3	None
19	32	2	4.0	4	0.25	1/4	2	12	16	2	5.333	C#5	73	True	C	1	1/4	2.333	0	P1-Staff2	1	2.0	0.75	2.0	iii	False	('C#', 'E#', 'A#')	C#	A#	1.0	minor triad	(1, 5, 10)	F#	F#	3	None
20	34	2	4.25	17/4	0.25	1/4	2	12	16	2	5.667	A#4	70	True	A	1	5/16	2.667	0	P1-Staff2	1	2.0	0.75	2.0	iii	False	('C#', 'E#', 'A#')	C#	A#	1.0	minor triad	(1, 5, 10)	F#	F#	3	None
21	36	2	4.5	9/2	0.25	1/4	2	12	16	2	6.0	A#4	70	False	A	1	3/8	3.0	3	P1-Staff2	1	2.0	0.75	3.0	ii	True	('B', 'D#', 'G#')	B	G#	1.0	minor triad	(3, 8, 11)	F#	F#	2	None
22	36	6	4.5	9/2	0.75	3/4	2	12	16	2	6.0	B3	59	True	B	0	3/8	3.0	3	P1-Staff2	1	2.0	0.75	3.0	ii	True	('B', 'D#', 'G#')	B	G#	1.0	minor triad	(3, 8, 11)	F#	F#	2	None
23	38	2	4.75	19/4	0.25	1/4	2	12	16	2	6.333	D#5	75	True	D	1	7/16	3.333	0	P1-Staff2	1	2.0	0.75	3.0	ii	False	('B', 'D#', 'G#')	B	G#	1.0	minor triad	(3, 8, 11)	F#	F#	2	None
