onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0	3	0.0	0	0.375	3/8	0	2	4	0	0.0	C4	60	True	C	0	0	1.0	1	Cello	1	0	1.5	0	V	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	f	f	5	None	V	True
0	4	0.0	0	0.5	1/2	0	2	4	0	0.0	G3	55	True	G	0	0	1.0	1	Cello	1	0	1.5	0	V	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	f	f	5	None	V	True
0	4	0.0	0	0.5	1/2	0	2	4	0	0.0	C4	60	True	C	0	0	1.0	1	Cello	1	0	1.5	0	V	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	f	f	5	None	V	True
0	4	0.0	0	0.5	1/2	0	2	4	0	0.0	E3	52	True	E	0	0	1.0	1	Cello	1	0	1.5	0	V	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	f	f	5	None	V	True
3	1	0.375	3/8	0.125	1/8	0	2	4	0	0.375	C5	72	True	C	0	3/32	1.375	0	Cello	1	0	1.5	0	V	False	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	f	f	5	None	V	True
4	4	0.5	1/2	0.5	1/2	1	2	4	1	0.5	A-4	68	True	A	-1	0	1.0	1	Cello	1	0	1.5	0	V	False	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	f	f	5	None	V	True
4	4	0.5	1/2	0.5	1/2	1	2	4	1	0.5	A-3	56	True	A	-1	0	1.0	1	Cello	1	0	1.5	0	V	False	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	f	f	5	None	V	True
4	3	0.5	1/2	0.375	3/8	1	2	4	1	0.5	C4	60	False	C	0	0	1.0	1	Cello	1	0	1.5	0	V	False	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	f	f	5	None	V	True
4	4	0.5	1/2	0.5	1/2	1	2	4	1	0.5	F3	53	True	F	0	0	1.0	1	Cello	1	0	1.5	0	V	False	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	f	f	5	None	V	True
7	1	0.875	7/8	0.125	1/8	1	2	4	1	0.875	D-4	61	True	D	-1	3/32	1.375	0	Cello	1	0	1.5	0	V	False	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	f	f	5	None	V	True
8	4	1.0	1	0.5	1/2	1	2	4	1	1.0	E4	64	True	E	0	1/8	1.5	0	Cello	1	0	1.5	0	V	False	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	f	f	5	None	V	True
8	4	1.0	1	0.5	1/2	1	2	4	1	1.0	B-3	58	True	B	-1	1/8	1.5	0	Cello	1	0	1.5	0	V	False	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	f	f	5	None	V	True
8	4	1.0	1	0.5	1/2	1	2	4	1	1.0	C4	60	True	C	0	1/8	1.5	0	Cello	1	0	1.5	0	V	False	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	f	f	5	None	V	True
8	4	1.0	1	0.5	1/2	1	2	4	1	1.0	G3	55	True	G	0	1/8	1.5	0	Cello	1	0	1.5	0	V	False	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	f	f	5	None	V	True
		1.5																			1	0.5	1	i	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None	i	True
16	4	2.0	2	0.5	1/2	1	2	4	1	2.0	G3	55	True	G	0	3/8	2.5	0	Cello	1	1	1.0	2	V7	True	('G', 'B-', 'C', 'E')	G	C	2	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True
16	4	2.0	2	0.5	1/2	1	2	4	1	2.0	C4	60	True	C	0	3/8	2.5	0	Cello	1	1	1.0	2	V7	True	('G', 'B-', 'C', 'E')	G	C	2	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True
16	4	2.0	2	0.5	1/2	1	2	4	1	2.0	E3	52	True	E	0	3/8	2.5	0	Cello	1	1	1.0	2	V7	True	('G', 'B-', 'C', 'E')	G	C	2	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True
16	3	2.0	2	0.375	3/8	1	2	4	1	2.0	C4	60	True	C	0	3/8	2.5	0	Cello	1	1	1.0	2	V7	True	('G', 'B-', 'C', 'E')	G	C	2	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True
19	1	2.375	19/8	0.125	1/8	1	2	4	1	2.375	C5	72	True	C	0	15/32	2.875	0	Cello	1	1	1.0	2	V7	False	('G', 'B-', 'C', 'E')	G	C	2	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True
20	4	2.5	5/2	0.5	1/2	2	2	4	2	2.5	A-4	68	True	A	-1	0	1.0	1	Cello	1	1	1.0	2	V7	False	('G', 'B-', 'C', 'E')	G	C	2	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True
20	4	2.5	5/2	0.5	1/2	2	2	4	2	2.5	A-3	56	True	A	-1	0	1.0	1	Cello	1	1	1.0	2	V7	False	('G', 'B-', 'C', 'E')	G	C	2	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True
20	3	2.5	5/2	0.375	3/8	2	2	4	2	2.5	C4	60	False	C	0	0	1.0	1	Cello	1	1	1.0	2	V7	False	('G', 'B-', 'C', 'E')	G	C	2	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None	V7	True
