onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0	2	0.0	0	0.25	1/4	0	-2	2	4	0	0.0	G4	67	True	G	0	0	1.0	1	P2-Staff2	1	0	0.5	0	i	True	('B-', 'D', 'G')	B-	G	1	minor triad	(2, 7, 10)	g	g	1	None	i	True
0	2	0.0	0	0.25	1/4	0	-2	2	4	0	0.0	B-3	58	True	B	-1	0	1.0	1	P2-Staff2	1	0	0.5	0	i	True	('B-', 'D', 'G')	B-	G	1	minor triad	(2, 7, 10)	g	g	1	None	i	True
2	2	0.25	1/4	0.25	1/4	0	-2	2	4	0	0.25	A4	69	True	A	0	1/16	1.25	0	P2-Staff2	1	0	0.5	0	i	False	('B-', 'D', 'G')	B-	G	1	minor triad	(2, 7, 10)	g	g	1	None	i	True
2	2	0.25	1/4	0.25	1/4	0	-2	2	4	0	0.25	C4	60	True	C	0	1/16	1.25	0	P2-Staff2	1	0	0.5	0	i	False	('B-', 'D', 'G')	B-	G	1	minor triad	(2, 7, 10)	g	g	1	None	i	True
4	4	0.5	1/2	0.5	1/2	1	-2	2	4	1	0.5	G4	67	True	G	0	0	1.0	1	P2-Staff2	1	1	2.0	1	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
4	4	0.5	1/2	0.5	1/2	1	-2	2	4	1	0.5	B-4	70	True	B	-1	0	1.0	1	P2-Staff2	1	1	2.0	1	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
4	4	0.5	1/2	0.5	1/2	1	-2	2	4	1	0.5	G3	55	True	G	0	0	1.0	1	P2-Staff2	1	1	2.0	1	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
4	4	0.5	1/2	0.5	1/2	1	-2	2	4	1	0.5	D4	62	True	D	0	0	1.0	1	P2-Staff2	1	1	2.0	1	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
8	4	1.0	1	0.5	1/2	1	-2	2	4	1	1.0	D4	62	True	D	0	1/8	1.5	0	P2-Staff2	1	1	2.0	1	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
8	4	1.0	1	0.5	1/2	1	-2	2	4	1	1.0	G3	55	True	G	0	1/8	1.5	0	P2-Staff2	1	1	2.0	1	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
