	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0	2	0.0	0	0.5	1/2	0	6	8	0	0.0	D5	74	True	D	0	0	1.0	1	Violoncello	1	0.0	1.0	0.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
1	2	2	0.5	1/2	0.5	1/2	0	6	8	0	0.33299999999999996	C#5	73	True	C	1	1/8	1.333	0	Violoncello	1	0.0	1.0	0.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
2	4	2	1.0	1	0.5	1/2	1	6	8	1	0.667	D5	74	True	D	0	0	1.0	1	Violoncello	1	1.0	3.0	1.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
3	6	2	1.5	3/2	0.5	1/2	1	6	8	1	1.0	B4	71	True	B	0	1/8	1.333	0	Violoncello	1	1.0	3.0	1.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
4	8	2	2.0	2	0.5	1/2	1	6	8	1	1.334	A#4	70	True	A	1	1/4	1.667	0	Violoncello	1	1.0	3.0	1.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
5	10	2	2.5	5/2	0.5	1/2	1	6	8	1	1.6669999999999998	B4	71	True	B	0	3/8	2.0	2	Violoncello	1	1.0	3.0	1.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
6	12	2	3.0	3	0.5	1/2	1	6	8	1	2.0	G4	67	True	G	0	1/2	2.333	0	Violoncello	1	1.0	3.0	1.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
7	14	2	3.5	7/2	0.5	1/2	1	6	8	1	2.3339999999999996	F#4	66	True	F	1	5/8	2.667	0	Violoncello	1	1.0	3.0	1.0	I	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
8	16	2	4.0	4	0.5	1/2	2	6	8	2	2.667	G4	67	True	G	0	0	1.0	1	Violoncello	1	2.0	0.5	2.0	I	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	D	D	1	None
9	18	2	4.5	9/2	0.5	1/2	2	6	8	2	3.0	E4	64	True	E	0	1/8	1.333	0	Violoncello	1	2.0	2.5	3.0	ii	True	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	D	D	2	None
10	20	2	5.0	5	0.5	1/2	2	6	8	2	3.3339999999999996	D#4	63	True	D	1	1/4	1.667	0	Violoncello	1	2.0	2.5	3.0	ii	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	D	D	2	None
11	22	2	5.5	11/2	0.5	1/2	2	6	8	2	3.667	E4	64	True	E	0	3/8	2.0	2	Violoncello	1	2.0	2.5	3.0	ii	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	D	D	2	None
12	24	2	6.0	6	0.5	1/2	2	6	8	2	4.0	F#4	66	True	F	1	1/2	2.333	0	Violoncello	1	2.0	2.5	3.0	ii	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	D	D	2	None
13	26	2	6.5	13/2	0.5	1/2	2	6	8	2	4.334	G4	67	True	G	0	5/8	2.667	0	Violoncello	1	2.0	2.5	3.0	ii	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	D	D	2	None
14	28	2	7.0	7	0.5	1/2	3	6	8	3	4.667	A4	69	True	A	0	0	1.0	1	Violoncello	1	3.0	3.0	4.0	V	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	D	D	5	None
