onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	24	0.0	0	2.0	2	1	4	4	1	0.0	G#4	68	True	G	1	0	1.0	1	P2-Staff2	1	1	4.0	0	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
0	6	0.0	0	0.5	1/2	1	4	4	1	0.0	E2	40	True	E	0	0	1.0	1	P2-Staff2	1	1	4.0	0	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
0	6	0.0	0	0.5	1/2	1	4	4	1	0.0	E3	52	True	E	0	0	1.0	1	P2-Staff2	1	1	4.0	0	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
4	4	0.3333	1/3	0.3333	1/3	1	4	4	1	0.33299999999999996	B3	59	True	B	0	1/12	1.333	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
4	4	0.3333	1/3	0.3333	1/3	1	4	4	1	0.33299999999999996	E4	64	True	E	0	1/12	1.333	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
4	4	0.3333	1/3	0.3333	1/3	1	4	4	1	0.33299999999999996	G#4	68	True	G	1	1/12	1.333	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
8	4	0.6667	2/3	0.3333	1/3	1	4	4	1	0.667	B3	59	True	B	0	1/6	1.667	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
8	4	0.6667	2/3	0.3333	1/3	1	4	4	1	0.667	E4	64	True	E	0	1/6	1.667	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
8	4	0.6667	2/3	0.3333	1/3	1	4	4	1	0.667	G#4	68	True	G	1	1/6	1.667	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
12	6	1.0	1	0.5	1/2	1	4	4	1	1.0	D#2	39	True	D	1	1/4	2.0	2	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
12	6	1.0	1	0.5	1/2	1	4	4	1	1.0	D#3	51	True	D	1	1/4	2.0	2	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
16	4	1.3333	4/3	0.3333	1/3	1	4	4	1	1.3330000000000002	B3	59	True	B	0	1/3	2.333	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
16	4	1.3333	4/3	0.3333	1/3	1	4	4	1	1.3330000000000002	E4	64	True	E	0	1/3	2.333	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
16	4	1.3333	4/3	0.3333	1/3	1	4	4	1	1.3330000000000002	G#4	68	True	G	1	1/3	2.333	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
20	4	1.6667	5/3	0.3333	1/3	1	4	4	1	1.6669999999999998	B3	59	True	B	0	5/12	2.667	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
20	4	1.6667	5/3	0.3333	1/3	1	4	4	1	1.6669999999999998	E4	64	True	E	0	5/12	2.667	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
20	4	1.6667	5/3	0.3333	1/3	1	4	4	1	1.6669999999999998	G#4	68	True	G	1	5/12	2.667	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
24	6	2.0	2	0.5	1/2	1	4	4	1	2.0	G#4	68	False	G	1	1/2	3.0	3	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
24	6	2.0	2	0.5	1/2	1	4	4	1	2.0	E2	40	True	E	0	1/2	3.0	3	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
24	6	2.0	2	0.5	1/2	1	4	4	1	2.0	E3	52	True	E	0	1/2	3.0	3	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
28	4	2.3333	7/3	0.3333	1/3	1	4	4	1	2.333	B3	59	True	B	0	7/12	3.333	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
28	4	2.3333	7/3	0.3333	1/3	1	4	4	1	2.333	E4	64	True	E	0	7/12	3.333	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
28	4	2.3333	7/3	0.3333	1/3	1	4	4	1	2.333	G#4	68	True	G	1	7/12	3.333	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
30	6	2.5	5/2	0.5	1/2	1	4	4	1	2.5	A4	69	True	A	0	5/8	3.5	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
32	4	2.6667	8/3	0.3333	1/3	1	4	4	1	2.667	B3	59	True	B	0	2/3	3.667	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
32	4	2.6667	8/3	0.3333	1/3	1	4	4	1	2.667	E4	64	True	E	0	2/3	3.667	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
32	4	2.6667	8/3	0.3333	1/3	1	4	4	1	2.667	G#4	68	True	G	1	2/3	3.667	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
36	6	3.0	3	0.5	1/2	1	4	4	1	3.0	A#4	70	True	A	1	3/4	4.0	4	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
36	6	3.0	3	0.5	1/2	1	4	4	1	3.0	B1	35	True	B	0	3/4	4.0	4	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
36	6	3.0	3	0.5	1/2	1	4	4	1	3.0	B2	47	True	B	0	3/4	4.0	4	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
40	4	3.3333	10/3	0.3333	1/3	1	4	4	1	3.333	B3	59	True	B	0	5/6	4.333	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
40	4	3.3333	10/3	0.3333	1/3	1	4	4	1	3.333	E4	64	True	E	0	5/6	4.333	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
40	4	3.3333	10/3	0.3333	1/3	1	4	4	1	3.333	G#4	68	True	G	1	5/6	4.333	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
42	6	3.5	7/2	0.5	1/2	1	4	4	1	3.5	B4	71	True	B	0	7/8	4.5	0	P2-Staff2	1	1	4.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
