onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
		0.0																				0	0.5	0	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
1	1	0.5	1/2	0.5	1/2	0	4	6	8	0	0.33299999999999996	B4	71	True	B	0	1/8	1.333	0	P2-Staff2	1	1	1.0	1	IV	True	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	E	E	4	None	IV	True
1	1	0.5	1/2	0.5	1/2	0	4	6	8	0	0.33299999999999996	G#4	68	True	G	1	1/8	1.333	0	P2-Staff2	1	1	1.0	1	IV	True	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	E	E	4	None	IV	True
1	1	0.5	1/2	0.5	1/2	0	4	6	8	0	0.33299999999999996	E5	76	True	E	0	1/8	1.333	0	P2-Staff2	1	1	1.0	1	IV	True	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	E	E	4	None	IV	True
1	1	0.5	1/2	0.5	1/2	0	4	6	8	0	0.33299999999999996	B5	83	True	B	0	1/8	1.333	0	P2-Staff2	1	1	1.0	1	IV	True	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	E	E	4	None	IV	True
1	1	0.5	1/2	0.5	1/2	0	4	6	8	0	0.33299999999999996	G#5	80	True	G	1	1/8	1.333	0	P2-Staff2	1	1	1.0	1	IV	True	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	E	E	4	None	IV	True
1	1	0.5	1/2	0.5	1/2	0	4	6	8	0	0.33299999999999996	E4	64	True	E	0	1/8	1.333	0	P2-Staff2	1	1	1.0	1	IV	True	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	E	E	4	None	IV	True
2	2	1.0	1	1.0	1	1	4	6	8	1	0.667	E5	76	True	E	0	0	1.0	1	P2-Staff2	1	1	1.0	1	IV	False	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	E	E	4	None	IV	True
2	2	1.0	1	1.0	1	1	4	6	8	1	0.667	A5	81	True	A	0	0	1.0	1	P2-Staff2	1	1	1.0	1	IV	False	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	E	E	4	None	IV	True
2	2	1.0	1	1.0	1	1	4	6	8	1	0.667	C#6	85	True	C	1	0	1.0	1	P2-Staff2	1	1	1.0	1	IV	False	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	E	E	4	None	IV	True
2	2	1.0	1	1.0	1	1	4	6	8	1	0.667	E4	64	True	E	0	0	1.0	1	P2-Staff2	1	1	1.0	1	IV	False	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	E	E	4	None	IV	True
2	2	1.0	1	1.0	1	1	4	6	8	1	0.667	A4	69	True	A	0	0	1.0	1	P2-Staff2	1	1	1.0	1	IV	False	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	E	E	4	None	IV	True
2	2	1.0	1	1.0	1	1	4	6	8	1	0.667	C#5	73	True	C	1	0	1.0	1	P2-Staff2	1	1	1.0	1	IV	False	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	E	E	4	None	IV	True
		1.5																				1	0.5	2	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True
4	1	2.0	2	0.5	1/2	1	4	6	8	1	1.334	B5	83	True	B	0	1/4	1.667	0	P2-Staff2	1	1	1.5	3	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
4	1	2.0	2	0.5	1/2	1	4	6	8	1	1.334	F#5	78	True	F	1	1/4	1.667	0	P2-Staff2	1	1	1.5	3	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
4	1	2.0	2	0.5	1/2	1	4	6	8	1	1.334	D#5	75	True	D	1	1/4	1.667	0	P2-Staff2	1	1	1.5	3	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
4	1	2.0	2	0.5	1/2	1	4	6	8	1	1.334	A5	81	True	A	0	1/4	1.667	0	P2-Staff2	1	1	1.5	3	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
4	1	2.0	2	0.5	1/2	1	4	6	8	1	1.334	E4	64	True	E	0	1/4	1.667	0	P2-Staff2	1	1	1.5	3	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
4	1	2.0	2	0.5	1/2	1	4	6	8	1	1.334	D#6	87	True	D	1	1/4	1.667	0	P2-Staff2	1	1	1.5	3	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
4	1	2.0	2	0.5	1/2	1	4	6	8	1	1.334	B4	71	True	B	0	1/4	1.667	0	P2-Staff2	1	1	1.5	3	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
5	2	2.5	5/2	1.0	1	1	4	6	8	1	1.6669999999999998	B4	71	True	B	0	3/8	2.0	2	P2-Staff2	1	1	1.5	3	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
5	2	2.5	5/2	1.0	1	1	4	6	8	1	1.6669999999999998	E5	76	True	E	0	3/8	2.0	2	P2-Staff2	1	1	1.5	3	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
5	2	2.5	5/2	1.0	1	1	4	6	8	1	1.6669999999999998	E6	88	True	E	0	3/8	2.0	2	P2-Staff2	1	1	1.5	3	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
5	2	2.5	5/2	1.0	1	1	4	6	8	1	1.6669999999999998	B5	83	True	B	0	3/8	2.0	2	P2-Staff2	1	1	1.5	3	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
5	2	2.5	5/2	1.0	1	1	4	6	8	1	1.6669999999999998	G#5	80	True	G	1	3/8	2.0	2	P2-Staff2	1	1	1.5	3	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
5	2	2.5	5/2	1.0	1	1	4	6	8	1	1.6669999999999998	E4	64	True	E	0	3/8	2.0	2	P2-Staff2	1	1	1.5	3	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
7	1	3.5	7/2	0.5	1/2	1	4	6	8	1	2.3339999999999996	E5	76	True	E	0	5/8	2.667	0	P2-Staff2	1	2	1.5	4	IV	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True
7	1	3.5	7/2	0.5	1/2	1	4	6	8	1	2.3339999999999996	B5	83	True	B	0	5/8	2.667	0	P2-Staff2	1	2	1.5	4	IV	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True
7	1	3.5	7/2	0.5	1/2	1	4	6	8	1	2.3339999999999996	E4	64	True	E	0	5/8	2.667	0	P2-Staff2	1	2	1.5	4	IV	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True
7	1	3.5	7/2	0.5	1/2	1	4	6	8	1	2.3339999999999996	G#4	68	True	G	1	5/8	2.667	0	P2-Staff2	1	2	1.5	4	IV	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True
7	1	3.5	7/2	0.5	1/2	1	4	6	8	1	2.3339999999999996	B4	71	True	B	0	5/8	2.667	0	P2-Staff2	1	2	1.5	4	IV	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True
7	1	3.5	7/2	0.5	1/2	1	4	6	8	1	2.3339999999999996	G#5	80	True	G	1	5/8	2.667	0	P2-Staff2	1	2	1.5	4	IV	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True
8	2	4.0	4	1.0	1	2	4	6	8	2	2.667	A4	69	True	A	0	0	1.0	1	P2-Staff2	1	2	1.5	4	IV	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True
8	2	4.0	4	1.0	1	2	4	6	8	2	2.667	C#5	73	True	C	1	0	1.0	1	P2-Staff2	1	2	1.5	4	IV	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True
8	2	4.0	4	1.0	1	2	4	6	8	2	2.667	E4	64	True	E	0	0	1.0	1	P2-Staff2	1	2	1.5	4	IV	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True
8	3	4.0	4	1.5	3/2	2	4	6	8	2	2.667	A5	81	True	A	0	0	1.0	1	P2-Staff2	1	2	1.5	4	IV	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True
8	3	4.0	4	1.5	3/2	2	4	6	8	2	2.667	C#6	85	True	C	1	0	1.0	1	P2-Staff2	1	2	1.5	4	IV	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True
8	3	4.0	4	1.5	3/2	2	4	6	8	2	2.667	E5	76	True	E	0	0	1.0	1	P2-Staff2	1	2	1.5	4	IV	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True
10	1	5.0	5	0.5	1/2	2	4	6	8	2	3.3339999999999996	A3	57	True	A	0	1/4	1.667	0	P2-Staff2	1	2	1.5	5	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
11	3	5.5	11/2	1.5	3/2	2	4	6	8	2	3.667	E5	76	True	E	0	3/8	2.0	2	P2-Staff2	1	2	1.5	5	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
11	3	5.5	11/2	1.5	3/2	2	4	6	8	2	3.667	G#5	80	True	G	1	3/8	2.0	2	P2-Staff2	1	2	1.5	5	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
11	3	5.5	11/2	1.5	3/2	2	4	6	8	2	3.667	B5	83	True	B	0	3/8	2.0	2	P2-Staff2	1	2	1.5	5	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
11	2	5.5	11/2	1.0	1	2	4	6	8	2	3.667	E4	64	True	E	0	3/8	2.0	2	P2-Staff2	1	2	1.5	5	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
11	2	5.5	11/2	1.0	1	2	4	6	8	2	3.667	G#4	68	True	G	1	3/8	2.0	2	P2-Staff2	1	2	1.5	5	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
11	2	5.5	11/2	1.0	1	2	4	6	8	2	3.667	B4	71	True	B	0	3/8	2.0	2	P2-Staff2	1	2	1.5	5	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
13	1	6.5	13/2	0.5	1/2	2	4	6	8	2	4.334	E3	52	True	E	0	5/8	2.667	0	P2-Staff2	1	3	1.5	6	ii7	True	('F#', 'A', 'C#', 'E')	F#	F#	0	minor seventh chord	(1, 4, 6, 9)	E	E	2	None	ii7	True
14	2	7.0	7	1.0	1	3	4	6	8	3	4.667	A4	69	True	A	0	0	1.0	1	P2-Staff2	1	3	1.5	6	ii7	False	('F#', 'A', 'C#', 'E')	F#	F#	0	minor seventh chord	(1, 4, 6, 9)	E	E	2	None	ii7	True
14	2	7.0	7	1.0	1	3	4	6	8	3	4.667	E4	64	True	E	0	0	1.0	1	P2-Staff2	1	3	1.5	6	ii7	False	('F#', 'A', 'C#', 'E')	F#	F#	0	minor seventh chord	(1, 4, 6, 9)	E	E	2	None	ii7	True
