	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	s_note	s_midi	s_isOnset	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0.0	9.0	0.0	0	0.125	1/8	1.0	C2	36.0	True	P2-Staff2	1	1.0	3.0	0.0	i	True	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
1	9.0	9.0	0.125	1/8	0.125	1/8	1.0	C3	48.0	True	P2-Staff2	1	1.0	3.0	0.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
2	18.0	9.0	0.25	1/4	0.125	1/8	1.0	C2	36.0	True	P2-Staff2	1	1.0	3.0	0.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
3	27.0	9.0	0.375	3/8	0.125	1/8	1.0	C3	48.0	True	P2-Staff2	1	1.0	3.0	0.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
4	36.0	9.0	0.5	1/2	0.125	1/8	1.0	C2	36.0	True	P2-Staff2	1	1.0	3.0	0.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
5	45.0	9.0	0.625	5/8	0.125	1/8	1.0	C3	48.0	True	P2-Staff2	1	1.0	3.0	0.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
6	54.0	9.0	0.75	3/4	0.125	1/8	1.0	C2	36.0	True	P2-Staff2	1	1.0	3.0	0.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
7	63.0	9.0	0.875	7/8	0.125	1/8	1.0	C3	48.0	True	P2-Staff2	1	1.0	3.0	0.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
8	72.0	36.0	1.0	1	0.5	1/2	1.0	C2	36.0	True	P2-Staff2	1	1.0	3.0	0.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
9	144.0	36.0	2.0	2	0.5	1/2	1.0	C2	36.0	True	P2-Staff2	1	1.0	3.0	0.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
10	216.0	9.0	3.0	3	0.125	1/8	2.0	C2	36.0	True	P2-Staff2	1	2.0	3.0	1.0	i	True	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
11	225.0	9.0	3.125	25/8	0.125	1/8	2.0	C3	48.0	True	P2-Staff2	1	2.0	3.0	1.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
12	234.0	9.0	3.25	13/4	0.125	1/8	2.0	C2	36.0	True	P2-Staff2	1	2.0	3.0	1.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
13	243.0	9.0	3.375	27/8	0.125	1/8	2.0	C3	48.0	True	P2-Staff2	1	2.0	3.0	1.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
14	252.0	9.0	3.5	7/2	0.125	1/8	2.0	C2	36.0	True	P2-Staff2	1	2.0	3.0	1.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
15	261.0	9.0	3.625	29/8	0.125	1/8	2.0	C3	48.0	True	P2-Staff2	1	2.0	3.0	1.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
16	270.0	9.0	3.75	15/4	0.125	1/8	2.0	C2	36.0	True	P2-Staff2	1	2.0	3.0	1.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
17	279.0	9.0	3.875	31/8	0.125	1/8	2.0	C3	48.0	True	P2-Staff2	1	2.0	3.0	1.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
18	288.0	36.0	4.0	4	0.5	1/2	2.0	C2	36.0	True	P2-Staff2	1	2.0	3.0	1.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
19	360.0	36.0	5.0	5	0.5	1/2	2.0	C2	36.0	True	P2-Staff2	1	2.0	3.0	1.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
20	432.0	8.0	6.0	6	0.1111	1/9	3.0	A4	69.0	True	P2-Staff2	1	3.0	3.0	2.0	viio7/V	True	('C', 'E-', 'F#', 'A')	C	F#	2.0	diminished seventh chord	(0, 3, 6, 9)	c	G	7	5
21	432.0	9.0	6.0	6	0.125	1/8	3.0	C2	36.0	True	P2-Staff2	1	3.0	3.0	2.0	viio7/V	True	('C', 'E-', 'F#', 'A')	C	F#	2.0	diminished seventh chord	(0, 3, 6, 9)	c	G	7	5
22	440.0	8.0	6.1111	55/9	0.1111	1/9	3.0	C5	72.0	True	P2-Staff2	1	3.0	3.0	2.0	viio7/V	False	('C', 'E-', 'F#', 'A')	C	F#	2.0	diminished seventh chord	(0, 3, 6, 9)	c	G	7	5
