	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0.0	96.0	0.0	0	1.0	1	0.0	3	4	0	0.0	C5	72.0	True	C	0.0	0	1.0	1.0	P1-Staff2	1	0.0	1.0	0.0	V	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
1	96.0	48.0	1.0	1	0.5	1/2	1.0	3	4	1	1.0	B4	71.0	True	B	0.0	0	1.0	1.0	P1-Staff2	1	1.0	3.0	1.0	V	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
2	144.0	48.0	1.5	3/2	0.5	1/2	1.0	3	4	1	1.5	C5	72.0	True	C	0.0	1/8	1.5	0.0	P1-Staff2	1	1.0	3.0	1.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
3	192.0	48.0	2.0	2	0.5	1/2	1.0	3	4	1	2.0	D5	74.0	True	D	0.0	1/4	2.0	2.0	P1-Staff2	1	1.0	3.0	1.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
4	240.0	48.0	2.5	5/2	0.5	1/2	1.0	3	4	1	2.5	C5	72.0	True	C	0.0	3/8	2.5	0.0	P1-Staff2	1	1.0	3.0	1.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
5	288.0	48.0	3.0	3	0.5	1/2	1.0	3	4	1	3.0	B-4	70.0	True	B	-1.0	1/2	3.0	3.0	P1-Staff2	1	1.0	3.0	1.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
6	336.0	48.0	3.5	7/2	0.5	1/2	1.0	3	4	1	3.5	A4	69.0	True	A	0.0	5/8	3.5	0.0	P1-Staff2	1	1.0	3.0	1.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
7	384.0	48.0	4.0	4	0.5	1/2	2.0	3	4	2	4.0	G4	67.0	True	G	0.0	0	1.0	1.0	P1-Staff2	6	2.0	2.0	2.0	V	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
8	432.0	48.0	4.5	9/2	0.5	1/2	2.0	3	4	2	4.5	F4	65.0	True	F	0.0	1/8	1.5	0.0	P1-Staff2	6	2.0	2.0	2.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
9	480.0	48.0	5.0	5	0.5	1/2	2.0	3	4	2	5.0	E4	64.0	True	E	0.0	1/4	2.0	2.0	P1-Staff2	6	2.0	2.0	2.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
