j_offset	s_duration	s_measure	s_notes	s_intervals	s_isOnset	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0.0	0.5	1	['F2', 'A4', 'C5']	['M3', 'P5']	[True, True, True]	1.0	3.0	0.0	I	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
0.5	0.5	1	['F3', 'A4', 'C5']	['M3', 'P5']	[True, False, False]	1.0	3.0	0.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
1.0	0.5	1	['F3', 'A4', 'C5']	['M3', 'P5']	[True, True, True]	1.0	3.0	0.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
1.5	0.5	1	['F3', 'A4', 'C5']	['M3', 'P5']	[True, False, False]	1.0	3.0	0.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
2.0	0.5	1	['F3', 'A4', 'C5']	['M3', 'P5']	[True, False, False]	1.0	3.0	0.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
2.5	0.5	1	['F3', 'B-4', 'D5']	['P4', 'M6']	[True, True, True]	1.0	3.0	0.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
3.0	0.5	2	['F3', 'A4', 'C5']	['M3', 'P5']	[True, True, True]	2.0	3.0	1.0	I	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
3.5	0.5	2	['F3', 'A4', 'C5']	['M3', 'P5']	[True, False, False]	2.0	3.0	1.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
4.0	0.5	2	['F3', 'A4', 'C5']	['M3', 'P5']	[True, False, False]	2.0	3.0	1.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
4.5	0.5	2	['F3', 'G4', 'B-4']	['M2', 'P4']	[True, True, True]	2.0	3.0	1.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
5.0	0.5	2	['F3', 'F4', 'A4']	['P1', 'M3']	[True, True, True]	2.0	3.0	1.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
5.5	0.5	2	['F3', 'F4', 'A4']	['P1', 'M3']	[True, False, False]	2.0	3.0	1.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
6.0	0.5	3	['F3', 'C4', 'A4']	['P5', 'M3']	[True, True, True]	3.0	3.0	2.0	I	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
6.5	0.5	3	['F3', 'C4', 'A4']	['P5', 'M3']	[True, False, False]	3.0	3.0	2.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
7.0	0.5	3	['F3', 'C4', 'A4']	['P5', 'M3']	[True, True, True]	3.0	3.0	2.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
7.5	0.5	3	['F3', 'C4', 'A4']	['P5', 'M3']	[True, False, False]	3.0	3.0	2.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
8.0	0.5	3	['F3', 'C4', 'A4']	['P5', 'M3']	[True, False, False]	3.0	3.0	2.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
8.5	0.5	3	['F3', 'D4', 'B-4']	['M6', 'P4']	[True, True, True]	3.0	3.0	2.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
9.0	0.5	4	['F3', 'C4', 'A4']	['P5', 'M3']	[True, True, True]	4.0	3.0	3.0	I	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
9.5	0.5	4	['F3', 'C4', 'A4']	['P5', 'M3']	[True, False, False]	4.0	3.0	3.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
10.0	0.5	4	['F3', 'C4', 'A4']	['P5', 'M3']	[True, False, False]	4.0	3.0	3.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
10.5	0.5	4	['F3', 'B-3', 'G4']	['P4', 'M2']	[True, True, True]	4.0	3.0	3.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
11.0	0.5	4	['F3', 'A3', 'F4']	['M3', 'P1']	[True, True, True]	4.0	3.0	3.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
11.5	0.5	4	['F3', 'A3', 'F4']	['M3', 'P1']	[True, False, False]	4.0	3.0	3.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
12.0	0.5	5	['C2', 'E4', 'G4']	['M3', 'P5']	[True, True, True]	5.0	3.0	4.0	V	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
12.5	0.5	5	['C3', 'E4', 'G4']	['M3', 'P5']	[True, False, False]	5.0	3.0	4.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
13.0	0.5	5	['C3', 'E4', 'G4']	['M3', 'P5']	[True, True, True]	5.0	3.0	4.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
13.5	0.5	5	['C3', 'E4', 'G4']	['M3', 'P5']	[True, False, False]	5.0	3.0	4.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
14.0	0.5	5	['C3', 'E4', 'G#4']	['M3', 'A5']	[True, True, True]	5.0	3.0	4.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
