onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	8	0.0	0	2.0	2	1	2	2	1	0.0	G4	67	True	G	0	0	1.0	1	Cello	1	1	2.0	0	I	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
8	2	2.0	2	0.5	1/2	1	2	2	1	1.0	G4	67	False	G	0	1/2	2.0	2	Cello	1	1	2.0	1	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	C	C	5	None
10	2	2.5	5/2	0.5	1/2	1	2	2	1	1.25	G4	67	True	G	0	5/8	2.25	0	Cello	1	1	2.0	1	V	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	C	C	5	None
12	2	3.0	3	0.5	1/2	1	2	2	1	1.5	A4	69	True	A	0	3/4	2.5	0	Cello	1	1	2.0	1	V	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	C	C	5	None
14	2	3.5	7/2	0.5	1/2	1	2	2	1	1.75	G4	67	True	G	0	7/8	2.75	0	Cello	1	1	2.0	1	V	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	C	C	5	None
16	2	4.0	4	0.5	1/2	2	2	2	2	2.0	F4	65	True	F	0	0	1.0	1	Cello	1	2	4.0	2	I	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
18	2	4.5	9/2	0.5	1/2	2	2	2	2	2.25	E4	64	True	E	0	1/8	1.25	0	Cello	1	2	4.0	2	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
20	4	5.0	5	1.0	1	2	2	2	2	2.5	D4	62	True	D	0	1/4	1.5	0	Cello	1	2	4.0	2	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
26	2	6.5	13/2	0.5	1/2	2	2	2	2	3.25	F4	65	True	F	0	5/8	2.25	0	Cello	1	2	4.0	2	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
28	2	7.0	7	0.5	1/2	2	2	2	2	3.5	G4	67	True	G	0	3/4	2.5	0	Cello	1	2	4.0	2	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
30	2	7.5	15/2	0.5	1/2	2	2	2	2	3.75	F4	65	True	F	0	7/8	2.75	0	Cello	1	2	4.0	2	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
32	2	8.0	8	0.5	1/2	3	2	2	3	4.0	E4	64	True	E	0	0	1.0	1	Cello	1	3	4.0	3	V7	True	('D', 'F', 'G', 'B')	D	G	2	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
34	2	8.5	17/2	0.5	1/2	3	2	2	3	4.25	D4	62	True	D	0	1/8	1.25	0	Cello	1	3	4.0	3	V7	False	('D', 'F', 'G', 'B')	D	G	2	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
36	4	9.0	9	1.0	1	3	2	2	3	4.5	C4	60	True	C	0	1/4	1.5	0	Cello	1	3	4.0	3	V7	False	('D', 'F', 'G', 'B')	D	G	2	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
42	2	10.5	21/2	0.5	1/2	3	2	2	3	5.25	G4	67	True	G	0	5/8	2.25	0	Cello	1	3	4.0	3	V7	False	('D', 'F', 'G', 'B')	D	G	2	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
44	2	11.0	11	0.5	1/2	3	2	2	3	5.5	A4	69	True	A	0	3/4	2.5	0	Cello	1	3	4.0	3	V7	False	('D', 'F', 'G', 'B')	D	G	2	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
46	2	11.5	23/2	0.5	1/2	3	2	2	3	5.75	G4	67	True	G	0	7/8	2.75	0	Cello	1	3	4.0	3	V7	False	('D', 'F', 'G', 'B')	D	G	2	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
48	2	12.0	12	0.5	1/2	4	2	2	4	6.0	F4	65	True	F	0	0	1.0	1	Cello	1	4	4.0	4	I	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
50	2	12.5	25/2	0.5	1/2	4	2	2	4	6.25	E4	64	True	E	0	1/8	1.25	0	Cello	1	4	4.0	4	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
52	2	13.0	13	0.5	1/2	4	2	2	4	6.5	D4	62	True	D	0	1/4	1.5	0	Cello	1	4	4.0	4	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
54	2	13.5	27/2	0.5	1/2	4	2	2	4	6.75	E4	64	True	E	0	3/8	1.75	0	Cello	1	4	4.0	4	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
56	2	14.0	14	0.5	1/2	4	2	2	4	7.0	F4	65	True	F	0	1/2	2.0	2	Cello	1	4	4.0	4	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
58	2	14.5	29/2	0.5	1/2	4	2	2	4	7.25	D4	62	True	D	0	5/8	2.25	0	Cello	1	4	4.0	4	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
60	2	15.0	15	0.5	1/2	4	2	2	4	7.5	G4	67	True	G	0	3/4	2.5	0	Cello	1	4	4.0	4	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
62	2	15.5	31/2	0.5	1/2	4	2	2	4	7.75	F4	65	True	F	0	7/8	2.75	0	Cello	1	4	4.0	4	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
64	2	16.0	16	0.5	1/2	5	2	2	5	8.0	E4	64	True	E	0	0	1.0	1	Cello	1	5	2.0	5	IV	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	C	C	4	None
66	2	16.5	33/2	0.5	1/2	5	2	2	5	8.25	D4	62	True	D	0	1/8	1.25	0	Cello	1	5	2.0	5	IV	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	C	C	4	None
68	2	17.0	17	0.5	1/2	5	2	2	5	8.5	C4	60	True	C	0	1/4	1.5	0	Cello	1	5	2.0	5	IV	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	C	C	4	None
70	2	17.5	35/2	0.5	1/2	5	2	2	5	8.75	D4	62	True	D	0	3/8	1.75	0	Cello	1	5	2.0	5	IV	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	C	C	4	None
72	2	18.0	18	0.5	1/2	5	2	2	5	9.0	E4	64	True	E	0	1/2	2.0	2	Cello	1	5	2.0	6	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	C	C	5	None
74	2	18.5	37/2	0.5	1/2	5	2	2	5	9.25	F4	65	True	F	0	5/8	2.25	0	Cello	1	5	2.0	6	V	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	C	C	5	None
76	2	19.0	19	0.5	1/2	5	2	2	5	9.5	G4	67	True	G	0	3/4	2.5	0	Cello	1	5	2.0	6	V	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	C	C	5	None
78	2	19.5	39/2	0.5	1/2	5	2	2	5	9.75	E4	64	True	E	0	7/8	2.75	0	Cello	1	5	2.0	6	V	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	C	C	5	None
80	2	20.0	20	0.5	1/2	6	2	2	6	10.0	A4	69	True	A	0	0	1.0	1	Cello	1	6	2.0	7	I	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
82	2	20.5	41/2	0.5	1/2	6	2	2	6	10.25	G4	67	True	G	0	1/8	1.25	0	Cello	1	6	2.0	7	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
84	2	21.0	21	0.5	1/2	6	2	2	6	10.5	F4	65	True	F	0	1/4	1.5	0	Cello	1	6	2.0	7	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
86	2	21.5	43/2	0.5	1/2	6	2	2	6	10.75	A4	69	True	A	0	3/8	1.75	0	Cello	1	6	2.0	7	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
88	2	22.0	22	0.5	1/2	6	2	2	6	11.0	B4	71	True	B	0	1/2	2.0	2	Cello	1	6	2.0	8	I	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	C	C	1	None
90	2	22.5	45/2	0.5	1/2	6	2	2	6	11.25	A4	69	True	A	0	5/8	2.25	0	Cello	1	6	2.0	8	I	False	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	C	C	1	None
92	2	23.0	23	0.5	1/2	6	2	2	6	11.5	G4	67	True	G	0	3/4	2.5	0	Cello	1	6	2.0	8	I	False	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	C	C	1	None
94	2	23.5	47/2	0.5	1/2	6	2	2	6	11.75	B4	71	True	B	0	7/8	2.75	0	Cello	1	6	2.0	8	I	False	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	C	C	1	None
96	2	24.0	24	0.5	1/2	7	2	2	7	12.0	C5	72	True	C	0	0	1.0	1	Cello	1	7	2.0	9	IV	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	C	C	4	None
98	2	24.5	49/2	0.5	1/2	7	2	2	7	12.25	D5	74	True	D	0	1/8	1.25	0	Cello	1	7	2.0	9	IV	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	C	C	4	None
100	2	25.0	25	0.5	1/2	7	2	2	7	12.5	E5	76	True	E	0	1/4	1.5	0	Cello	1	7	2.0	9	IV	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	C	C	4	None
102	2	25.5	51/2	0.5	1/2	7	2	2	7	12.75	C5	72	True	C	0	3/8	1.75	0	Cello	1	7	2.0	9	IV	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	C	C	4	None
104	2	26.0	26	0.5	1/2	7	2	2	7	13.0	G4	67	True	G	0	1/2	2.0	2	Cello	1	7	2.0	10	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	C	C	5	None
106	2	26.5	53/2	0.5	1/2	7	2	2	7	13.25	F4	65	True	F	0	5/8	2.25	0	Cello	1	7	2.0	10	V	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	C	C	5	None
108	2	27.0	27	0.5	1/2	7	2	2	7	13.5	E4	64	True	E	0	3/4	2.5	0	Cello	1	7	2.0	10	V	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	C	C	5	None
110	2	27.5	55/2	0.5	1/2	7	2	2	7	13.75	G4	67	True	G	0	7/8	2.75	0	Cello	1	7	2.0	10	V	False	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	C	C	5	None
112	2	28.0	28	0.5	1/2	8	2	2	8	14.0	A4	69	True	A	0	0	1.0	1	Cello	1	8	2.0	11	I	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
114	2	28.5	57/2	0.5	1/2	8	2	2	8	14.25	G4	67	True	G	0	1/8	1.25	0	Cello	1	8	2.0	11	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
116	2	29.0	29	0.5	1/2	8	2	2	8	14.5	F4	65	True	F	0	1/4	1.5	0	Cello	1	8	2.0	11	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
118	2	29.5	59/2	0.5	1/2	8	2	2	8	14.75	A4	69	True	A	0	3/8	1.75	0	Cello	1	8	2.0	11	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None
120	2	30.0	30	0.5	1/2	8	2	2	8	15.0	B4	71	True	B	0	1/2	2.0	2	Cello	1	8	2.0	12	vi	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	C	C	6	None
122	2	30.5	61/2	0.5	1/2	8	2	2	8	15.25	A4	69	True	A	0	5/8	2.25	0	Cello	1	8	2.0	12	vi	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	C	C	6	None
124	2	31.0	31	0.5	1/2	8	2	2	8	15.5	G4	67	True	G	0	3/4	2.5	0	Cello	1	8	2.0	12	vi	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	C	C	6	None
126	2	31.5	63/2	0.5	1/2	8	2	2	8	15.75	B4	71	True	B	0	7/8	2.75	0	Cello	1	8	2.0	12	vi	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	C	C	6	None
