onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0	4	0.0	0	1.0	1	1	3	4	1	0.0	G5	79	True	G	0	0	1.0	1	Violoncello	1	1	3.0	0	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
0	4	0.0	0	1.0	1	1	3	4	1	0.0	D5	74	True	D	0	0	1.0	1	Violoncello	1	1	3.0	0	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
0	4	0.0	0	1.0	1	1	3	4	1	0.0	B-4	70	True	B	-1	0	1.0	1	Violoncello	1	1	3.0	0	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
0	8	0.0	0	2.0	2	1	3	4	1	0.0	G3	55	True	G	0	0	1.0	1	Violoncello	1	1	3.0	0	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
4	6	1.0	1	1.5	3/2	1	3	4	1	1.0	G5	79	True	G	0	1/4	2.0	2	Violoncello	1	1	3.0	0	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
4	6	1.0	1	1.5	3/2	1	3	4	1	1.0	D5	74	True	D	0	1/4	2.0	2	Violoncello	1	1	3.0	0	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
4	6	1.0	1	1.5	3/2	1	3	4	1	1.0	B-4	70	True	B	-1	1/4	2.0	2	Violoncello	1	1	3.0	0	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
8	4	2.0	2	1.0	1	1	3	4	1	2.0	G3	55	True	G	0	1/2	3.0	3	Violoncello	1	1	3.0	0	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
10	2	2.5	5/2	0.5	1/2	1	3	4	1	2.5	G5	79	False	G	0	5/8	3.5	0	Violoncello	1	1	3.0	0	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
10	2	2.5	5/2	0.5	1/2	1	3	4	1	2.5	D5	74	False	D	0	5/8	3.5	0	Violoncello	1	1	3.0	0	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
10	2	2.5	5/2	0.5	1/2	1	3	4	1	2.5	B-4	70	False	B	-1	5/8	3.5	0	Violoncello	1	1	3.0	0	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
