onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral
0	2	0.0	0	0.5	1/2	1	4	4	1	0.0	G3	55	True	G	0	0	1.0	1	P2-Staff2	1	1	4.0	0	I	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
0	2	0.0	0	0.5	1/2	1	4	4	1	0.0	C4	60	True	C	0	0	1.0	1	P2-Staff2	1	1	4.0	0	I	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
0	2	0.0	0	0.5	1/2	1	4	4	1	0.0	E4	64	True	E	0	0	1.0	1	P2-Staff2	1	1	4.0	0	I	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
2	2	0.5	1/2	0.5	1/2	1	4	4	1	0.5	G3	55	True	G	0	1/8	1.5	0	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
2	2	0.5	1/2	0.5	1/2	1	4	4	1	0.5	C4	60	True	C	0	1/8	1.5	0	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
2	2	0.5	1/2	0.5	1/2	1	4	4	1	0.5	E4	64	True	E	0	1/8	1.5	0	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
4	2	1.0	1	0.5	1/2	1	4	4	1	1.0	G3	55	True	G	0	1/4	2.0	2	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
4	2	1.0	1	0.5	1/2	1	4	4	1	1.0	C4	60	True	C	0	1/4	2.0	2	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
4	2	1.0	1	0.5	1/2	1	4	4	1	1.0	E4	64	True	E	0	1/4	2.0	2	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
6	2	1.5	3/2	0.5	1/2	1	4	4	1	1.5	G3	55	True	G	0	3/8	2.5	0	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
6	2	1.5	3/2	0.5	1/2	1	4	4	1	1.5	C4	60	True	C	0	3/8	2.5	0	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
6	2	1.5	3/2	0.5	1/2	1	4	4	1	1.5	E4	64	True	E	0	3/8	2.5	0	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
8	2	2.0	2	0.5	1/2	1	4	4	1	2.0	G3	55	True	G	0	1/2	3.0	3	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
8	2	2.0	2	0.5	1/2	1	4	4	1	2.0	C4	60	True	C	0	1/2	3.0	3	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
8	2	2.0	2	0.5	1/2	1	4	4	1	2.0	E4	64	True	E	0	1/2	3.0	3	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
8	8	2.0	2	2.0	2	1	4	4	1	2.0	C2	36	True	C	0	1/2	3.0	3	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
8	8	2.0	2	2.0	2	1	4	4	1	2.0	C3	48	True	C	0	1/2	3.0	3	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
10	2	2.5	5/2	0.5	1/2	1	4	4	1	2.5	E4	64	True	E	0	5/8	3.5	0	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
10	2	2.5	5/2	0.5	1/2	1	4	4	1	2.5	G3	55	True	G	0	5/8	3.5	0	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
10	2	2.5	5/2	0.5	1/2	1	4	4	1	2.5	C4	60	True	C	0	5/8	3.5	0	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
10	2	2.5	5/2	0.5	1/2	1	4	4	1	2.5	E4	64	True	E	0	5/8	3.5	0	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
12	3	3.0	3	0.75	3/4	1	4	4	1	3.0	D4	62	True	D	0	3/4	4.0	4	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
12	2	3.0	3	0.5	1/2	1	4	4	1	3.0	G3	55	True	G	0	3/4	4.0	4	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
12	2	3.0	3	0.5	1/2	1	4	4	1	3.0	C4	60	True	C	0	3/4	4.0	4	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
12	2	3.0	3	0.5	1/2	1	4	4	1	3.0	E4	64	True	E	0	3/4	4.0	4	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
14	2	3.5	7/2	0.5	1/2	1	4	4	1	3.5	G3	55	True	G	0	7/8	4.5	0	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
14	2	3.5	7/2	0.5	1/2	1	4	4	1	3.5	C4	60	True	C	0	7/8	4.5	0	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
14	2	3.5	7/2	0.5	1/2	1	4	4	1	3.5	E4	64	True	E	0	7/8	4.5	0	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
15	1	3.75	15/4	0.25	1/4	1	4	4	1	3.75	C4	60	True	C	0	15/16	4.75	0	P2-Staff2	1	1	4.0	0	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I
16	8	4.0	4	2.0	2	2	4	4	2	4.0	F4	65	True	F	0	0	1.0	1	P2-Staff2	1	2	2.0	1	IV	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	C	C	4	None	IV
16	2	4.0	4	0.5	1/2	2	4	4	2	4.0	F3	53	True	F	0	0	1.0	1	P2-Staff2	1	2	2.0	1	IV	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	C	C	4	None	IV
16	2	4.0	4	0.5	1/2	2	4	4	2	4.0	C4	60	True	C	0	0	1.0	1	P2-Staff2	1	2	2.0	1	IV	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	C	C	4	None	IV
16	2	4.0	4	0.5	1/2	2	4	4	2	4.0	F4	65	True	F	0	0	1.0	1	P2-Staff2	1	2	2.0	1	IV	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	C	C	4	None	IV
16	8	4.0	4	2.0	2	2	4	4	2	4.0	A1	33	True	A	0	0	1.0	1	P2-Staff2	1	2	2.0	1	IV	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	C	C	4	None	IV
16	8	4.0	4	2.0	2	2	4	4	2	4.0	A2	45	True	A	0	0	1.0	1	P2-Staff2	1	2	2.0	1	IV	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	C	C	4	None	IV
18	2	4.5	9/2	0.5	1/2	2	4	4	2	4.5	F3	53	True	F	0	1/8	1.5	0	P2-Staff2	1	2	2.0	1	IV	False	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	C	C	4	None	IV
18	2	4.5	9/2	0.5	1/2	2	4	4	2	4.5	C4	60	True	C	0	1/8	1.5	0	P2-Staff2	1	2	2.0	1	IV	False	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	C	C	4	None	IV
18	2	4.5	9/2	0.5	1/2	2	4	4	2	4.5	F4	65	True	F	0	1/8	1.5	0	P2-Staff2	1	2	2.0	1	IV	False	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	C	C	4	None	IV
20	2	5.0	5	0.5	1/2	2	4	4	2	5.0	F3	53	True	F	0	1/4	2.0	2	P2-Staff2	1	2	2.0	1	IV	False	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	C	C	4	None	IV
20	2	5.0	5	0.5	1/2	2	4	4	2	5.0	C4	60	True	C	0	1/4	2.0	2	P2-Staff2	1	2	2.0	1	IV	False	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	C	C	4	None	IV
20	2	5.0	5	0.5	1/2	2	4	4	2	5.0	F4	65	True	F	0	1/4	2.0	2	P2-Staff2	1	2	2.0	1	IV	False	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	C	C	4	None	IV
22	2	5.5	11/2	0.5	1/2	2	4	4	2	5.5	F3	53	True	F	0	3/8	2.5	0	P2-Staff2	1	2	2.0	1	IV	False	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	C	C	4	None	IV
22	2	5.5	11/2	0.5	1/2	2	4	4	2	5.5	C4	60	True	C	0	3/8	2.5	0	P2-Staff2	1	2	2.0	1	IV	False	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	C	C	4	None	IV
22	2	5.5	11/2	0.5	1/2	2	4	4	2	5.5	F4	65	True	F	0	3/8	2.5	0	P2-Staff2	1	2	2.0	1	IV	False	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	C	C	4	None	IV
