onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0	240	0.0	0	1.0	1	0	2	4	0	0.0	G#4	68	True	G	1	0	1.0	1	P1-Staff2	2	0	1.0	0	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
0	60	0.0	0	0.25	1/4	0	2	4	0	0.0	G#4	68	True	G	1	0	1.0	1	P1-Staff2	2	0	1.0	0	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
60	180	0.25	1/4	0.75	3/4	0	2	4	0	0.25	B4	71	True	B	0	1/16	1.25	0	P1-Staff2	2	0	1.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
120	60	0.5	1/2	0.25	1/4	0	2	4	0	0.5	E3	52	True	E	0	1/8	1.5	0	P1-Staff2	2	0	1.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
180	60	0.75	3/4	0.25	1/4	0	2	4	0	0.75	B3	59	True	B	0	3/16	1.75	0	P1-Staff2	2	0	1.0	0	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
240	240	1.0	1	1.0	1	1	2	4	1	1.0	B4	71	True	B	0	0	1.0	1	P1-Staff2	2	1	1.0	1	V	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	E	E	5	None	V	True
240	60	1.0	1	0.25	1/4	1	2	4	1	1.0	B4	71	True	B	0	0	1.0	1	P1-Staff2	2	1	1.0	1	V	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	E	E	5	None	V	True
300	180	1.25	5/4	0.75	3/4	1	2	4	1	1.25	F#4	66	True	F	1	1/16	1.25	0	P1-Staff2	2	1	1.0	1	V	False	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	E	E	5	None	V	True
360	60	1.5	3/2	0.25	1/4	1	2	4	1	1.5	D#4	63	True	D	1	1/8	1.5	0	P1-Staff2	2	1	1.0	1	V	False	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	E	E	5	None	V	True
420	60	1.75	7/4	0.25	1/4	1	2	4	1	1.75	D#3	51	True	D	1	3/16	1.75	0	P1-Staff2	2	1	1.0	1	V	False	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	E	E	5	None	V	True
480	240	2.0	2	1.0	1	1	2	4	1	2.0	E4	64	True	E	0	1/4	2.0	2	P1-Staff2	2	1	1.0	2	vi	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	E	E	6	None	vi	True
480	60	2.0	2	0.25	1/4	1	2	4	1	2.0	E4	64	True	E	0	1/4	2.0	2	P1-Staff2	2	1	1.0	2	vi	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	E	E	6	None	vi	True
540	180	2.25	9/4	0.75	3/4	1	2	4	1	2.25	G#4	68	True	G	1	5/16	2.25	0	P1-Staff2	2	1	1.0	2	vi	False	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	E	E	6	None	vi	True
600	60	2.5	5/2	0.25	1/4	1	2	4	1	2.5	C#3	49	True	C	1	3/8	2.5	0	P1-Staff2	2	1	1.0	2	vi	False	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	E	E	6	None	vi	True
660	60	2.75	11/4	0.25	1/4	1	2	4	1	2.75	G#3	56	True	G	1	7/16	2.75	0	P1-Staff2	2	1	1.0	2	vi	False	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	E	E	6	None	vi	True
720	240	3.0	3	1.0	1	2	2	4	2	3.0	G#4	68	True	G	1	0	1.0	1	P1-Staff2	2	2	1.0	3	iii	True	('B', 'D#', 'G#')	B	G#	1	minor triad	(3, 8, 11)	E	E	3	None	iii	True
720	60	3.0	3	0.25	1/4	2	2	4	2	3.0	G#4	68	True	G	1	0	1.0	1	P1-Staff2	2	2	1.0	3	iii	True	('B', 'D#', 'G#')	B	G#	1	minor triad	(3, 8, 11)	E	E	3	None	iii	True
780	180	3.25	13/4	0.75	3/4	2	2	4	2	3.25	D#4	63	True	D	1	1/16	1.25	0	P1-Staff2	2	2	1.0	3	iii	False	('B', 'D#', 'G#')	B	G#	1	minor triad	(3, 8, 11)	E	E	3	None	iii	True
840	60	3.5	7/2	0.25	1/4	2	2	4	2	3.5	B3	59	True	B	0	1/8	1.5	0	P1-Staff2	2	2	1.0	3	iii	False	('B', 'D#', 'G#')	B	G#	1	minor triad	(3, 8, 11)	E	E	3	None	iii	True
900	60	3.75	15/4	0.25	1/4	2	2	4	2	3.75	B2	47	True	B	0	3/16	1.75	0	P1-Staff2	2	2	1.0	3	iii	False	('B', 'D#', 'G#')	B	G#	1	minor triad	(3, 8, 11)	E	E	3	None	iii	True
960	240	4.0	4	1.0	1	2	2	4	2	4.0	C#4	61	True	C	1	1/4	2.0	2	P1-Staff2	2	2	1.0	4	IV	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True
960	60	4.0	4	0.25	1/4	2	2	4	2	4.0	C#4	61	True	C	1	1/4	2.0	2	P1-Staff2	2	2	1.0	4	IV	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True
1020	180	4.25	17/4	0.75	3/4	2	2	4	2	4.25	E4	64	True	E	0	5/16	2.25	0	P1-Staff2	2	2	1.0	4	IV	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True
1080	60	4.5	9/2	0.25	1/4	2	2	4	2	4.5	A2	45	True	A	0	3/8	2.5	0	P1-Staff2	2	2	1.0	4	IV	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True
1140	60	4.75	19/4	0.25	1/4	2	2	4	2	4.75	E3	52	True	E	0	7/16	2.75	0	P1-Staff2	2	2	1.0	4	IV	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	E	E	4	None	IV	True
1200	60	5.0	5	0.25	1/4	3	2	4	3	5.0	E4	64	True	E	0	0	1.0	1	P1-Staff2	2	3	1.0	5	I	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	E	E	1	None	I	True
1200	240	5.0	5	1.0	1	3	2	4	3	5.0	E4	64	True	E	0	0	1.0	1	P1-Staff2	2	3	1.0	5	I	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	E	E	1	None	I	True
1260	180	5.25	21/4	0.75	3/4	3	2	4	3	5.25	B3	59	True	B	0	1/16	1.25	0	P1-Staff2	2	3	1.0	5	I	False	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	E	E	1	None	I	True
1320	60	5.5	11/2	0.25	1/4	3	2	4	3	5.5	G#3	56	True	G	1	1/8	1.5	0	P1-Staff2	2	3	1.0	5	I	False	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	E	E	1	None	I	True
1380	60	5.75	23/4	0.25	1/4	3	2	4	3	5.75	G#2	44	True	G	1	3/16	1.75	0	P1-Staff2	2	3	1.0	5	I	False	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	E	E	1	None	I	True
1440	240	6.0	6	1.0	1	3	2	4	3	6.0	D#4	63	True	D	1	1/4	2.0	2	P1-Staff2	1	3	1.0	6	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True
1440	240	6.0	6	1.0	1	3	2	4	3	6.0	F#4	66	True	F	1	1/4	2.0	2	P1-Staff2	1	3	1.0	6	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True
1440	60	6.0	6	0.25	1/4	3	2	4	3	6.0	A3	57	True	A	0	1/4	2.0	2	P1-Staff2	2	3	1.0	6	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True
1500	180	6.25	25/4	0.75	3/4	3	2	4	3	6.25	B3	59	True	B	0	5/16	2.25	0	P1-Staff2	2	3	1.0	6	V7	False	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True
1560	60	6.5	13/2	0.25	1/4	3	2	4	3	6.5	B1	35	True	B	0	3/8	2.5	0	P1-Staff2	2	3	1.0	6	V7	False	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True
1620	60	6.75	27/4	0.25	1/4	3	2	4	3	6.75	B2	47	True	B	0	7/16	2.75	0	P1-Staff2	2	3	1.0	6	V7	False	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None	V7	True
1680	240	7.0	7	1.0	1	4	2	4	4	7.0	G#4	68	True	G	1	0	1.0	1	P1-Staff2	1	4	2.0	7	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
1680	60	7.0	7	0.25	1/4	4	2	4	4	7.0	G#3	56	True	G	1	0	1.0	1	P1-Staff2	2	4	2.0	7	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
1680	240	7.0	7	1.0	1	4	2	4	4	7.0	E4	64	True	E	0	0	1.0	1	P1-Staff2	1	4	2.0	7	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
1740	180	7.25	29/4	0.75	3/4	4	2	4	4	7.25	B3	59	True	B	0	1/16	1.25	0	P1-Staff2	2	4	2.0	7	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
1800	60	7.5	15/2	0.25	1/4	4	2	4	4	7.5	E3	52	True	E	0	1/8	1.5	0	P1-Staff2	2	4	2.0	7	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
1860	60	7.75	31/4	0.25	1/4	4	2	4	4	7.75	E2	40	True	E	0	3/16	1.75	0	P1-Staff2	2	4	2.0	7	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
1920	240	8.0	8	1.0	1	4	2	4	4	8.0	G#4	68	True	G	1	1/4	2.0	2	P1-Staff2	2	4	2.0	7	I	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None	I	True
