onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0	4	0.0	0	1.0	1	1	4	4	1	0.0	G4	67	True	G	0	0	1.0	1	Continuo	1	1	1.0	0	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
0	4	0.0	0	1.0	1	1	4	4	1	0.0	G4	67	True	G	0	0	1.0	1	Continuo	1	1	1.0	0	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
0	4	0.0	0	1.0	1	1	4	4	1	0.0	G4	67	True	G	0	0	1.0	1	Continuo	1	1	1.0	0	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
0	4	0.0	0	1.0	1	1	4	4	1	0.0	G4	67	True	G	0	0	1.0	1	Continuo	1	1	1.0	0	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
4	4	1.0	1	1.0	1	1	4	4	1	1.0	A4	69	True	A	0	1/4	2.0	2	Continuo	1	1	1.0	1	VII	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
4	4	1.0	1	1.0	1	1	4	4	1	1.0	G4	67	True	G	0	1/4	2.0	2	Continuo	1	1	1.0	1	VII	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
4	4	1.0	1	1.0	1	1	4	4	1	1.0	F4	65	True	F	0	1/4	2.0	2	Continuo	1	1	1.0	1	VII	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
4	4	1.0	1	1.0	1	1	4	4	1	1.0	F4	65	True	F	0	1/4	2.0	2	Continuo	1	1	1.0	1	VII	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
8	4	2.0	2	1.0	1	1	4	4	1	2.0	E-4	63	True	E	-1	1/2	3.0	3	Continuo	1	1	1.0	2	VI	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	g	g	6	None	VI	True
8	4	2.0	2	1.0	1	1	4	4	1	2.0	E-4	63	True	E	-1	1/2	3.0	3	Continuo	1	1	1.0	2	VI	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	g	g	6	None	VI	True
8	4	2.0	2	1.0	1	1	4	4	1	2.0	B-4	70	True	B	-1	1/2	3.0	3	Continuo	1	1	1.0	2	VI	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	g	g	6	None	VI	True
8	4	2.0	2	1.0	1	1	4	4	1	2.0	G4	67	True	G	0	1/2	3.0	3	Continuo	1	1	1.0	2	VI	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	g	g	6	None	VI	True
12	4	3.0	3	1.0	1	1	4	4	1	3.0	C5	72	True	C	0	3/4	4.0	4	Continuo	1	1	1.0	3	ii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	g	g	2	None	ii	True
12	4	3.0	3	1.0	1	1	4	4	1	3.0	A4	69	True	A	0	3/4	4.0	4	Continuo	1	1	1.0	3	ii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	g	g	2	None	ii	True
12	4	3.0	3	1.0	1	1	4	4	1	3.0	C4	60	True	C	0	3/4	4.0	4	Continuo	1	1	1.0	3	ii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	g	g	2	None	ii	True
12	4	3.0	3	1.0	1	1	4	4	1	3.0	C4	60	True	C	0	3/4	4.0	4	Continuo	1	1	1.0	3	ii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	g	g	2	None	ii	True
16	4	4.0	4	1.0	1	2	4	4	2	4.0	C4	60	True	C	0	0	1.0	1	Continuo	1	2	2.0	4	ii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	g	g	2	None	ii	True
16	4	4.0	4	1.0	1	2	4	4	2	4.0	C4	60	True	C	0	0	1.0	1	Continuo	1	2	2.0	4	ii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	g	g	2	None	ii	True
16	4	4.0	4	1.0	1	2	4	4	2	4.0	C5	72	True	C	0	0	1.0	1	Continuo	1	2	2.0	4	ii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	g	g	2	None	ii	True
16	4	4.0	4	1.0	1	2	4	4	2	4.0	A4	69	True	A	0	0	1.0	1	Continuo	1	2	2.0	4	ii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	g	g	2	None	ii	True
20	4	5.0	5	1.0	1	2	4	4	2	5.0	B-4	70	True	B	-1	1/4	2.0	2	Continuo	1	2	2.0	4	ii	False	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	g	g	2	None	ii	True
20	4	5.0	5	1.0	1	2	4	4	2	5.0	G4	67	True	G	0	1/4	2.0	2	Continuo	1	2	2.0	4	ii	False	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	g	g	2	None	ii	True
20	4	5.0	5	1.0	1	2	4	4	2	5.0	C4	60	True	C	0	1/4	2.0	2	Continuo	1	2	2.0	4	ii	False	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	g	g	2	None	ii	True
20	4	5.0	5	1.0	1	2	4	4	2	5.0	C4	60	True	C	0	1/4	2.0	2	Continuo	1	2	2.0	4	ii	False	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	g	g	2	None	ii	True
24	8	6.0	6	2.0	2	2	4	4	2	6.0	A4	69	True	A	0	1/2	3.0	3	Continuo	1	2	2.0	5	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True
24	8	6.0	6	2.0	2	2	4	4	2	6.0	F#4	66	True	F	1	1/2	3.0	3	Continuo	1	2	2.0	5	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True
24	8	6.0	6	2.0	2	2	4	4	2	6.0	D4	62	True	D	0	1/2	3.0	3	Continuo	1	2	2.0	5	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True
24	8	6.0	6	2.0	2	2	4	4	2	6.0	D4	62	True	D	0	1/2	3.0	3	Continuo	1	2	2.0	5	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True
32	8	8.0	8	2.0	2	3	4	4	3	8.0	A4	69	True	A	0	0	1.0	1	Continuo	1	3	2.0	6	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True
32	8	8.0	8	2.0	2	3	4	4	3	8.0	F#4	66	True	F	1	0	1.0	1	Continuo	1	3	2.0	6	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True
32	8	8.0	8	2.0	2	3	4	4	3	8.0	D4	62	True	D	0	0	1.0	1	Continuo	1	3	2.0	6	V	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	g	g	5	None	V	True
