onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0	12	0.0	0	0.5	1/2	1	-3	2	4	1	0.0	C6	84	True	C	0	0	1.0	1	P2-Staff2	1	1	0.5	0	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	1	None	i	True
0	4	0.0	0	0.1667	1/6	1	-3	2	4	1	0.0	C4	60	True	C	0	0	1.0	1	P2-Staff2	1	1	0.5	0	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	1	None	i	True
4	4	0.1667	1/6	0.1667	1/6	1	-3	2	4	1	0.16700000000000004	E-4	63	True	E	-1	1/24	1.167	0	P2-Staff2	1	1	0.5	0	i	False	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	1	None	i	True
8	4	0.3333	1/3	0.1667	1/6	1	-3	2	4	1	0.33299999999999996	G4	67	True	G	0	1/12	1.333	0	P2-Staff2	1	1	0.5	0	i	False	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	1	None	i	True
12	12	0.5	1/2	0.5	1/2	1	-3	2	4	1	0.5	B5	83	True	B	0	1/8	1.5	0	P2-Staff2	1	1	0.5	1	V7	True	('D', 'F', 'G', 'B')	D	G	2	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None	V7	True
12	4	0.5	1/2	0.1667	1/6	1	-3	2	4	1	0.5	D4	62	True	D	0	1/8	1.5	0	P2-Staff2	1	1	0.5	1	V7	True	('D', 'F', 'G', 'B')	D	G	2	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None	V7	True
16	4	0.6667	2/3	0.1667	1/6	1	-3	2	4	1	0.667	F4	65	True	F	0	1/6	1.667	0	P2-Staff2	1	1	0.5	1	V7	False	('D', 'F', 'G', 'B')	D	G	2	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None	V7	True
20	4	0.8333	5/6	0.1667	1/6	1	-3	2	4	1	0.833	G4	67	True	G	0	5/24	1.833	0	P2-Staff2	1	1	0.5	1	V7	False	('D', 'F', 'G', 'B')	D	G	2	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None	V7	True
24	12	1.0	1	0.5	1/2	1	-3	2	4	1	1.0	C6	84	True	C	0	1/4	2.0	2	P2-Staff2	1	1	0.5	2	i	True	('E-', 'G', 'C')	E-	C	1	minor triad	(0, 3, 7)	c	c	1	None	i	True
24	4	1.0	1	0.1667	1/6	1	-3	2	4	1	1.0	E-4	63	True	E	-1	1/4	2.0	2	P2-Staff2	1	1	0.5	2	i	True	('E-', 'G', 'C')	E-	C	1	minor triad	(0, 3, 7)	c	c	1	None	i	True
28	4	1.1667	7/6	0.1667	1/6	1	-3	2	4	1	1.1669999999999998	G4	67	True	G	0	7/24	2.167	0	P2-Staff2	1	1	0.5	2	i	False	('E-', 'G', 'C')	E-	C	1	minor triad	(0, 3, 7)	c	c	1	None	i	True
32	4	1.3333	4/3	0.1667	1/6	1	-3	2	4	1	1.3330000000000002	C5	72	True	C	0	1/3	2.333	0	P2-Staff2	1	1	0.5	2	i	False	('E-', 'G', 'C')	E-	C	1	minor triad	(0, 3, 7)	c	c	1	None	i	True
36	12	1.5	3/2	0.5	1/2	1	-3	2	4	1	1.5	G5	79	True	G	0	3/8	2.5	0	P2-Staff2	1	1	0.5	3	I	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	c	c	1	None	I	True
