	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0	4	0.0	0	1.0	1	1	2	4	1	0.0	C3	48	True	C	0	0	1.0	1	P2-Staff2	1	1.0	2.0	0.0	i	True	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
1	0	4	0.0	0	1.0	1	1	2	4	1	0.0	E-3	51	True	E	-1	0	1.0	1	P2-Staff2	1	1.0	2.0	0.0	i	True	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
2	2	2	0.5	1/2	0.5	1/2	1	2	4	1	0.5	G3	55	True	G	0	1/8	1.5	0	P2-Staff2	1	1.0	2.0	0.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
3	4	4	1.0	1	1.0	1	1	2	4	1	1.0	G3	55	True	G	0	1/4	2.0	2	P2-Staff2	1	1.0	2.0	0.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
4	4	4	1.0	1	1.0	1	1	2	4	1	1.0	E-4	63	True	E	-1	1/4	2.0	2	P2-Staff2	1	1.0	2.0	0.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
5	6	2	1.5	3/2	0.5	1/2	1	2	4	1	1.5	C3	48	True	C	0	3/8	2.5	0	P2-Staff2	1	1.0	2.0	0.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
6	6	2	1.5	3/2	0.5	1/2	1	2	4	1	1.5	E-3	51	True	E	-1	3/8	2.5	0	P2-Staff2	1	1.0	2.0	0.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
7	8	4	2.0	2	1.0	1	2	2	4	2	2.0	C3	48	True	C	0	0	1.0	1	P2-Staff2	1	2.0	1.0	1.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	c	c	1	None
8	8	4	2.0	2	1.0	1	2	2	4	2	2.0	E3	52	True	E	0	0	1.0	1	P2-Staff2	1	2.0	1.0	1.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	c	c	1	None
9	10	2	2.5	5/2	0.5	1/2	2	2	4	2	2.5	G3	55	True	G	0	1/8	1.5	0	P2-Staff2	1	2.0	1.0	1.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	c	c	1	None
10	12	4	3.0	3	1.0	1	2	2	4	2	3.0	G3	55	True	G	0	1/4	2.0	2	P2-Staff2	1	2.0	1.0	2.0	V7/IV	True	('C', 'E', 'G', 'B-')	C	C	0.0	dominant seventh chord	(0, 4, 7, 10)	c	F	5	4
11	12	4	3.0	3	1.0	1	2	2	4	2	3.0	B-3	58	True	B	-1	1/4	2.0	2	P2-Staff2	1	2.0	1.0	2.0	V7/IV	True	('C', 'E', 'G', 'B-')	C	C	0.0	dominant seventh chord	(0, 4, 7, 10)	c	F	5	4
12	12	4	3.0	3	1.0	1	2	2	4	2	3.0	C4	60	True	C	0	1/4	2.0	2	P2-Staff2	1	2.0	1.0	2.0	V7/IV	True	('C', 'E', 'G', 'B-')	C	C	0.0	dominant seventh chord	(0, 4, 7, 10)	c	F	5	4
13	14	2	3.5	7/2	0.5	1/2	2	2	4	2	3.5	C3	48	True	C	0	3/8	2.5	0	P2-Staff2	1	2.0	1.0	2.0	V7/IV	False	('C', 'E', 'G', 'B-')	C	C	0.0	dominant seventh chord	(0, 4, 7, 10)	c	F	5	4
14	14	2	3.5	7/2	0.5	1/2	2	2	4	2	3.5	E3	52	True	E	0	3/8	2.5	0	P2-Staff2	1	2.0	1.0	2.0	V7/IV	False	('C', 'E', 'G', 'B-')	C	C	0.0	dominant seventh chord	(0, 4, 7, 10)	c	F	5	4
15	16	4	4.0	4	1.0	1	3	2	4	3	4.0	C3	48	True	C	0	0	1.0	1	P2-Staff2	1	3.0	2.0	3.0	IV	True	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	c	c	4	None
16	16	4	4.0	4	1.0	1	3	2	4	3	4.0	F3	53	True	F	0	0	1.0	1	P2-Staff2	1	3.0	2.0	3.0	IV	True	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	c	c	4	None
17	18	2	4.5	9/2	0.5	1/2	3	2	4	3	4.5	A3	57	True	A	0	1/8	1.5	0	P2-Staff2	1	3.0	2.0	3.0	IV	False	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	c	c	4	None
18	20	4	5.0	5	1.0	1	3	2	4	3	5.0	A3	57	True	A	0	1/4	2.0	2	P2-Staff2	1	3.0	2.0	3.0	IV	False	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	c	c	4	None
19	20	4	5.0	5	1.0	1	3	2	4	3	5.0	C4	60	True	C	0	1/4	2.0	2	P2-Staff2	1	3.0	2.0	3.0	IV	False	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	c	c	4	None
20	20	4	5.0	5	1.0	1	3	2	4	3	5.0	F4	65	True	F	0	1/4	2.0	2	P2-Staff2	1	3.0	2.0	3.0	IV	False	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	c	c	4	None
21	22	2	5.5	11/2	0.5	1/2	3	2	4	3	5.5	C3	48	True	C	0	3/8	2.5	0	P2-Staff2	1	3.0	2.0	3.0	IV	False	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	c	c	4	None
22	22	2	5.5	11/2	0.5	1/2	3	2	4	3	5.5	F3	53	True	F	0	3/8	2.5	0	P2-Staff2	1	3.0	2.0	3.0	IV	False	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	c	c	4	None
23	24	4	6.0	6	1.0	1	4	2	4	4	6.0	C3	48	True	C	0	0	1.0	1	P2-Staff2	1	4.0	2.0	4.0	iv	True	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	c	c	4	None
24	24	4	6.0	6	1.0	1	4	2	4	4	6.0	F3	53	True	F	0	0	1.0	1	P2-Staff2	1	4.0	2.0	4.0	iv	True	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	c	c	4	None
25	26	2	6.5	13/2	0.5	1/2	4	2	4	4	6.5	A-3	56	True	A	-1	1/8	1.5	0	P2-Staff2	1	4.0	2.0	4.0	iv	False	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	c	c	4	None
26	28	4	7.0	7	1.0	1	4	2	4	4	7.0	A-3	56	True	A	-1	1/4	2.0	2	P2-Staff2	1	4.0	2.0	4.0	iv	False	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	c	c	4	None
27	28	4	7.0	7	1.0	1	4	2	4	4	7.0	C4	60	True	C	0	1/4	2.0	2	P2-Staff2	1	4.0	2.0	4.0	iv	False	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	c	c	4	None
28	30	2	7.5	15/2	0.5	1/2	4	2	4	4	7.5	C3	48	True	C	0	3/8	2.5	0	P2-Staff2	1	4.0	2.0	4.0	iv	False	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	c	c	4	None
29	30	2	7.5	15/2	0.5	1/2	4	2	4	4	7.5	F3	53	True	F	0	3/8	2.5	0	P2-Staff2	1	4.0	2.0	4.0	iv	False	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	c	c	4	None
30	32	4	8.0	8	1.0	1	5	2	4	5	8.0	C3	48	True	C	0	0	1.0	1	P2-Staff2	1	5.0	1.5	5.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	c	c	1	None
31	32	4	8.0	8	1.0	1	5	2	4	5	8.0	E3	52	True	E	0	0	1.0	1	P2-Staff2	1	5.0	1.5	5.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	c	c	1	None
32	34	2	8.5	17/2	0.5	1/2	5	2	4	5	8.5	G3	55	True	G	0	1/8	1.5	0	P2-Staff2	1	5.0	1.5	5.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	c	c	1	None
33	36	4	9.0	9	1.0	1	5	2	4	5	9.0	G3	55	True	G	0	1/4	2.0	2	P2-Staff2	1	5.0	1.5	5.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	c	c	1	None
34	36	4	9.0	9	1.0	1	5	2	4	5	9.0	C4	60	True	C	0	1/4	2.0	2	P2-Staff2	1	5.0	1.5	5.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	c	c	1	None
35	36	4	9.0	9	1.0	1	5	2	4	5	9.0	G4	67	True	G	0	1/4	2.0	2	P2-Staff2	1	5.0	1.5	5.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	c	c	1	None
36	38	2	9.5	19/2	0.5	1/2	5	2	4	5	9.5	C3	48	True	C	0	3/8	2.5	0	P2-Staff2	1	5.0	0.5	6.0	i	True	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
37	38	2	9.5	19/2	0.5	1/2	5	2	4	5	9.5	E-3	51	True	E	-1	3/8	2.5	0	P2-Staff2	1	5.0	0.5	6.0	i	True	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
38	40	6	10.0	10	1.5	3/2	6	2	4	6	10.0	G2	43	True	G	0	0	1.0	1	P2-Staff2	1	6.0	2.0	7.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	c	c	5	None
39	40	6	10.0	10	1.5	3/2	6	2	4	6	10.0	D3	50	True	D	0	0	1.0	1	P2-Staff2	1	6.0	2.0	7.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	c	c	5	None
40	42	2	10.5	21/2	0.5	1/2	6	2	4	6	10.5	G3	55	True	G	0	1/8	1.5	0	P2-Staff2	1	6.0	2.0	7.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	c	c	5	None
41	44	2	11.0	11	0.5	1/2	6	2	4	6	11.0	G3	55	True	G	0	1/4	2.0	2	P2-Staff2	1	6.0	2.0	7.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	c	c	5	None
42	44	2	11.0	11	0.5	1/2	6	2	4	6	11.0	B3	59	True	B	0	1/4	2.0	2	P2-Staff2	1	6.0	2.0	7.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	c	c	5	None
43	44	2	11.0	11	0.5	1/2	6	2	4	6	11.0	G4	67	True	G	0	1/4	2.0	2	P2-Staff2	1	6.0	2.0	7.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	c	c	5	None
44	46	2	11.5	23/2	0.5	1/2	6	2	4	6	11.5	G4	67	True	G	0	3/8	2.5	0	P2-Staff2	1	6.0	2.0	7.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	c	c	5	None
45	48	2	12.0	12	0.5	1/2	7	2	4	7	12.0	G4	67	True	G	0	0	1.0	1	P2-Staff2	1	7.0	1.0	8.0	i	True	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
46	48	4	12.0	12	1.0	1	7	2	4	7	12.0	C3	48	True	C	0	0	1.0	1	P2-Staff2	1	7.0	1.0	8.0	i	True	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
47	48	4	12.0	12	1.0	1	7	2	4	7	12.0	E-3	51	True	E	-1	0	1.0	1	P2-Staff2	1	7.0	1.0	8.0	i	True	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
48	50	2	12.5	25/2	0.5	1/2	7	2	4	7	12.5	A-4	68	True	A	-1	1/8	1.5	0	P2-Staff2	1	7.0	1.0	8.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
49	50	2	12.5	25/2	0.5	1/2	7	2	4	7	12.5	C4	60	True	C	0	1/8	1.5	0	P2-Staff2	1	7.0	1.0	8.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
50	52	2	13.0	13	0.5	1/2	7	2	4	7	13.0	G4	67	True	G	0	1/4	2.0	2	P2-Staff2	1	7.0	1.0	9.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	c	c	1	None
51	52	4	13.0	13	1.0	1	7	2	4	7	13.0	C4	60	True	C	0	1/4	2.0	2	P2-Staff2	1	7.0	1.0	9.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	c	c	1	None
52	52	4	13.0	13	1.0	1	7	2	4	7	13.0	C5	72	True	C	0	1/4	2.0	2	P2-Staff2	1	7.0	1.0	9.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	c	c	1	None
53	54	2	13.5	27/2	0.5	1/2	7	2	4	7	13.5	G4	67	True	G	0	3/8	2.5	0	P2-Staff2	1	7.0	1.0	9.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	c	c	1	None
54	54	2	13.5	27/2	0.5	1/2	7	2	4	7	13.5	C3	48	True	C	0	3/8	2.5	0	P2-Staff2	1	7.0	1.0	9.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	c	c	1	None
55	54	2	13.5	27/2	0.5	1/2	7	2	4	7	13.5	E3	52	True	E	0	3/8	2.5	0	P2-Staff2	1	7.0	1.0	9.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	c	c	1	None
56	56	3	14.0	14	0.75	3/4	8	2	4	8	14.0	B-4	70	True	B	-1	0	1.0	1	P2-Staff2	1	8.0	2.0	10.0	iv	True	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	c	c	4	None
57	56	4	14.0	14	1.0	1	8	2	4	8	14.0	C3	48	True	C	0	0	1.0	1	P2-Staff2	1	8.0	2.0	10.0	iv	True	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	c	c	4	None
58	56	4	14.0	14	1.0	1	8	2	4	8	14.0	F3	53	True	F	0	0	1.0	1	P2-Staff2	1	8.0	2.0	10.0	iv	True	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	c	c	4	None
59	58	2	14.5	29/2	0.5	1/2	8	2	4	8	14.5	C4	60	True	C	0	1/8	1.5	0	P2-Staff2	1	8.0	2.0	10.0	iv	False	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	c	c	4	None
60	59	1	14.75	59/4	0.25	1/4	8	2	4	8	14.75	A-4	68	True	A	-1	3/16	1.75	0	P2-Staff2	1	8.0	2.0	10.0	iv	False	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	c	c	4	None
61	60	2	15.0	15	0.5	1/2	8	2	4	8	15.0	A-4	68	True	A	-1	1/4	2.0	2	P2-Staff2	1	8.0	2.0	10.0	iv	False	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	c	c	4	None
62	60	4	15.0	15	1.0	1	8	2	4	8	15.0	C4	60	True	C	0	1/4	2.0	2	P2-Staff2	1	8.0	2.0	10.0	iv	False	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	c	c	4	None
63	60	4	15.0	15	1.0	1	8	2	4	8	15.0	C5	72	True	C	0	1/4	2.0	2	P2-Staff2	1	8.0	2.0	10.0	iv	False	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	c	c	4	None
64	62	2	15.5	31/2	0.5	1/2	8	2	4	8	15.5	A-4	68	True	A	-1	3/8	2.5	0	P2-Staff2	1	8.0	2.0	10.0	iv	False	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	c	c	4	None
