onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	12	0.0	0	1.5	3/2	1	3	4	1	0.0	C5	72	True	C	0	0	1.0	1	P1-Staff2	2	1	3.0	0	I	True	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None
0	12	0.0	0	1.5	3/2	1	3	4	1	0.0	A-4	68	True	A	-1	0	1.0	1	P1-Staff2	2	1	3.0	0	I	True	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None
0	12	0.0	0	1.5	3/2	1	3	4	1	0.0	A-2	44	True	A	-1	0	1.0	1	P1-Staff2	1	1	3.0	0	I	True	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None
0	12	0.0	0	1.5	3/2	1	3	4	1	0.0	E-3	51	True	E	-1	0	1.0	1	P1-Staff2	1	1	3.0	0	I	True	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None
12	4	1.5	3/2	0.5	1/2	1	3	4	1	1.5	A-4	68	True	A	-1	3/8	2.5	0	P1-Staff2	2	1	3.0	0	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None
12	4	1.5	3/2	0.5	1/2	1	3	4	1	1.5	E-4	63	True	E	-1	3/8	2.5	0	P1-Staff2	2	1	3.0	0	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None
12	4	1.5	3/2	0.5	1/2	1	3	4	1	1.5	C3	48	True	C	0	3/8	2.5	0	P1-Staff2	1	1	3.0	0	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None
12	4	1.5	3/2	0.5	1/2	1	3	4	1	1.5	E-3	51	True	E	-1	3/8	2.5	0	P1-Staff2	1	1	3.0	0	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None
16	6	2.0	2	0.75	3/4	1	3	4	1	2.0	A-4	68	True	A	-1	1/2	3.0	3	P1-Staff2	2	1	3.0	0	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None
16	6	2.0	2	0.75	3/4	1	3	4	1	2.0	E-4	63	True	E	-1	1/2	3.0	3	P1-Staff2	2	1	3.0	0	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None
16	6	2.0	2	0.75	3/4	1	3	4	1	2.0	C3	48	True	C	0	1/2	3.0	3	P1-Staff2	1	1	3.0	0	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None
16	6	2.0	2	0.75	3/4	1	3	4	1	2.0	E-3	51	True	E	-1	1/2	3.0	3	P1-Staff2	1	1	3.0	0	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None
22	2	2.75	11/4	0.25	1/4	1	3	4	1	2.75	A-4	68	True	A	-1	11/16	3.75	0	P1-Staff2	2	1	3.0	0	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None
22	2	2.75	11/4	0.25	1/4	1	3	4	1	2.75	E-4	63	True	E	-1	11/16	3.75	0	P1-Staff2	2	1	3.0	0	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None
22	2	2.75	11/4	0.25	1/4	1	3	4	1	2.75	C3	48	True	C	0	11/16	3.75	0	P1-Staff2	1	1	3.0	0	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None
22	2	2.75	11/4	0.25	1/4	1	3	4	1	2.75	E-3	51	True	E	-1	11/16	3.75	0	P1-Staff2	1	1	3.0	0	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None
24	8	3.0	3	1.0	1	2	3	4	2	3.0	G4	67	True	G	0	0	1.0	1	P1-Staff2	1	2	3.0	1	V7	True	('B-', 'D-', 'E-', 'G')	B-	E-	2	dominant seventh chord	(1, 3, 7, 10)	A-	A-	5	None
24	8	3.0	3	1.0	1	2	3	4	2	3.0	D-5	73	True	D	-1	0	1.0	1	P1-Staff2	1	2	3.0	1	V7	True	('B-', 'D-', 'E-', 'G')	B-	E-	2	dominant seventh chord	(1, 3, 7, 10)	A-	A-	5	None
24	8	3.0	3	1.0	1	2	3	4	2	3.0	B-2	46	True	B	-1	0	1.0	1	P1-Staff2	1	2	3.0	1	V7	True	('B-', 'D-', 'E-', 'G')	B-	E-	2	dominant seventh chord	(1, 3, 7, 10)	A-	A-	5	None
24	8	3.0	3	1.0	1	2	3	4	2	3.0	E-3	51	True	E	-1	0	1.0	1	P1-Staff2	1	2	3.0	1	V7	True	('B-', 'D-', 'E-', 'G')	B-	E-	2	dominant seventh chord	(1, 3, 7, 10)	A-	A-	5	None
