onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0	36	0.0	0	3.0	3	1	-4	3	4	1	0.0	D-4	61	True	D	-1	0	1.0	1	P2-Staff2	1	1	2.0	0	IV	True	('A-', 'D-', 'F')	A-	D-	2	major triad	(1, 5, 8)	A-	A-	4	None	IV	True
0	36	0.0	0	3.0	3	1	-4	3	4	1	0.0	F4	65	True	F	0	0	1.0	1	P2-Staff2	1	1	2.0	0	IV	True	('A-', 'D-', 'F')	A-	D-	2	major triad	(1, 5, 8)	A-	A-	4	None	IV	True
0	36	0.0	0	3.0	3	1	-4	3	4	1	0.0	E-3	51	True	E	-1	0	1.0	1	P2-Staff2	1	1	2.0	0	IV	True	('A-', 'D-', 'F')	A-	D-	2	major triad	(1, 5, 8)	A-	A-	4	None	IV	True
0	36	0.0	0	3.0	3	1	-4	3	4	1	0.0	A-3	56	True	A	-1	0	1.0	1	P2-Staff2	1	1	2.0	0	IV	True	('A-', 'D-', 'F')	A-	D-	2	major triad	(1, 5, 8)	A-	A-	4	None	IV	True
24	12	2.0	2	1.0	1	1	-4	3	4	1	2.0	B-4	70	True	B	-1	1/2	3.0	3	P2-Staff2	2	1	1.0	1	ii7	True	('A-', 'B-', 'D-', 'F')	A-	B-	3	minor seventh chord	(1, 5, 8, 10)	A-	A-	2	None	ii7	True
36	36	3.0	3	3.0	3	2	-4	3	4	2	3.0	D-4	61	False	D	-1	0	1.0	1	P2-Staff2	1	2	3.0	2	V7	True	('E-', 'G', 'B-', 'D-')	E-	E-	0	dominant seventh chord	(1, 3, 7, 10)	A-	A-	5	None	V7	True
36	36	3.0	3	3.0	3	2	-4	3	4	2	3.0	E-4	63	True	E	-1	0	1.0	1	P2-Staff2	1	2	3.0	2	V7	True	('E-', 'G', 'B-', 'D-')	E-	E-	0	dominant seventh chord	(1, 3, 7, 10)	A-	A-	5	None	V7	True
36	36	3.0	3	3.0	3	2	-4	3	4	2	3.0	B-4	70	False	B	-1	0	1.0	1	P2-Staff2	1	2	3.0	2	V7	True	('E-', 'G', 'B-', 'D-')	E-	E-	0	dominant seventh chord	(1, 3, 7, 10)	A-	A-	5	None	V7	True
36	36	3.0	3	3.0	3	2	-4	3	4	2	3.0	E-3	51	False	E	-1	0	1.0	1	P2-Staff2	1	2	3.0	2	V7	True	('E-', 'G', 'B-', 'D-')	E-	E-	0	dominant seventh chord	(1, 3, 7, 10)	A-	A-	5	None	V7	True
36	36	3.0	3	3.0	3	2	-4	3	4	2	3.0	G3	55	True	G	0	0	1.0	1	P2-Staff2	1	2	3.0	2	V7	True	('E-', 'G', 'B-', 'D-')	E-	E-	0	dominant seventh chord	(1, 3, 7, 10)	A-	A-	5	None	V7	True
66	6	5.5	11/2	0.5	1/2	2	-4	3	4	2	5.5	E-4	63	True	E	-1	5/8	3.5	0	P2-Staff2	2	2	3.0	2	V7	False	('E-', 'G', 'B-', 'D-')	E-	E-	0	dominant seventh chord	(1, 3, 7, 10)	A-	A-	5	None	V7	True
72	18	6.0	6	1.5	3/2	3	-4	3	4	3	6.0	C5	72	True	C	0	0	1.0	1	P2-Staff2	2	3	2.0	3	I	True	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I	True
72	4	6.0	6	0.3333	1/3	3	-4	3	4	3	6.0	A-2	44	True	A	-1	0	1.0	1	P2-Staff2	2	3	2.0	3	I	True	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I	True
76	4	6.3333	19/3	0.3333	1/3	3	-4	3	4	3	6.333	E-4	63	True	E	-1	1/12	1.333	0	P2-Staff2	1	3	2.0	3	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I	True
76	4	6.3333	19/3	0.3333	1/3	3	-4	3	4	3	6.333	C5	72	True	C	0	1/12	1.333	0	P2-Staff2	1	3	2.0	3	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I	True
76	4	6.3333	19/3	0.3333	1/3	3	-4	3	4	3	6.333	A-3	56	True	A	-1	1/12	1.333	0	P2-Staff2	1	3	2.0	3	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I	True
76	4	6.3333	19/3	0.3333	1/3	3	-4	3	4	3	6.333	C4	60	True	C	0	1/12	1.333	0	P2-Staff2	1	3	2.0	3	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I	True
80	4	6.6667	20/3	0.3333	1/3	3	-4	3	4	3	6.667	E-4	63	True	E	-1	1/6	1.667	0	P2-Staff2	1	3	2.0	3	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I	True
80	4	6.6667	20/3	0.3333	1/3	3	-4	3	4	3	6.667	C5	72	True	C	0	1/6	1.667	0	P2-Staff2	1	3	2.0	3	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I	True
80	4	6.6667	20/3	0.3333	1/3	3	-4	3	4	3	6.667	A-3	56	True	A	-1	1/6	1.667	0	P2-Staff2	1	3	2.0	3	I	False	('A-', 'C', 'E-')	A-	A-	0	major triad	(0, 3, 8)	A-	A-	1	None	I	True
