j_offset	s_duration	s_measure	s_note	s_midi	s_isOnset	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0.0	0.5	0.0	G4	67.0	True	0.0	1.5	0.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
0.5	0.5	0.0	A4	69.0	True	0.0	1.5	0.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
1.0	0.5	0.0	B4	71.0	True	0.0	1.5	0.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
1.5	1.0	1.0	C5	72.0	True	1.0	4.0	1.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
1.5	0.5	1.0	C3	48.0	True	1.0	4.0	1.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
2.0	0.5	1.0	G3	55.0	True	1.0	4.0	1.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
2.5	1.5	1.0	E4	64.0	True	1.0	4.0	1.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
2.5	1.5	1.0	C5	72.0	True	1.0	4.0	1.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
2.5	0.5	1.0	E3	52.0	True	1.0	4.0	1.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
3.0	0.5	1.0	G3	55.0	True	1.0	4.0	1.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
3.5	1.0	1.0	C3	48.0	True	1.0	4.0	1.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
4.0	0.5	1.0	G5	79.0	True	1.0	4.0	1.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
4.5	0.5	1.0	E5	76.0	True	1.0	4.0	1.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
5.0	0.5	1.0	C5	72.0	True	1.0	4.0	1.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
5.5	1.0	2.0	A4	69.0	True	2.0	3.0	2.0	IV	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
5.5	0.5	2.0	F2	41.0	True	2.0	3.0	2.0	IV	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
6.0	0.5	2.0	A2	45.0	True	2.0	3.0	2.0	IV	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
6.5	0.5	2.0	C3	48.0	True	2.0	3.0	2.0	IV	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
6.5	1.5	2.0	A4	69.0	True	2.0	3.0	2.0	IV	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
6.5	1.5	2.0	F4	65.0	True	2.0	3.0	2.0	IV	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
6.5	1.5	2.0	C4	60.0	True	2.0	3.0	2.0	IV	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
7.0	0.5	2.0	F3	53.0	True	2.0	3.0	2.0	IV	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
7.5	1.0	2.0	F2	41.0	True	2.0	3.0	2.0	IV	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
8.0	0.5	2.0	F5	77.0	True	2.0	3.0	2.0	IV	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
8.5	0.5	2.0	D5	74.0	True	2.0	1.0	3.0	viio	True	('B', 'D', 'F')	B	B	0.0	diminished triad	(2, 5, 11)	C	C	7	None
9.0	0.5	2.0	B4	71.0	True	2.0	1.0	3.0	viio	False	('B', 'D', 'F')	B	B	0.0	diminished triad	(2, 5, 11)	C	C	7	None
9.5	1.0	3.0	G4	67.0	True	3.0	4.0	4.0	V7	True	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
9.5	0.5	3.0	G2	43.0	True	3.0	4.0	4.0	V7	True	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
10.0	0.5	3.0	B2	47.0	True	3.0	4.0	4.0	V7	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
10.5	1.5	3.0	B3	59.0	True	3.0	4.0	4.0	V7	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
10.5	1.5	3.0	G4	67.0	True	3.0	4.0	4.0	V7	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
10.5	0.5	3.0	D3	50.0	True	3.0	4.0	4.0	V7	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
11.0	0.5	3.0	F3	53.0	True	3.0	4.0	4.0	V7	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
11.5	1.0	3.0	G2	43.0	True	3.0	4.0	4.0	V7	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
12.0	0.5	3.0	G4	67.0	True	3.0	4.0	4.0	V7	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
12.5	0.5	3.0	A4	69.0	True	3.0	4.0	4.0	V7	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
13.0	0.5	3.0	B4	71.0	True	3.0	4.0	4.0	V7	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	C	C	5	None
13.5	0.5	4.0	D5	74.0	True	4.0	2.0	5.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
13.5	0.5	4.0	F4	65.0	True	4.0	2.0	5.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
14.0	0.5	4.0	E4	64.0	True	4.0	2.0	5.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
14.0	0.5	4.0	C5	72.0	True	4.0	2.0	5.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
14.0	0.5	4.0	C3	48.0	True	4.0	2.0	5.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
14.5	1.5	4.0	E4	64.0	True	4.0	2.0	5.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
14.5	1.5	4.0	C5	72.0	True	4.0	2.0	5.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
14.5	0.5	4.0	E3	52.0	True	4.0	2.0	5.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
15.0	0.5	4.0	G3	55.0	True	4.0	2.0	5.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
15.5	1.0	4.0	C3	48.0	True	4.0	0.5	6.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
16.0	0.5	4.0	G4	67.0	True	4.0	1.5	7.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
16.5	0.5	4.0	A4	69.0	True	4.0	1.5	7.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
17.0	0.5	4.0	B4	71.0	True	4.0	1.5	7.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
17.5	1.0	5.0	C5	72.0	True	5.0	4.0	8.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
17.5	0.5	5.0	C3	48.0	True	5.0	4.0	8.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
18.0	0.5	5.0	E3	52.0	True	5.0	4.0	8.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
18.5	1.5	5.0	E4	64.0	True	5.0	4.0	8.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
18.5	1.5	5.0	C5	72.0	True	5.0	4.0	8.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
18.5	0.5	5.0	G3	55.0	True	5.0	4.0	8.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
19.0	0.5	5.0	C4	60.0	True	5.0	4.0	8.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
19.5	1.0	5.0	C3	48.0	True	5.0	4.0	8.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
20.0	0.25	5.0	A5	81.0	True	5.0	4.0	8.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
20.25	0.25	5.0	G5	79.0	True	5.0	4.0	8.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
20.5	0.25	5.0	F5	77.0	True	5.0	4.0	8.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
20.75	0.25	5.0	E5	76.0	True	5.0	4.0	8.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
21.0	0.25	5.0	D5	74.0	True	5.0	4.0	8.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
