onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0	4	0.0	0	2.0	2	1	4	4	1	0.0	G4	67	True	G	0	0	1.0	1	Basso	1	1	4.0	0	i	True	('G', 'D')	G	G	0	Perfect Fifth	(2, 7)	g	g	1	None	i	True
4	2	2.0	2	1.0	1	1	4	4	1	2.0	G4	67	True	G	0	1/2	3.0	3	Basso	1	1	4.0	0	i	False	('G', 'D')	G	G	0	Perfect Fifth	(2, 7)	g	g	1	None	i	True
6	2	3.0	3	1.0	1	1	4	4	1	3.0	G4	67	True	G	0	3/4	4.0	4	Basso	1	1	4.0	0	i	False	('G', 'D')	G	G	0	Perfect Fifth	(2, 7)	g	g	1	None	i	True
8	4	4.0	4	2.0	2	2	4	4	2	4.0	D5	74	True	D	0	0	1.0	1	Basso	1	2	4.0	1	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
8	4	4.0	4	2.0	2	2	4	4	2	4.0	B-4	70	True	B	-1	0	1.0	1	Basso	1	2	4.0	1	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
8	4	4.0	4	2.0	2	2	4	4	2	4.0	G4	67	True	G	0	0	1.0	1	Basso	1	2	4.0	1	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
12	2	6.0	6	1.0	1	2	4	4	2	6.0	D5	74	True	D	0	1/2	3.0	3	Basso	1	2	4.0	1	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
12	2	6.0	6	1.0	1	2	4	4	2	6.0	B-4	70	True	B	-1	1/2	3.0	3	Basso	1	2	4.0	1	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
14	2	7.0	7	1.0	1	2	4	4	2	7.0	D5	74	True	D	0	3/4	4.0	4	Basso	1	2	4.0	1	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
14	2	7.0	7	1.0	1	2	4	4	2	7.0	B-4	70	True	B	-1	3/4	4.0	4	Basso	1	2	4.0	1	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
14	2	7.0	7	1.0	1	2	4	4	2	7.0	G3	55	True	G	0	3/4	4.0	4	Basso	1	2	4.0	1	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
16	6	8.0	8	3.0	3	3	4	4	3	8.0	D5	74	True	D	0	0	1.0	1	Basso	1	3	2.0	2	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
16	6	8.0	8	3.0	3	3	4	4	3	8.0	B-4	70	True	B	-1	0	1.0	1	Basso	1	3	2.0	2	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
16	1	8.0	8	0.5	1/2	3	4	4	3	8.0	B-3	58	True	B	-1	0	1.0	1	Basso	1	3	2.0	2	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
17	1	8.5	17/2	0.5	1/2	3	4	4	3	8.5	A3	57	True	A	0	1/8	1.5	0	Basso	1	3	2.0	2	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
18	1	9.0	9	0.5	1/2	3	4	4	3	9.0	B-3	58	True	B	-1	1/4	2.0	2	Basso	1	3	2.0	2	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
19	1	9.5	19/2	0.5	1/2	3	4	4	3	9.5	C4	60	True	C	0	3/8	2.5	0	Basso	1	3	2.0	2	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
20	1	10.0	10	0.5	1/2	3	4	4	3	10.0	D4	62	True	D	0	1/2	3.0	3	Basso	1	3	2.0	3	i	True	('D', 'G', 'B-')	D	G	2	minor triad	(2, 7, 10)	g	g	1	None	i	True
21	1	10.5	21/2	0.5	1/2	3	4	4	3	10.5	C4	60	True	C	0	5/8	3.5	0	Basso	1	3	2.0	3	i	False	('D', 'G', 'B-')	D	G	2	minor triad	(2, 7, 10)	g	g	1	None	i	True
22	2	11.0	11	1.0	1	3	4	4	3	11.0	D5	74	True	D	0	3/4	4.0	4	Basso	1	3	2.0	3	i	False	('D', 'G', 'B-')	D	G	2	minor triad	(2, 7, 10)	g	g	1	None	i	True
22	2	11.0	11	1.0	1	3	4	4	3	11.0	B-4	70	True	B	-1	3/4	4.0	4	Basso	1	3	2.0	3	i	False	('D', 'G', 'B-')	D	G	2	minor triad	(2, 7, 10)	g	g	1	None	i	True
22	1	11.0	11	0.5	1/2	3	4	4	3	11.0	D4	62	True	D	0	3/4	4.0	4	Basso	1	3	2.0	3	i	False	('D', 'G', 'B-')	D	G	2	minor triad	(2, 7, 10)	g	g	1	None	i	True
23	1	11.5	23/2	0.5	1/2	3	4	4	3	11.5	E4	64	True	E	0	7/8	4.5	0	Basso	1	3	2.0	3	i	False	('D', 'G', 'B-')	D	G	2	minor triad	(2, 7, 10)	g	g	1	None	i	True
24	2	12.0	12	1.0	1	4	4	4	4	12.0	C5	72	True	C	0	0	1.0	1	Basso	1	4	1.0	4	VII	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
24	2	12.0	12	1.0	1	4	4	4	4	12.0	A4	69	True	A	0	0	1.0	1	Basso	1	4	1.0	4	VII	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
24	2	12.0	12	1.0	1	4	4	4	4	12.0	F4	65	True	F	0	0	1.0	1	Basso	1	4	1.0	4	VII	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
26	2	13.0	13	1.0	1	4	4	4	4	13.0	B-4	70	True	B	-1	1/4	2.0	2	Basso	1	4	1.0	5	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
26	2	13.0	13	1.0	1	4	4	4	4	13.0	G4	67	True	G	0	1/4	2.0	2	Basso	1	4	1.0	5	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
26	2	13.0	13	1.0	1	4	4	4	4	13.0	G4	67	True	G	0	1/4	2.0	2	Basso	1	4	1.0	5	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None	i	True
28	2	14.0	14	1.0	1	4	4	4	4	14.0	C5	72	True	C	0	1/2	3.0	3	Basso	1	4	1.0	6	VII	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
28	2	14.0	14	1.0	1	4	4	4	4	14.0	A4	69	True	A	0	1/2	3.0	3	Basso	1	4	1.0	6	VII	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
28	2	14.0	14	1.0	1	4	4	4	4	14.0	F4	65	True	F	0	1/2	3.0	3	Basso	1	4	1.0	6	VII	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
30	2	15.0	15	1.0	1	4	4	4	4	15.0	D5	74	True	D	0	3/4	4.0	4	Basso	1	4	1.0	7	i	True	('D', 'G', 'B-')	D	G	2	minor triad	(2, 7, 10)	g	g	1	None	i	True
30	2	15.0	15	1.0	1	4	4	4	4	15.0	B-4	70	True	B	-1	3/4	4.0	4	Basso	1	4	1.0	7	i	True	('D', 'G', 'B-')	D	G	2	minor triad	(2, 7, 10)	g	g	1	None	i	True
30	2	15.0	15	1.0	1	4	4	4	4	15.0	D4	62	True	D	0	3/4	4.0	4	Basso	1	4	1.0	7	i	True	('D', 'G', 'B-')	D	G	2	minor triad	(2, 7, 10)	g	g	1	None	i	True
32	4	16.0	16	2.0	2	5	4	4	5	16.0	C5	72	True	C	0	0	1.0	1	Basso	1	5	4.0	8	VII	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
32	4	16.0	16	2.0	2	5	4	4	5	16.0	A4	69	True	A	0	0	1.0	1	Basso	1	5	4.0	8	VII	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
32	4	16.0	16	2.0	2	5	4	4	5	16.0	F4	65	True	F	0	0	1.0	1	Basso	1	5	4.0	8	VII	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
36	2	18.0	18	1.0	1	5	4	4	5	18.0	C5	72	True	C	0	1/2	3.0	3	Basso	1	5	4.0	8	VII	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
36	2	18.0	18	1.0	1	5	4	4	5	18.0	A4	69	True	A	0	1/2	3.0	3	Basso	1	5	4.0	8	VII	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
36	4	18.0	18	2.0	2	5	4	4	5	18.0	F4	65	True	F	0	1/2	3.0	3	Basso	1	5	4.0	8	VII	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
38	2	19.0	19	1.0	1	5	4	4	5	19.0	A4	69	True	A	0	3/4	4.0	4	Basso	1	5	4.0	8	VII	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
38	2	19.0	19	1.0	1	5	4	4	5	19.0	C5	72	True	C	0	3/4	4.0	4	Basso	1	5	4.0	8	VII	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
40	2	20.0	20	1.0	1	6	4	4	6	20.0	A4	69	True	A	0	0	1.0	1	Basso	1	6	4.0	9	VII	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
40	2	20.0	20	1.0	1	6	4	4	6	20.0	C5	72	True	C	0	0	1.0	1	Basso	1	6	4.0	9	VII	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
42	1	21.0	21	0.5	1/2	6	4	4	6	21.0	A4	69	True	A	0	1/4	2.0	2	Basso	1	6	4.0	9	VII	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
42	1	21.0	21	0.5	1/2	6	4	4	6	21.0	C5	72	True	C	0	1/4	2.0	2	Basso	1	6	4.0	9	VII	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
43	1	21.5	43/2	0.5	1/2	6	4	4	6	21.5	A4	69	True	A	0	3/8	2.5	0	Basso	1	6	4.0	9	VII	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
43	1	21.5	43/2	0.5	1/2	6	4	4	6	21.5	C5	72	True	C	0	3/8	2.5	0	Basso	1	6	4.0	9	VII	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
44	2	22.0	22	1.0	1	6	4	4	6	22.0	A4	69	True	A	0	1/2	3.0	3	Basso	1	6	4.0	9	VII	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
44	2	22.0	22	1.0	1	6	4	4	6	22.0	C5	72	True	C	0	1/2	3.0	3	Basso	1	6	4.0	9	VII	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
46	2	23.0	23	1.0	1	6	4	4	6	23.0	A4	69	True	A	0	3/4	4.0	4	Basso	1	6	4.0	9	VII	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
46	2	23.0	23	1.0	1	6	4	4	6	23.0	C5	72	True	C	0	3/4	4.0	4	Basso	1	6	4.0	9	VII	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
46	2	23.0	23	1.0	1	6	4	4	6	23.0	F3	53	True	F	0	3/4	4.0	4	Basso	1	6	4.0	9	VII	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
48	1	24.0	24	0.5	1/2	7	4	4	7	24.0	F4	65	True	F	0	0	1.0	1	Basso	1	7	1.0	10	VII	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
48	1	24.0	24	0.5	1/2	7	4	4	7	24.0	A4	69	True	A	0	0	1.0	1	Basso	1	7	1.0	10	VII	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
48	2	24.0	24	1.0	1	7	4	4	7	24.0	F3	53	True	F	0	0	1.0	1	Basso	1	7	1.0	10	VII	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	g	g	7	None	VII	True
