	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	s_note	s_midi	s_isOnset	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0	2	0.0	0	0.25	1/4	0	E4	64	True	P2-Staff2	1	0.0	0.75	0.0	i	True	('E', 'A', 'C')	E	A	2.0	minor triad	(0, 4, 9)	a	a	1	None
1	0	2	0.0	0	0.25	1/4	0	E3	52	True	P2-Staff2	1	0.0	0.75	0.0	i	True	('E', 'A', 'C')	E	A	2.0	minor triad	(0, 4, 9)	a	a	1	None
2	2	2	0.25	1/4	0.25	1/4	0	A4	69	True	P2-Staff2	1	0.0	0.75	0.0	i	False	('E', 'A', 'C')	E	A	2.0	minor triad	(0, 4, 9)	a	a	1	None
3	2	2	0.25	1/4	0.25	1/4	0	A3	57	True	P2-Staff2	1	0.0	0.75	0.0	i	False	('E', 'A', 'C')	E	A	2.0	minor triad	(0, 4, 9)	a	a	1	None
4	4	2	0.5	1/2	0.25	1/4	0	C5	72	True	P2-Staff2	1	0.0	0.75	0.0	i	False	('E', 'A', 'C')	E	A	2.0	minor triad	(0, 4, 9)	a	a	1	None
5	4	2	0.5	1/2	0.25	1/4	0	C4	60	True	P2-Staff2	1	0.0	0.75	0.0	i	False	('E', 'A', 'C')	E	A	2.0	minor triad	(0, 4, 9)	a	a	1	None
6	6	4	0.75	3/4	0.5	1/2	1	E5	76	True	P2-Staff2	1	1.0	1.5	1.0	i	True	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	a	a	1	None
7	6	4	0.75	3/4	0.5	1/2	1	E4	64	True	P2-Staff2	1	1.0	1.5	1.0	i	True	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	a	a	1	None
8	10	4	1.25	5/4	0.5	1/2	1	C5	72	True	P2-Staff2	1	1.0	1.5	1.0	i	False	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	a	a	1	None
9	10	4	1.25	5/4	0.5	1/2	1	C4	60	True	P2-Staff2	1	1.0	1.5	1.0	i	False	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	a	a	1	None
10	14	4	1.75	7/4	0.5	1/2	1	A4	69	True	P2-Staff2	1	1.0	1.5	1.0	i	False	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	a	a	1	None
11	14	4	1.75	7/4	0.5	1/2	1	A3	57	True	P2-Staff2	1	1.0	1.5	1.0	i	False	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	a	a	1	None
12	18	6	2.25	9/4	0.75	3/4	1	E4	64	True	P2-Staff2	1	1.0	1.5	2.0	V	True	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
13	18	6	2.25	9/4	0.75	3/4	1	E3	52	True	P2-Staff2	1	1.0	1.5	2.0	V	True	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
14	24	2	3.0	3	0.25	1/4	1	F5	77	True	P2-Staff2	1	1.0	1.5	2.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
15	24	2	3.0	3	0.25	1/4	1	F4	65	True	P2-Staff2	1	1.0	1.5	2.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
16	26	2	3.25	13/4	0.25	1/4	1	E5	76	True	P2-Staff2	1	1.0	1.5	2.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
17	26	2	3.25	13/4	0.25	1/4	1	E4	64	True	P2-Staff2	1	1.0	1.5	2.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
18	28	2	3.5	7/2	0.25	1/4	1	F5	77	True	P2-Staff2	1	1.0	1.5	2.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
19	28	2	3.5	7/2	0.25	1/4	1	F4	65	True	P2-Staff2	1	1.0	1.5	2.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
20	30	4	3.75	15/4	0.5	1/2	2	E5	76	True	P2-Staff2	1	2.0	1.5	3.0	i	True	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	a	a	1	None
21	30	4	3.75	15/4	0.5	1/2	2	E4	64	True	P2-Staff2	1	2.0	1.5	3.0	i	True	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	a	a	1	None
22	34	4	4.25	17/4	0.5	1/2	2	C5	72	True	P2-Staff2	1	2.0	1.5	3.0	i	False	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	a	a	1	None
23	34	4	4.25	17/4	0.5	1/2	2	C4	60	True	P2-Staff2	1	2.0	1.5	3.0	i	False	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	a	a	1	None
24	38	4	4.75	19/4	0.5	1/2	2	A4	69	True	P2-Staff2	1	2.0	1.5	3.0	i	False	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	a	a	1	None
25	38	4	4.75	19/4	0.5	1/2	2	A3	57	True	P2-Staff2	1	2.0	1.5	3.0	i	False	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	a	a	1	None
26	42	6	5.25	21/4	0.75	3/4	2	E4	64	True	P2-Staff2	1	2.0	1.5	4.0	V	True	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
27	42	6	5.25	21/4	0.75	3/4	2	E3	52	True	P2-Staff2	1	2.0	1.5	4.0	V	True	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
28	48	2	6.0	6	0.25	1/4	2	F4	65	True	P2-Staff2	1	2.0	1.5	4.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
29	48	2	6.0	6	0.25	1/4	2	F3	53	True	P2-Staff2	1	2.0	1.5	4.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	a	a	5	None
