onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0	2	0.0	0	0.25	1/4	0	2	2	4	0	0.0	B4	71	True	B	0	0	1.0	1	P2-Staff2	1	0	0.25	0	i	True	('D', 'F#', 'B')	D	B	1	minor triad	(2, 6, 11)	b	b	1	None	i	True
0	2	0.0	0	0.25	1/4	0	2	2	4	0	0.0	D4	62	True	D	0	0	1.0	1	P2-Staff2	1	0	0.25	0	i	True	('D', 'F#', 'B')	D	B	1	minor triad	(2, 6, 11)	b	b	1	None	i	True
0	2	0.0	0	0.25	1/4	0	2	2	4	0	0.0	B4	71	True	B	0	0	1.0	1	P2-Staff2	1	0	0.25	0	i	True	('D', 'F#', 'B')	D	B	1	minor triad	(2, 6, 11)	b	b	1	None	i	True
2	2	0.25	1/4	0.25	1/4	0	2	2	4	0	0.25	C#5	73	True	C	1	1/16	1.25	0	P2-Staff2	1	0	0.25	1	V	True	('F#', 'C#')	F#	F#	0	Perfect Fifth	(1, 6)	b	b	5	None	V	True
2	2	0.25	1/4	0.25	1/4	0	2	2	4	0	0.25	F#4	66	True	F	1	1/16	1.25	0	P2-Staff2	1	0	0.25	1	V	True	('F#', 'C#')	F#	F#	0	Perfect Fifth	(1, 6)	b	b	5	None	V	True
2	2	0.25	1/4	0.25	1/4	0	2	2	4	0	0.25	C#5	73	True	C	1	1/16	1.25	0	P2-Staff2	1	0	0.25	1	V	True	('F#', 'C#')	F#	F#	0	Perfect Fifth	(1, 6)	b	b	5	None	V	True
4	6	0.5	1/2	0.75	3/4	1	2	2	4	1	0.5	D5	74	True	D	0	0	1.0	1	P2-Staff2	2	1	2.0	2	i	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	b	b	1	None	i	True
4	8	0.5	1/2	1.0	1	1	2	2	4	1	0.5	B4	71	True	B	0	0	1.0	1	P2-Staff2	1	1	2.0	2	i	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	b	b	1	None	i	True
4	8	0.5	1/2	1.0	1	1	2	2	4	1	0.5	D5	74	True	D	0	0	1.0	1	P2-Staff2	1	1	2.0	2	i	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	b	b	1	None	i	True
4	8	0.5	1/2	1.0	1	1	2	2	4	1	0.5	B1	35	True	B	0	0	1.0	1	P2-Staff2	1	1	2.0	2	i	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	b	b	1	None	i	True
4	8	0.5	1/2	1.0	1	1	2	2	4	1	0.5	F#2	42	True	F	1	0	1.0	1	P2-Staff2	1	1	2.0	2	i	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	b	b	1	None	i	True
10	2	1.25	5/4	0.25	1/4	1	2	2	4	1	1.25	B4	71	True	B	0	3/16	1.75	0	P2-Staff2	2	1	2.0	2	i	False	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	b	b	1	None	i	True
12	4	1.5	3/2	0.5	1/2	1	2	2	4	1	1.5	F#4	66	True	F	1	1/4	2.0	2	P2-Staff2	2	1	2.0	2	i	False	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	b	b	1	None	i	True
12	4	1.5	3/2	0.5	1/2	1	2	2	4	1	1.5	F#4	66	True	F	1	1/4	2.0	2	P2-Staff2	2	1	2.0	2	i	False	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	b	b	1	None	i	True
12	8	1.5	3/2	1.0	1	1	2	2	4	1	1.5	B3	59	True	B	0	1/4	2.0	2	P2-Staff2	1	1	2.0	2	i	False	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	b	b	1	None	i	True
12	8	1.5	3/2	1.0	1	1	2	2	4	1	1.5	D4	62	True	D	0	1/4	2.0	2	P2-Staff2	1	1	2.0	2	i	False	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	b	b	1	None	i	True
12	4	1.5	3/2	0.5	1/2	1	2	2	4	1	1.5	B1	35	False	B	0	1/4	2.0	2	P2-Staff2	1	1	2.0	2	i	False	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	b	b	1	None	i	True
12	4	1.5	3/2	0.5	1/2	1	2	2	4	1	1.5	F#2	42	False	F	1	1/4	2.0	2	P2-Staff2	1	1	2.0	2	i	False	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	b	b	1	None	i	True
16	4	2.0	2	0.5	1/2	1	2	2	4	1	2.0	B4	71	True	B	0	3/8	2.5	0	P2-Staff2	2	1	2.0	2	i	False	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	b	b	1	None	i	True
16	4	2.0	2	0.5	1/2	1	2	2	4	1	2.0	G4	67	True	G	0	3/8	2.5	0	P2-Staff2	2	1	2.0	2	i	False	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	b	b	1	None	i	True
20	4	2.5	5/2	0.5	1/2	2	2	2	4	2	2.5	A4	69	True	A	0	0	1.0	1	P2-Staff2	2	2	0.5	3	I	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	D	D	1	None	I	True
20	4	2.5	5/2	0.5	1/2	2	2	2	4	2	2.5	A4	69	True	A	0	0	1.0	1	P2-Staff2	2	2	0.5	3	I	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	D	D	1	None	I	True
20	8	2.5	5/2	1.0	1	2	2	2	4	2	2.5	A3	57	True	A	0	0	1.0	1	P2-Staff2	1	2	0.5	3	I	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	D	D	1	None	I	True
20	8	2.5	5/2	1.0	1	2	2	2	4	2	2.5	D4	62	True	D	0	0	1.0	1	P2-Staff2	1	2	0.5	3	I	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	D	D	1	None	I	True
