onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0	16	0.0	0	1.0	1	0	3	4	0	0.0	G4	67	True	G	0	0	1.0	1	Cello	1	0	1.0	0	I	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I	True
16	24	1.0	1	1.5	3/2	1	3	4	1	1.0	C5	72	True	C	0	0	1.0	1	Cello	1	1	3.0	1	I	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I	True
16	24	1.0	1	1.5	3/2	1	3	4	1	1.0	G4	67	True	G	0	0	1.0	1	Cello	1	1	3.0	1	I	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I	True
16	24	1.0	1	1.5	3/2	1	3	4	1	1.0	E4	64	True	E	0	0	1.0	1	Cello	1	1	3.0	1	I	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I	True
16	24	1.0	1	1.5	3/2	1	3	4	1	1.0	C2	36	True	C	0	0	1.0	1	Cello	1	1	3.0	1	I	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I	True
40	8	2.5	5/2	0.5	1/2	1	3	4	1	2.5	G4	67	True	G	0	3/8	2.5	0	Cello	1	1	3.0	1	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I	True
40	8	2.5	5/2	0.5	1/2	1	3	4	1	2.5	E4	64	True	E	0	3/8	2.5	0	Cello	1	1	3.0	1	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I	True
40	8	2.5	5/2	0.5	1/2	1	3	4	1	2.5	C4	60	True	C	0	3/8	2.5	0	Cello	1	1	3.0	1	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I	True
40	8	2.5	5/2	0.5	1/2	1	3	4	1	2.5	E2	40	True	E	0	3/8	2.5	0	Cello	1	1	3.0	1	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I	True
48	8	3.0	3	0.5	1/2	1	3	4	1	3.0	E4	64	True	E	0	1/2	3.0	3	Cello	1	1	3.0	1	I	False	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	1	None	I	True
