j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	s_note	s_midi	s_isOnset	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0.0	0	0.5	1/2	0	G4	67	True	P2-Staff2	1	0.0	0.5	0.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	c	c	5	None
0.5	1/2	1.0	1	1	G4	67	True	P2-Staff2	1	1.0	1.5	1.0	i	True	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
0.5	1/2	1.0	1	1	C4	60	True	P2-Staff2	1	1.0	1.5	1.0	i	True	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
0.5	1/2	1.0	1	1	E-4	63	True	P2-Staff2	1	1.0	1.5	1.0	i	True	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
0.5	1/2	1.0	1	1	G4	67	True	P2-Staff2	1	1.0	1.5	1.0	i	True	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
0.5	1/2	1.0	1	1	C2	36	True	P2-Staff2	1	1.0	1.5	1.0	i	True	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
0.5	1/2	1.0	1	1	C3	48	True	P2-Staff2	1	1.0	1.5	1.0	i	True	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
1.5	3/2	0.5	1/2	1	G4	67	True	P2-Staff2	1	1.0	1.5	1.0	i	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	c	c	1	None
2.0	2	0.5	1/2	2	G4	67	True	P2-Staff2	1	2.0	1.5	2.0	V7	True	('D', 'F', 'G', 'B')	D	G	2.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
2.0	2	1.0	1	2	B3	59	True	P2-Staff2	1	2.0	1.5	2.0	V7	True	('D', 'F', 'G', 'B')	D	G	2.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
2.0	2	1.0	1	2	F4	65	True	P2-Staff2	1	2.0	1.5	2.0	V7	True	('D', 'F', 'G', 'B')	D	G	2.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
2.0	2	1.0	1	2	G4	67	True	P2-Staff2	1	2.0	1.5	2.0	V7	True	('D', 'F', 'G', 'B')	D	G	2.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
2.0	2	1.0	1	2	D2	38	True	P2-Staff2	1	2.0	1.5	2.0	V7	True	('D', 'F', 'G', 'B')	D	G	2.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
2.0	2	1.0	1	2	D3	50	True	P2-Staff2	1	2.0	1.5	2.0	V7	True	('D', 'F', 'G', 'B')	D	G	2.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
2.5	5/2	0.5	1/2	2	G4	67	True	P2-Staff2	1	2.0	1.5	2.0	V7	False	('D', 'F', 'G', 'B')	D	G	2.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
3.0	3	0.5	1/2	2	G4	67	True	P2-Staff2	1	2.0	1.5	2.0	V7	False	('D', 'F', 'G', 'B')	D	G	2.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
3.5	7/2	1.0	1	3	C5	72	True	P2-Staff2	1	3.0	1.5	3.0	i	True	('E-', 'G', 'C')	E-	C	1.0	minor triad	(0, 3, 7)	c	c	1	None
3.5	7/2	1.0	1	3	C4	60	True	P2-Staff2	1	3.0	1.5	3.0	i	True	('E-', 'G', 'C')	E-	C	1.0	minor triad	(0, 3, 7)	c	c	1	None
3.5	7/2	1.0	1	3	E-4	63	True	P2-Staff2	1	3.0	1.5	3.0	i	True	('E-', 'G', 'C')	E-	C	1.0	minor triad	(0, 3, 7)	c	c	1	None
3.5	7/2	1.0	1	3	G4	67	True	P2-Staff2	1	3.0	1.5	3.0	i	True	('E-', 'G', 'C')	E-	C	1.0	minor triad	(0, 3, 7)	c	c	1	None
3.5	7/2	1.0	1	3	E-2	39	True	P2-Staff2	1	3.0	1.5	3.0	i	True	('E-', 'G', 'C')	E-	C	1.0	minor triad	(0, 3, 7)	c	c	1	None
3.5	7/2	1.0	1	3	E-3	51	True	P2-Staff2	1	3.0	1.5	3.0	i	True	('E-', 'G', 'C')	E-	C	1.0	minor triad	(0, 3, 7)	c	c	1	None
4.5	9/2	0.5	1/2	3	G4	67	True	P2-Staff2	1	3.0	1.5	3.0	i	False	('E-', 'G', 'C')	E-	C	1.0	minor triad	(0, 3, 7)	c	c	1	None
5.0	5	1.0	1	4	C4	60	True	P2-Staff2	1	4.0	1.5	4.0	V7/iv	True	('E', 'G', 'B-', 'C')	E	C	1.0	dominant seventh chord	(0, 4, 7, 10)	c	f	5	4
5.0	5	1.0	1	4	G4	67	True	P2-Staff2	1	4.0	1.5	4.0	V7/iv	True	('E', 'G', 'B-', 'C')	E	C	1.0	dominant seventh chord	(0, 4, 7, 10)	c	f	5	4
5.0	5	1.0	1	4	B-4	70	True	P2-Staff2	1	4.0	1.5	4.0	V7/iv	True	('E', 'G', 'B-', 'C')	E	C	1.0	dominant seventh chord	(0, 4, 7, 10)	c	f	5	4
5.0	5	1.0	1	4	E2	40	True	P2-Staff2	1	4.0	1.5	4.0	V7/iv	True	('E', 'G', 'B-', 'C')	E	C	1.0	dominant seventh chord	(0, 4, 7, 10)	c	f	5	4
5.0	5	1.0	1	4	E3	52	True	P2-Staff2	1	4.0	1.5	4.0	V7/iv	True	('E', 'G', 'B-', 'C')	E	C	1.0	dominant seventh chord	(0, 4, 7, 10)	c	f	5	4
6.0	6	0.5	1/2	4	G4	67	True	P2-Staff2	1	4.0	1.5	4.0	V7/iv	False	('E', 'G', 'B-', 'C')	E	C	1.0	dominant seventh chord	(0, 4, 7, 10)	c	f	5	4
6.5	13/2	1.0	1	5	A-4	68	True	P2-Staff2	1	5.0	1.5	5.0	iv	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	c	c	4	None
6.5	13/2	1.0	1	5	C4	60	True	P2-Staff2	1	5.0	1.5	5.0	iv	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	c	c	4	None
6.5	13/2	1.0	1	5	F4	65	True	P2-Staff2	1	5.0	1.5	5.0	iv	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	c	c	4	None
6.5	13/2	1.0	1	5	A-4	68	True	P2-Staff2	1	5.0	1.5	5.0	iv	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	c	c	4	None
6.5	13/2	1.0	1	5	F2	41	True	P2-Staff2	1	5.0	1.5	5.0	iv	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	c	c	4	None
6.5	13/2	1.0	1	5	F3	53	True	P2-Staff2	1	5.0	1.5	5.0	iv	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	c	c	4	None
7.5	15/2	0.5	1/2	5	A-4	68	True	P2-Staff2	1	5.0	1.5	5.0	iv	False	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	c	c	4	None
8.0	8	0.5	1/2	6	G4	67	True	P2-Staff2	1	6.0	1.5	6.0	i	True	('G', 'C', 'E-')	G	C	2.0	minor triad	(0, 3, 7)	c	c	1	None
8.0	8	1.0	1	6	C4	60	True	P2-Staff2	1	6.0	1.5	6.0	i	True	('G', 'C', 'E-')	G	C	2.0	minor triad	(0, 3, 7)	c	c	1	None
8.0	8	1.0	1	6	E-4	63	True	P2-Staff2	1	6.0	1.5	6.0	i	True	('G', 'C', 'E-')	G	C	2.0	minor triad	(0, 3, 7)	c	c	1	None
8.0	8	1.0	1	6	G4	67	True	P2-Staff2	1	6.0	1.5	6.0	i	True	('G', 'C', 'E-')	G	C	2.0	minor triad	(0, 3, 7)	c	c	1	None
8.0	8	1.0	1	6	G2	43	True	P2-Staff2	1	6.0	1.5	6.0	i	True	('G', 'C', 'E-')	G	C	2.0	minor triad	(0, 3, 7)	c	c	1	None
8.0	8	1.0	1	6	G3	55	True	P2-Staff2	1	6.0	1.5	6.0	i	True	('G', 'C', 'E-')	G	C	2.0	minor triad	(0, 3, 7)	c	c	1	None
8.5	17/2	0.75	3/4	6	G4	67	True	P2-Staff2	1	6.0	1.5	6.0	i	False	('G', 'C', 'E-')	G	C	2.0	minor triad	(0, 3, 7)	c	c	1	None
9.25	37/4	0.25	1/4	6	G4	67	True	P2-Staff2	1	6.0	1.5	6.0	i	False	('G', 'C', 'E-')	G	C	2.0	minor triad	(0, 3, 7)	c	c	1	None
9.5	19/2	1.5	3/2	7	F#4	66	True	P2-Staff2	1	7.0	1.5	7.0	viio7/v	True	('A', 'C', 'E-', 'F#')	A	F#	1.0	diminished seventh chord	(0, 3, 6, 9)	c	g	#7	5
9.5	19/2	1.5	3/2	7	C4	60	True	P2-Staff2	1	7.0	1.5	7.0	viio7/v	True	('A', 'C', 'E-', 'F#')	A	F#	1.0	diminished seventh chord	(0, 3, 6, 9)	c	g	#7	5
9.5	19/2	1.5	3/2	7	E-4	63	True	P2-Staff2	1	7.0	1.5	7.0	viio7/v	True	('A', 'C', 'E-', 'F#')	A	F#	1.0	diminished seventh chord	(0, 3, 6, 9)	c	g	#7	5
9.5	19/2	1.5	3/2	7	F#4	66	True	P2-Staff2	1	7.0	1.5	7.0	viio7/v	True	('A', 'C', 'E-', 'F#')	A	F#	1.0	diminished seventh chord	(0, 3, 6, 9)	c	g	#7	5
9.5	19/2	1.5	3/2	7	A2	45	True	P2-Staff2	1	7.0	1.5	7.0	viio7/v	True	('A', 'C', 'E-', 'F#')	A	F#	1.0	diminished seventh chord	(0, 3, 6, 9)	c	g	#7	5
9.5	19/2	1.5	3/2	7	A3	57	True	P2-Staff2	1	7.0	1.5	7.0	viio7/v	True	('A', 'C', 'E-', 'F#')	A	F#	1.0	diminished seventh chord	(0, 3, 6, 9)	c	g	#7	5
11.0	11	0.5	1/2	8	F#4	66	False	P2-Staff2	1	8.0	1.5	8.0	viio7/v	True	('A', 'C', 'E-', 'F#')	A	F#	1.0	diminished seventh chord	(0, 3, 6, 9)	c	g	#7	5
11.0	11	1.5	3/2	8	C4	60	False	P2-Staff2	1	8.0	1.5	8.0	viio7/v	True	('A', 'C', 'E-', 'F#')	A	F#	1.0	diminished seventh chord	(0, 3, 6, 9)	c	g	#7	5
11.0	11	1.5	3/2	8	E-4	63	False	P2-Staff2	1	8.0	1.5	8.0	viio7/v	True	('A', 'C', 'E-', 'F#')	A	F#	1.0	diminished seventh chord	(0, 3, 6, 9)	c	g	#7	5
11.0	11	1.5	3/2	8	F#4	66	False	P2-Staff2	1	8.0	1.5	8.0	viio7/v	True	('A', 'C', 'E-', 'F#')	A	F#	1.0	diminished seventh chord	(0, 3, 6, 9)	c	g	#7	5
11.0	11	1.5	3/2	8	A2	45	False	P2-Staff2	1	8.0	1.5	8.0	viio7/v	True	('A', 'C', 'E-', 'F#')	A	F#	1.0	diminished seventh chord	(0, 3, 6, 9)	c	g	#7	5
11.0	11	1.5	3/2	8	A3	57	False	P2-Staff2	1	8.0	1.5	8.0	viio7/v	True	('A', 'C', 'E-', 'F#')	A	F#	1.0	diminished seventh chord	(0, 3, 6, 9)	c	g	#7	5
12.0	12	0.5	1/2	8	F#4	66	True	P2-Staff2	1	8.0	1.5	8.0	viio7/v	False	('A', 'C', 'E-', 'F#')	A	F#	1.0	diminished seventh chord	(0, 3, 6, 9)	c	g	#7	5
12.5	25/2	0.5	1/2	9	F4	65	True	P2-Staff2	1	9.0	1.5	9.0	V7	True	('B', 'D', 'F', 'G')	B	G	1.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
12.5	25/2	1.0	1	9	G3	55	True	P2-Staff2	1	9.0	1.5	9.0	V7	True	('B', 'D', 'F', 'G')	B	G	1.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
12.5	25/2	1.0	1	9	D4	62	True	P2-Staff2	1	9.0	1.5	9.0	V7	True	('B', 'D', 'F', 'G')	B	G	1.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
12.5	25/2	1.0	1	9	F4	65	True	P2-Staff2	1	9.0	1.5	9.0	V7	True	('B', 'D', 'F', 'G')	B	G	1.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
12.5	25/2	1.0	1	9	B1	35	True	P2-Staff2	1	9.0	1.5	9.0	V7	True	('B', 'D', 'F', 'G')	B	G	1.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
12.5	25/2	1.0	1	9	B2	47	True	P2-Staff2	1	9.0	1.5	9.0	V7	True	('B', 'D', 'F', 'G')	B	G	1.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
13.0	13	0.5	1/2	9	F4	65	True	P2-Staff2	1	9.0	1.5	9.0	V7	False	('B', 'D', 'F', 'G')	B	G	1.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
13.5	27/2	0.5	1/2	9	F4	65	True	P2-Staff2	1	9.0	1.5	9.0	V7	False	('B', 'D', 'F', 'G')	B	G	1.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
14.0	14	0.0	0	10	F4	65	True	P2-Staff2	1	10.0	1.5	10.0	V7	True	('B', 'D', 'F', 'G')	B	G	1.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
14.0	14	1.0	1	10	D5	74	True	P2-Staff2	1	10.0	1.5	10.0	V7	True	('B', 'D', 'F', 'G')	B	G	1.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
15.0	15	0.5	1/2	10	D5	74	True	P2-Staff2	1	10.0	1.5	10.0	V7	False	('B', 'D', 'F', 'G')	B	G	1.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
15.0	15	0.5	1/2	10	G3	55	True	P2-Staff2	1	10.0	1.5	10.0	V7	False	('B', 'D', 'F', 'G')	B	G	1.0	dominant seventh chord	(2, 5, 7, 11)	c	c	5	None
