	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0.0	8.0	0.0	0	1.0	1	1.0	2	4	1	0.0	D5	74.0	True	D	0.0	0	1.0	1.0	Violoncello	1	1.0	2.0	0.0	I	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
1	0.0	8.0	0.0	0	1.0	1	1.0	2	4	1	0.0	F4	65.0	True	F	0.0	0	1.0	1.0	Violoncello	1	1.0	2.0	0.0	I	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
2	0.0	8.0	0.0	0	1.0	1	1.0	2	4	1	0.0	B-3	58.0	True	B	-1.0	0	1.0	1.0	Violoncello	1	1.0	2.0	0.0	I	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
3	8.0	4.0	1.0	1	0.5	1/2	1.0	2	4	1	1.0	D5	74.0	True	D	0.0	1/4	2.0	2.0	Violoncello	1	1.0	2.0	0.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
4	8.0	4.0	1.0	1	0.5	1/2	1.0	2	4	1	1.0	F4	65.0	True	F	0.0	1/4	2.0	2.0	Violoncello	1	1.0	2.0	0.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
5	8.0	4.0	1.0	1	0.5	1/2	1.0	2	4	1	1.0	B-3	58.0	True	B	-1.0	1/4	2.0	2.0	Violoncello	1	1.0	2.0	0.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
6	12.0	4.0	1.5	3/2	0.5	1/2	1.0	2	4	1	1.5	D5	74.0	True	D	0.0	3/8	2.5	0.0	Violoncello	1	1.0	2.0	0.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
7	12.0	4.0	1.5	3/2	0.5	1/2	1.0	2	4	1	1.5	F4	65.0	True	F	0.0	3/8	2.5	0.0	Violoncello	1	1.0	2.0	0.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
8	12.0	4.0	1.5	3/2	0.5	1/2	1.0	2	4	1	1.5	B-3	58.0	True	B	-1.0	3/8	2.5	0.0	Violoncello	1	1.0	2.0	0.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
9	16.0	8.0	2.0	2	1.0	1	2.0	2	4	2	2.0	D5	74.0	True	D	0.0	0	1.0	1.0	Violoncello	1	2.0	1.0	1.0	I	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
10	16.0	8.0	2.0	2	1.0	1	2.0	2	4	2	2.0	F4	65.0	True	F	0.0	0	1.0	1.0	Violoncello	1	2.0	1.0	1.0	I	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
11	16.0	8.0	2.0	2	1.0	1	2.0	2	4	2	2.0	B-3	58.0	True	B	-1.0	0	1.0	1.0	Violoncello	1	2.0	1.0	1.0	I	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
12	24.0	7.0	3.0	3	0.875	7/8	2.0	2	4	2	3.0	B-4	70.0	True	B	-1.0	1/4	2.0	2.0	Violoncello	1	2.0	0.88	2.0	I	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	B-	B-	1	None
13	24.0	7.0	3.0	3	0.875	7/8	2.0	2	4	2	3.0	D4	62.0	True	D	0.0	1/4	2.0	2.0	Violoncello	1	2.0	0.88	2.0	I	True	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	B-	B-	1	None
14	31.0	1.0	3.875	31/8	0.125	1/8	2.0	2	4	2	3.875	C5	72.0	True	C	0.0	15/32	2.875	0.0	Violoncello	1	2.0	0.88	2.0	I	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	B-	B-	1	None
15	31.0	1.0	3.875	31/8	0.125	1/8	2.0	2	4	2	3.875	F4	65.0	True	F	0.0	15/32	2.875	0.0	Violoncello	1	2.0	0.88	2.0	I	False	('D', 'F', 'B-')	D	B-	1.0	major triad	(2, 5, 10)	B-	B-	1	None
