	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	s_note	s_midi	s_isOnset	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0	6	0.0	0	0.5	1/2	1	B-2	46	True	P2-Staff2	1	1.0	2.0	0.0	I	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
1	4	4	0.3333	1/3	0.3333	1/3	1	D4	62	True	P2-Staff2	1	1.0	2.0	0.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
2	4	4	0.3333	1/3	0.3333	1/3	1	B-4	70	True	P2-Staff2	1	1.0	2.0	0.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
3	8	4	0.6667	2/3	0.3333	1/3	1	B-3	58	True	P2-Staff2	1	1.0	2.0	0.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
4	12	6	1.0	1	0.5	1/2	1	B-2	46	True	P2-Staff2	1	1.0	2.0	0.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
5	16	4	1.3333	4/3	0.3333	1/3	1	D4	62	True	P2-Staff2	1	1.0	2.0	0.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
6	16	4	1.3333	4/3	0.3333	1/3	1	B-4	70	True	P2-Staff2	1	1.0	2.0	0.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
7	20	4	1.6667	5/3	0.3333	1/3	1	B-3	58	True	P2-Staff2	1	1.0	2.0	0.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
8	24	6	2.0	2	0.5	1/2	2	B-2	46	True	P2-Staff2	1	2.0	2.0	1.0	I	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
9	28	4	2.3333	7/3	0.3333	1/3	2	D4	62	True	P2-Staff2	1	2.0	2.0	1.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
10	28	4	2.3333	7/3	0.3333	1/3	2	B-4	70	True	P2-Staff2	1	2.0	2.0	1.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
11	32	4	2.6667	8/3	0.3333	1/3	2	B-3	58	True	P2-Staff2	1	2.0	2.0	1.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
12	36	6	3.0	3	0.5	1/2	2	B-2	46	True	P2-Staff2	1	2.0	2.0	1.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
13	40	4	3.3333	10/3	0.3333	1/3	2	D4	62	True	P2-Staff2	1	2.0	2.0	1.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
14	40	4	3.3333	10/3	0.3333	1/3	2	B-4	70	True	P2-Staff2	1	2.0	2.0	1.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
15	44	4	3.6667	11/3	0.3333	1/3	2	B-3	58	True	P2-Staff2	1	2.0	2.0	1.0	I	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
16	48	12	4.0	4	1.0	1	3	B-2	46	True	P2-Staff2	1	3.0	1.0	2.0	I	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	B-	B-	1	None
