	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0.0	36.0	0.0	0	0.5	1/2	0.0	2	4	0	0.0	A4	69.0	True	A	0.0	0	1.0	1.0	P1-Staff2	1	0.0	1.0	0.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
1	0.0	36.0	0.0	0	0.5	1/2	0.0	2	4	0	0.0	C#5	73.0	True	C	1.0	0	1.0	1.0	P1-Staff2	1	0.0	1.0	0.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
2	0.0	72.0	0.0	0	1.0	1	0.0	2	4	0	0.0	E4	64.0	True	E	0.0	0	1.0	1.0	P1-Staff2	2	0.0	1.0	0.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
3	0.0	72.0	0.0	0	1.0	1	0.0	2	4	0	0.0	A3	57.0	True	A	0.0	0	1.0	1.0	P1-Staff2	2	0.0	1.0	0.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
4	36.0	36.0	0.5	1/2	0.5	1/2	0.0	2	4	0	0.5	E5	76.0	True	E	0.0	1/8	1.5	0.0	P1-Staff2	2	0.0	1.0	0.0	I	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
5	72.0	36.0	1.0	1	0.5	1/2	1.0	2	4	1	1.0	B4	71.0	True	B	0.0	0	1.0	1.0	P1-Staff2	1	1.0	1.0	1.0	V7	True	('G#', 'B', 'D', 'E')	G#	E	1.0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None
6	72.0	36.0	1.0	1	0.5	1/2	1.0	2	4	1	1.0	D5	74.0	True	D	0.0	0	1.0	1.0	P1-Staff2	1	1.0	1.0	1.0	V7	True	('G#', 'B', 'D', 'E')	G#	E	1.0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None
7	72.0	72.0	1.0	1	1.0	1	1.0	2	4	1	1.0	E4	64.0	True	E	0.0	0	1.0	1.0	P1-Staff2	2	1.0	1.0	1.0	V7	True	('G#', 'B', 'D', 'E')	G#	E	1.0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None
8	72.0	72.0	1.0	1	1.0	1	1.0	2	4	1	1.0	G#3	56.0	True	G	1.0	0	1.0	1.0	P1-Staff2	2	1.0	1.0	1.0	V7	True	('G#', 'B', 'D', 'E')	G#	E	1.0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None
9	108.0	36.0	1.5	3/2	0.5	1/2	1.0	2	4	1	1.5	E5	76.0	True	E	0.0	1/8	1.5	0.0	P1-Staff2	2	1.0	1.0	1.0	V7	False	('G#', 'B', 'D', 'E')	G#	E	1.0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None
10	144.0	36.0	2.0	2	0.5	1/2	1.0	2	4	1	2.0	A4	69.0	True	A	0.0	1/4	2.0	2.0	P1-Staff2	1	1.0	1.0	2.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
11	144.0	36.0	2.0	2	0.5	1/2	1.0	2	4	1	2.0	C#5	73.0	True	C	1.0	1/4	2.0	2.0	P1-Staff2	1	1.0	1.0	2.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
12	144.0	72.0	2.0	2	1.0	1	1.0	2	4	1	2.0	E4	64.0	True	E	0.0	1/4	2.0	2.0	P1-Staff2	2	1.0	1.0	2.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
13	144.0	72.0	2.0	2	1.0	1	1.0	2	4	1	2.0	A3	57.0	True	A	0.0	1/4	2.0	2.0	P1-Staff2	2	1.0	1.0	2.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
14	180.0	36.0	2.5	5/2	0.5	1/2	1.0	2	4	1	2.5	E5	76.0	True	E	0.0	3/8	2.5	0.0	P1-Staff2	2	1.0	1.0	2.0	I	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
15	216.0	72.0	3.0	3	1.0	1	2.0	2	4	2	3.0	E3	52.0	True	E	0.0	0	1.0	1.0	P1-Staff2	2	2.0	1.0	3.0	V	True	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	A	A	5	None
16	216.0	72.0	3.0	3	1.0	1	2.0	2	4	2	3.0	E4	64.0	True	E	0.0	0	1.0	1.0	P1-Staff2	2	2.0	1.0	3.0	V	True	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	A	A	5	None
17	216.0	36.0	3.0	3	0.5	1/2	2.0	2	4	2	3.0	G#4	68.0	True	G	1.0	0	1.0	1.0	P1-Staff2	1	2.0	1.0	3.0	V	True	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	A	A	5	None
18	216.0	36.0	3.0	3	0.5	1/2	2.0	2	4	2	3.0	B4	71.0	True	B	0.0	0	1.0	1.0	P1-Staff2	1	2.0	1.0	3.0	V	True	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	A	A	5	None
19	252.0	36.0	3.5	7/2	0.5	1/2	2.0	2	4	2	3.5	E5	76.0	True	E	0.0	1/8	1.5	0.0	P1-Staff2	2	2.0	1.0	3.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	A	A	5	None
20	288.0	36.0	4.0	4	0.5	1/2	2.0	2	4	2	4.0	G#4	68.0	True	G	1.0	1/4	2.0	2.0	P1-Staff2	1	2.0	1.0	4.0	V7	True	('D', 'E', 'G#', 'B')	D	E	3.0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None
21	288.0	36.0	4.0	4	0.5	1/2	2.0	2	4	2	4.0	B4	71.0	True	B	0.0	1/4	2.0	2.0	P1-Staff2	1	2.0	1.0	4.0	V7	True	('D', 'E', 'G#', 'B')	D	E	3.0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None
22	288.0	72.0	4.0	4	1.0	1	2.0	2	4	2	4.0	E4	64.0	True	E	0.0	1/4	2.0	2.0	P1-Staff2	2	2.0	1.0	4.0	V7	True	('D', 'E', 'G#', 'B')	D	E	3.0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None
23	288.0	72.0	4.0	4	1.0	1	2.0	2	4	2	4.0	D3	50.0	True	D	0.0	1/4	2.0	2.0	P1-Staff2	2	2.0	1.0	4.0	V7	True	('D', 'E', 'G#', 'B')	D	E	3.0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None
24	324.0	36.0	4.5	9/2	0.5	1/2	2.0	2	4	2	4.5	C#5	73.0	True	C	1.0	3/8	2.5	0.0	P1-Staff2	2	2.0	1.0	4.0	V7	False	('D', 'E', 'G#', 'B')	D	E	3.0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None
25	360.0	72.0	5.0	5	1.0	1	3.0	2	4	3	5.0	A4	69.0	True	A	0.0	0	1.0	1.0	P1-Staff2	2	3.0	1.0	5.0	I	True	('C#', 'E', 'A')	C#	A	1.0	major triad	(1, 4, 9)	A	A	1	None
26	360.0	72.0	5.0	5	1.0	1	3.0	2	4	3	5.0	C#3	49.0	True	C	1.0	0	1.0	1.0	P1-Staff2	2	3.0	1.0	5.0	I	True	('C#', 'E', 'A')	C#	A	1.0	major triad	(1, 4, 9)	A	A	1	None
27	396.0	108.0	5.5	11/2	1.5	3/2	3.0	2	4	3	5.5	E4	64.0	True	E	0.0	1/8	1.5	0.0	P1-Staff2	2	3.0	1.0	5.0	I	False	('C#', 'E', 'A')	C#	A	1.0	major triad	(1, 4, 9)	A	A	1	None
28	432.0	36.0	6.0	6	0.5	1/2	3.0	2	4	3	6.0	A4	69.0	True	A	0.0	1/4	2.0	2.0	P1-Staff2	2	3.0	1.0	6.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
29	432.0	72.0	6.0	6	1.0	1	3.0	2	4	3	6.0	A2	45.0	True	A	0.0	1/4	2.0	2.0	P1-Staff2	2	3.0	1.0	6.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
30	468.0	18.0	6.5	13/2	0.25	1/4	3.0	2	4	3	6.5	B4	71.0	True	B	0.0	3/8	2.5	0.0	P1-Staff2	2	3.0	1.0	6.0	I	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
31	486.0	18.0	6.75	27/4	0.25	1/4	3.0	2	4	3	6.75	C#5	73.0	True	C	1.0	7/16	2.75	0.0	P1-Staff2	2	3.0	1.0	6.0	I	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
