	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0	24	0.0	0	2.0	2	1	4	4	1	0.0	B4	71	True	B	0	0	1.0	1	P1-Staff2	6	1.0	4.0	0.0	I	True	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
1	6	6	0.5	1/2	0.5	1/2	1	4	4	1	0.5	E3	52	True	E	0	1/8	1.5	0	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
2	6	6	0.5	1/2	0.5	1/2	1	4	4	1	0.5	G#3	56	True	G	1	1/8	1.5	0	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
3	6	6	0.5	1/2	0.5	1/2	1	4	4	1	0.5	B3	59	True	B	0	1/8	1.5	0	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
4	12	6	1.0	1	0.5	1/2	1	4	4	1	1.0	E3	52	True	E	0	1/4	2.0	2	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
5	12	6	1.0	1	0.5	1/2	1	4	4	1	1.0	G#3	56	True	G	1	1/4	2.0	2	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
6	12	6	1.0	1	0.5	1/2	1	4	4	1	1.0	B3	59	True	B	0	1/4	2.0	2	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
7	18	6	1.5	3/2	0.5	1/2	1	4	4	1	1.5	E3	52	True	E	0	3/8	2.5	0	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
8	18	6	1.5	3/2	0.5	1/2	1	4	4	1	1.5	G#3	56	True	G	1	3/8	2.5	0	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
9	18	6	1.5	3/2	0.5	1/2	1	4	4	1	1.5	B3	59	True	B	0	3/8	2.5	0	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
10	24	24	2.0	2	2.0	2	1	4	4	1	2.0	E4	64	True	E	0	1/2	3.0	3	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
11	24	24	2.0	2	2.0	2	1	4	4	1	2.0	E5	76	True	E	0	1/2	3.0	3	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
12	30	6	2.5	5/2	0.5	1/2	1	4	4	1	2.5	E3	52	True	E	0	5/8	3.5	0	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
13	30	6	2.5	5/2	0.5	1/2	1	4	4	1	2.5	G#3	56	True	G	1	5/8	3.5	0	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
14	30	6	2.5	5/2	0.5	1/2	1	4	4	1	2.5	B3	59	True	B	0	5/8	3.5	0	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
15	36	6	3.0	3	0.5	1/2	1	4	4	1	3.0	E3	52	True	E	0	3/4	4.0	4	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
16	36	6	3.0	3	0.5	1/2	1	4	4	1	3.0	G#3	56	True	G	1	3/4	4.0	4	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
17	36	6	3.0	3	0.5	1/2	1	4	4	1	3.0	B3	59	True	B	0	3/4	4.0	4	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
18	42	6	3.5	7/2	0.5	1/2	1	4	4	1	3.5	E3	52	True	E	0	7/8	4.5	0	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
19	42	6	3.5	7/2	0.5	1/2	1	4	4	1	3.5	G#3	56	True	G	1	7/8	4.5	0	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
20	42	6	3.5	7/2	0.5	1/2	1	4	4	1	3.5	B3	59	True	B	0	7/8	4.5	0	P1-Staff2	1	1.0	4.0	0.0	I	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	E	E	1	None
21	48	24	4.0	4	2.0	2	2	4	4	2	4.0	C#5	73	True	C	1	0	1.0	1	P1-Staff2	6	2.0	4.0	1.0	ii	True	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
22	54	6	4.5	9/2	0.5	1/2	2	4	4	2	4.5	E3	52	True	E	0	1/8	1.5	0	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
23	54	6	4.5	9/2	0.5	1/2	2	4	4	2	4.5	A3	57	True	A	0	1/8	1.5	0	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
24	54	6	4.5	9/2	0.5	1/2	2	4	4	2	4.5	C#4	61	True	C	1	1/8	1.5	0	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
25	60	6	5.0	5	0.5	1/2	2	4	4	2	5.0	E3	52	True	E	0	1/4	2.0	2	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
26	60	6	5.0	5	0.5	1/2	2	4	4	2	5.0	A3	57	True	A	0	1/4	2.0	2	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
27	60	6	5.0	5	0.5	1/2	2	4	4	2	5.0	C#4	61	True	C	1	1/4	2.0	2	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
28	66	6	5.5	11/2	0.5	1/2	2	4	4	2	5.5	E3	52	True	E	0	3/8	2.5	0	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
29	66	6	5.5	11/2	0.5	1/2	2	4	4	2	5.5	A3	57	True	A	0	3/8	2.5	0	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
30	66	6	5.5	11/2	0.5	1/2	2	4	4	2	5.5	C#4	61	True	C	1	3/8	2.5	0	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
31	72	24	6.0	6	2.0	2	2	4	4	2	6.0	F#4	66	True	F	1	1/2	3.0	3	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
32	72	24	6.0	6	2.0	2	2	4	4	2	6.0	F#5	78	True	F	1	1/2	3.0	3	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
33	78	6	6.5	13/2	0.5	1/2	2	4	4	2	6.5	E3	52	True	E	0	5/8	3.5	0	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
34	78	6	6.5	13/2	0.5	1/2	2	4	4	2	6.5	A3	57	True	A	0	5/8	3.5	0	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
35	78	6	6.5	13/2	0.5	1/2	2	4	4	2	6.5	C#4	61	True	C	1	5/8	3.5	0	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
36	84	6	7.0	7	0.5	1/2	2	4	4	2	7.0	E3	52	True	E	0	3/4	4.0	4	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
37	84	6	7.0	7	0.5	1/2	2	4	4	2	7.0	A3	57	True	A	0	3/4	4.0	4	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
38	84	6	7.0	7	0.5	1/2	2	4	4	2	7.0	C#4	61	True	C	1	3/4	4.0	4	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
39	90	6	7.5	15/2	0.5	1/2	2	4	4	2	7.5	E3	52	True	E	0	7/8	4.5	0	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
40	90	6	7.5	15/2	0.5	1/2	2	4	4	2	7.5	A3	57	True	A	0	7/8	4.5	0	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
41	90	6	7.5	15/2	0.5	1/2	2	4	4	2	7.5	C#4	61	True	C	1	7/8	4.5	0	P1-Staff2	1	2.0	4.0	1.0	ii	False	('A', 'C#', 'F#')	A	F#	1.0	minor triad	(1, 6, 9)	E	E	2	None
42	96	24	8.0	8	2.0	2	3	4	4	3	8.0	D#5	75	True	D	1	0	1.0	1	P1-Staff2	6	3.0	4.0	2.0	V7	True	('F#', 'A', 'B', 'D#')	F#	B	2.0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None
43	102	6	8.5	17/2	0.5	1/2	3	4	4	3	8.5	E3	52	True	E	0	1/8	1.5	0	P1-Staff2	1	3.0	4.0	2.0	V7	False	('F#', 'A', 'B', 'D#')	F#	B	2.0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None
44	102	6	8.5	17/2	0.5	1/2	3	4	4	3	8.5	F#3	54	True	F	1	1/8	1.5	0	P1-Staff2	1	3.0	4.0	2.0	V7	False	('F#', 'A', 'B', 'D#')	F#	B	2.0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None
45	102	6	8.5	17/2	0.5	1/2	3	4	4	3	8.5	A3	57	True	A	0	1/8	1.5	0	P1-Staff2	1	3.0	4.0	2.0	V7	False	('F#', 'A', 'B', 'D#')	F#	B	2.0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None
46	102	6	8.5	17/2	0.5	1/2	3	4	4	3	8.5	D#4	63	True	D	1	1/8	1.5	0	P1-Staff2	1	3.0	4.0	2.0	V7	False	('F#', 'A', 'B', 'D#')	F#	B	2.0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None
47	108	6	9.0	9	0.5	1/2	3	4	4	3	9.0	E3	52	True	E	0	1/4	2.0	2	P1-Staff2	1	3.0	4.0	2.0	V7	False	('F#', 'A', 'B', 'D#')	F#	B	2.0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None
48	108	6	9.0	9	0.5	1/2	3	4	4	3	9.0	F#3	54	True	F	1	1/4	2.0	2	P1-Staff2	1	3.0	4.0	2.0	V7	False	('F#', 'A', 'B', 'D#')	F#	B	2.0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None
49	108	6	9.0	9	0.5	1/2	3	4	4	3	9.0	A3	57	True	A	0	1/4	2.0	2	P1-Staff2	1	3.0	4.0	2.0	V7	False	('F#', 'A', 'B', 'D#')	F#	B	2.0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None
50	108	6	9.0	9	0.5	1/2	3	4	4	3	9.0	D#4	63	True	D	1	1/4	2.0	2	P1-Staff2	1	3.0	4.0	2.0	V7	False	('F#', 'A', 'B', 'D#')	F#	B	2.0	dominant seventh chord	(3, 6, 9, 11)	E	E	5	None
