a_offset	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0.0	0	1.0	0	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None
1.0	1	1.0	1	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None
2.0	1	1.0	2	viio	True	('B', 'D', 'G#')	B	G#	1	diminished triad	(2, 8, 11)	a	a	#7	None
3.0	1	1.0	3	i	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	a	a	1	None
4.0	1	0.5	4	V7	True	('B', 'D', 'E', 'G#')	B	E	2	dominant seventh chord	(2, 4, 8, 11)	a	a	5	None
4.5	1	0.5	5	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None
5.0	2	0.5	6	V	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	a	a	5	None
5.5	2	0.5	7	V7	True	('G#', 'B', 'D', 'E')	G#	E	1	dominant seventh chord	(2, 4, 8, 11)	a	a	5	None
6.0	2	1.0	8	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None
7.0	2	1.0	9	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None
8.0	2	1.0	10	viio7	True	('B', 'D', 'F', 'G#')	B	G#	1	diminished seventh chord	(2, 5, 8, 11)	a	a	#7	None
9.0	3	1.0	11	i	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	a	a	1	None
10.0	3	0.5	12	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None
10.5	3	0.5	13	V7	True	('E', 'G#', 'B', 'D')	E	E	0	dominant seventh chord	(2, 4, 8, 11)	a	a	5	None
11.0	3	1.0	14	VI	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	a	a	6	None
12.0	3	1.0	15	iio	True	('D', 'F', 'B')	D	B	1	diminished triad	(2, 5, 11)	a	a	2	None
13.0	4	1.0	16	i	True	('E', 'A', 'C')	E	A	2	minor triad	(0, 4, 9)	a	a	1	None
14.0	4	1.0	17	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None
15.0	4	1.0	18	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None
16.0	4	1.0	19	V	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	G	G	5	None
17.0	5	0.5	20	I	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	G	G	1	None
17.5	5	0.5	21	viio	True	('F#', 'A', 'D#')	F#	D#	1	diminished triad	(3, 6, 9)	e	e	#7	None
