onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral
0	12	0.0	0	1.0	1	1	6	8	1	0.0	E4	64	True	E	0	0	1.0	1	Violoncello	1	1	3.0	0	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
0	12	0.0	0	1.0	1	1	6	8	1	0.0	C#5	73	True	C	1	0	1.0	1	Violoncello	1	1	3.0	0	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
0	12	0.0	0	1.0	1	1	6	8	1	0.0	A5	81	True	A	0	0	1.0	1	Violoncello	1	1	3.0	0	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
0	6	0.0	0	0.5	1/2	1	6	8	1	0.0	A2	45	True	A	0	0	1.0	1	Violoncello	1	1	3.0	0	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
6	6	0.5	1/2	0.5	1/2	1	6	8	1	0.33299999999999996	C#3	49	True	C	1	1/8	1.333	0	Violoncello	1	1	3.0	0	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
12	6	1.0	1	0.5	1/2	1	6	8	1	0.667	E3	52	True	E	0	1/4	1.667	0	Violoncello	1	1	3.0	0	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
18	0	1.5	3/2	0.0	0	1	6	8	1	1.0	B4	71	True	B	0	3/8	2.0	2	Violoncello	1	1	3.0	0	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
18	0	1.5	3/2	0.0	0	1	6	8	1	1.0	A4	69	True	A	0	3/8	2.0	2	Violoncello	1	1	3.0	0	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
18	0	1.5	3/2	0.0	0	1	6	8	1	1.0	G#4	68	True	G	1	3/8	2.0	2	Violoncello	1	1	3.0	0	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
18	6	1.5	3/2	0.5	1/2	1	6	8	1	1.0	A4	69	True	A	0	3/8	2.0	2	Violoncello	1	1	3.0	0	I	False	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None	I
