onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	36	0.0	0	1.5	3/2	1	3	2	1	0.0	G3	55	True	G	0	0	1.0	1	Cello	1	1	2.0	0	viio	True	('G', 'B-', 'E')	G	E	1	diminished triad	(4, 7, 10)	f	f	#7	None
0	36	0.0	0	1.5	3/2	1	3	2	1	0.0	G2	43	True	G	0	0	1.0	1	Cello	1	1	2.0	0	viio	True	('G', 'B-', 'E')	G	E	1	diminished triad	(4, 7, 10)	f	f	#7	None
36	12	1.5	3/2	0.5	1/2	1	3	2	1	0.75	E3	52	True	E	0	3/8	1.75	0	Cello	1	1	2.0	0	viio	False	('G', 'B-', 'E')	G	E	1	diminished triad	(4, 7, 10)	f	f	#7	None
36	12	1.5	3/2	0.5	1/2	1	3	2	1	0.75	E2	40	True	E	0	3/8	1.75	0	Cello	1	1	2.0	0	viio	False	('G', 'B-', 'E')	G	E	1	diminished triad	(4, 7, 10)	f	f	#7	None
48	48	2.0	2	2.0	2	1	3	2	1	1.0	A-3	56	True	A	-1	1/2	2.0	2	Cello	1	1	4.0	1	i	True	('A-', 'C', 'F')	A-	F	1	minor triad	(0, 5, 8)	f	f	1	None
48	48	2.0	2	2.0	2	1	3	2	1	1.0	A-2	44	True	A	-1	1/2	2.0	2	Cello	1	1	4.0	1	i	True	('A-', 'C', 'F')	A-	F	1	minor triad	(0, 5, 8)	f	f	1	None
96	48	4.0	4	2.0	2	1	3	2	1	2.0	C5	72	True	C	0	1	3.0	3	Cello	1	1	4.0	1	i	False	('A-', 'C', 'F')	A-	F	1	minor triad	(0, 5, 8)	f	f	1	None
144	12	6.0	6	0.5	1/2	2	3	2	2	3.0	C5	72	False	C	0	0	1.0	1	Cello	1	2	3.0	2	i	True	('C', 'F', 'A-')	C	F	2	minor triad	(0, 5, 8)	f	f	1	None
144	48	6.0	6	2.0	2	2	3	2	2	3.0	C4	60	True	C	0	0	1.0	1	Cello	1	2	3.0	2	i	True	('C', 'F', 'A-')	C	F	2	minor triad	(0, 5, 8)	f	f	1	None
156	12	6.5	13/2	0.5	1/2	2	3	2	2	3.25	B-4	70	True	B	-1	1/8	1.25	0	Cello	1	2	3.0	2	i	False	('C', 'F', 'A-')	C	F	2	minor triad	(0, 5, 8)	f	f	1	None
168	12	7.0	7	0.5	1/2	2	3	2	2	3.5	A-4	68	True	A	-1	1/4	1.5	0	Cello	1	2	3.0	2	i	False	('C', 'F', 'A-')	C	F	2	minor triad	(0, 5, 8)	f	f	1	None
180	12	7.5	15/2	0.5	1/2	2	3	2	2	3.75	G4	67	True	G	0	3/8	1.75	0	Cello	1	2	3.0	2	i	False	('C', 'F', 'A-')	C	F	2	minor triad	(0, 5, 8)	f	f	1	None
192	12	8.0	8	0.5	1/2	2	3	2	2	4.0	C4	60	False	C	0	1/2	2.0	2	Cello	1	2	3.0	2	i	False	('C', 'F', 'A-')	C	F	2	minor triad	(0, 5, 8)	f	f	1	None
192	12	8.0	8	0.5	1/2	2	3	2	2	4.0	F4	65	True	F	0	1/2	2.0	2	Cello	1	2	3.0	2	i	False	('C', 'F', 'A-')	C	F	2	minor triad	(0, 5, 8)	f	f	1	None
192	48	8.0	8	2.0	2	2	3	2	2	4.0	C5	72	True	C	0	1/2	2.0	2	Cello	1	2	3.0	2	i	False	('C', 'F', 'A-')	C	F	2	minor triad	(0, 5, 8)	f	f	1	None
204	12	8.5	17/2	0.5	1/2	2	3	2	2	4.25	A-4	68	True	A	-1	5/8	2.25	0	Cello	1	2	3.0	2	i	False	('C', 'F', 'A-')	C	F	2	minor triad	(0, 5, 8)	f	f	1	None
204	12	8.5	17/2	0.5	1/2	2	3	2	2	4.25	B-3	58	True	B	-1	5/8	2.25	0	Cello	1	2	3.0	2	i	False	('C', 'F', 'A-')	C	F	2	minor triad	(0, 5, 8)	f	f	1	None
216	12	9.0	9	0.5	1/2	2	3	2	2	4.5	C5	72	True	C	0	3/4	2.5	0	Cello	1	2	0.5	3	i	True	('A-', 'C', 'F')	A-	F	1	minor triad	(0, 5, 8)	f	f	1	None
216	12	9.0	9	0.5	1/2	2	3	2	2	4.5	A-3	56	True	A	-1	3/4	2.5	0	Cello	1	2	0.5	3	i	True	('A-', 'C', 'F')	A-	F	1	minor triad	(0, 5, 8)	f	f	1	None
228	12	9.5	19/2	0.5	1/2	2	3	2	2	4.75	E5	76	True	E	0	7/8	2.75	0	Cello	1	2	0.5	4	viio	True	('G', 'B-', 'E')	G	E	1	diminished triad	(4, 7, 10)	f	f	#7	None
228	12	9.5	19/2	0.5	1/2	2	3	2	2	4.75	G3	55	True	G	0	7/8	2.75	0	Cello	1	2	0.5	4	viio	True	('G', 'B-', 'E')	G	E	1	diminished triad	(4, 7, 10)	f	f	#7	None
240	24	10.0	10	1.0	1	2	3	2	2	5.0	F5	77	True	F	0	1	3.0	3	Cello	1	2	2.0	5	i	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None
240	12	10.0	10	0.5	1/2	2	3	2	2	5.0	C5	72	False	C	0	1	3.0	3	Cello	1	2	2.0	5	i	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	f	f	1	None
