a_offset	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0.0	1	4.0	0	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None
4.0	2	2.0	1	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None
6.0	2	1.0	2	ii	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	F	F	2	None
7.0	2	1.0	3	viio	True	('G', 'B-', 'E')	G	E	1	diminished triad	(4, 7, 10)	F	F	7	None
8.0	3	4.0	4	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None
12.0	4	1.0	5	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None
13.0	4	1.0	6	vi	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	F	F	6	None
14.0	4	1.0	7	VI7	True	('F#', 'A', 'C', 'D')	F#	D	1	dominant seventh chord	(0, 2, 6, 9)	F	F	6	None
15.0	4	1.0	8	viio7	True	('E', 'G', 'B-', 'D-')	E	E	0	diminished seventh chord	(1, 4, 7, 10)	F	F	7	None
16.0	5	4.0	9	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None
20.0	6	1.0	10	ii	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	F	F	2	None
21.0	6	1.0	11	viio	True	('G', 'B-', 'E')	G	E	1	diminished triad	(4, 7, 10)	F	F	7	None
22.0	6	2.0	12	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None
24.0	7	4.0	13	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None
28.0	8	2.0	14	vi	True	('F', 'A', 'D')	F	D	1	minor triad	(2, 5, 9)	F	F	6	None
30.0	8	1.0	15	IV	True	('B-', 'D')	B-	B-	0	Major Third	(2, 10)	F	F	4	None
31.0	8	1.0	16	viio7	True	('E', 'G', 'B-', 'D-')	E	E	0	diminished seventh chord	(1, 4, 7, 10)	F	F	7	None
32.0	9	2.0	17	iii	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	F	F	3	None
34.0	9	1.0	18	IV	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	F	F	4	None
35.0	9	1.0	19	viio	True	('G', 'E')	G	E	1	Major Sixth	(4, 7)	F	F	7	None
36.0	10	2.0	20	vi	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	F	F	6	None
38.0	10	1.0	21	iii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	F	F	3	None
39.0	10	1.0	22	iii	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	F	F	3	None
40.0	11	2.0	23	IV	True	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	F	F	4	None
42.0	11	2.0	24	V	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	F	F	5	None
44.0	12	4.0	25	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None
48.0	13	2.0	26	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None
50.0	13	1.0	27	IV	True	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	F	F	4	None
51.0	13	1.0	28	viio	True	('E', 'G', 'B-')	E	E	0	diminished triad	(4, 7, 10)	F	F	7	None
52.0	14	4.0	29	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None
56.0	15	2.0	30	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None
58.0	15	2.0	31	V/v	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	F	c	5	5
60.0	16	2.0	32	I	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	F	F	1	None
62.0	16	2.0	33	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None
64.0	17	2.0	34	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None
66.0	17	1.0	35	IV	True	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	F	F	4	None
67.0	17	1.0	36	IV	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	F	F	4	None
68.0	18	1.5	37	ii	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	F	F	2	None
69.5	18	0.5	38	viio	True	('G', 'B-', 'E')	G	E	1	diminished triad	(4, 7, 10)	F	F	7	None
70.0	18	2.0	39	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None
72.0	19	2.0	40	vi	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	F	F	6	None
74.0	19	2.0	41	I	True	('F', 'A')	F	F	0	Major Third	(5, 9)	F	F	1	None
76.0	20	1.0	42	ii	True	('D', 'G', 'B-')	D	G	2	minor triad	(2, 7, 10)	F	F	2	None
77.0	20	1.0	43	viio7	True	('E', 'G', 'B-', 'D-')	E	E	0	diminished seventh chord	(1, 4, 7, 10)	F	F	7	None
78.0	20	2.0	44	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None
80.0	21	2.0	45	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None
82.0	21	1.0	46	ii	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	F	F	2	None
83.0	21	1.0	47	viio	True	('G', 'E')	G	E	1	Major Sixth	(4, 7)	F	F	7	None
84.0	22	4.0	48	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None
88.0	23	1.0	49	V	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	F	F	5	None
89.0	23	1.0	50	V7	True	('B-', 'C', 'G')	B-	C	3	incomplete dominant-seventh chord	(0, 7, 10)	F	F	5	None
90.0	23	1.5	51	ii	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	F	F	2	None
91.5	23	0.5	52	viio	True	('E', 'G')	E	E	0	Minor Third	(4, 7)	F	F	7	None
92.0	24	1.0	53	vi	True	('F', 'A', 'D')	F	D	1	minor triad	(2, 5, 9)	F	F	6	None
93.0	24	1.0	54	vi	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	F	F	6	None
94.0	24	1.5	55	V	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	F	F	5	None
95.5	24	0.5	56	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None
96.0	25	1.0	57	vi7	True	('D', 'F', 'A', 'C')	D	D	0	minor seventh chord	(0, 2, 5, 9)	F	F	6	None
97.0	25	1.0	58	vi	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	F	F	6	None
98.0	25	2.0	59	V	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	F	F	5	None
100.0	26	2.0	60	IV	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	F	F	4	None
102.0	26	2.0	61	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None
104.0	27	2.0	62	ii	True	('B-', 'D', 'G')	B-	G	1	minor triad	(2, 7, 10)	F	F	2	None
106.0	27	2.0	63	V	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	F	F	5	None
108.0	28	4.0	64	I	True	('F', 'C')	F	F	0	Perfect Fifth	(0, 5)	F	F	1	None
112.0	29	2.0	65	I	True	('F', 'C')	F	F	0	Perfect Fifth	(0, 5)	F	F	1	None
114.0	29	2.0	66	V	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	F	F	5	None
116.0	30	4.0	67	IV	True	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	F	F	4	None
120.0	31	2.0	68	iii	True	('C', 'E', 'A')	C	A	1	minor triad	(0, 4, 9)	F	F	3	None
122.0	31	2.0	69	I	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	F	F	1	None
124.0	32	3.0	70	ii	True	('B-', 'D', 'G')	B-	G	1	minor triad	(2, 7, 10)	F	F	2	None
