	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	s_note	s_midi	s_isOnset	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0	48	0.0	0	2.0	2	1	E-5	75	True	Violoncello	1	1.0	2.0	0.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
1	0	48	0.0	0	2.0	2	1	G4	67	True	Violoncello	1	1.0	2.0	0.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
2	0	48	0.0	0	2.0	2	1	B-3	58	True	Violoncello	1	1.0	2.0	0.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
3	0	48	0.0	0	2.0	2	1	E-3	51	True	Violoncello	1	1.0	2.0	0.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
4	48	36	2.0	2	1.5	3/2	1	G4	67	True	Violoncello	1	1.0	1.5	1.0	V7/IV	True	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	E-	A-	5	4
5	48	36	2.0	2	1.5	3/2	1	E-4	63	True	Violoncello	1	1.0	1.5	1.0	V7/IV	True	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	E-	A-	5	4
6	48	36	2.0	2	1.5	3/2	1	B-3	58	True	Violoncello	1	1.0	1.5	1.0	V7/IV	True	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	E-	A-	5	4
7	48	36	2.0	2	1.5	3/2	1	D-3	49	True	Violoncello	1	1.0	1.5	1.0	V7/IV	True	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	E-	A-	5	4
8	84	12	3.5	7/2	0.5	1/2	1	A-4	68	True	Violoncello	1	1.0	0.5	2.0	IV	True	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	E-	E-	4	None
9	84	12	3.5	7/2	0.5	1/2	1	E-4	63	True	Violoncello	1	1.0	0.5	2.0	IV	True	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	E-	E-	4	None
10	84	12	3.5	7/2	0.5	1/2	1	A-3	56	True	Violoncello	1	1.0	0.5	2.0	IV	True	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	E-	E-	4	None
11	84	12	3.5	7/2	0.5	1/2	1	C3	48	True	Violoncello	1	1.0	0.5	2.0	IV	True	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	E-	E-	4	None
12	96	24	4.0	4	1.0	1	2	D-5	73	True	Violoncello	1	2.0	4.0	3.0	V7/IV	True	('B-', 'D-', 'E-', 'G')	B-	E-	2.0	dominant seventh chord	(1, 3, 7, 10)	E-	A-	5	4
13	96	24	4.0	4	1.0	1	2	E-4	63	True	Violoncello	1	2.0	4.0	3.0	V7/IV	True	('B-', 'D-', 'E-', 'G')	B-	E-	2.0	dominant seventh chord	(1, 3, 7, 10)	E-	A-	5	4
14	96	24	4.0	4	1.0	1	2	G3	55	True	Violoncello	1	2.0	4.0	3.0	V7/IV	True	('B-', 'D-', 'E-', 'G')	B-	E-	2.0	dominant seventh chord	(1, 3, 7, 10)	E-	A-	5	4
15	96	24	4.0	4	1.0	1	2	B-2	46	True	Violoncello	1	2.0	4.0	3.0	V7/IV	True	('B-', 'D-', 'E-', 'G')	B-	E-	2.0	dominant seventh chord	(1, 3, 7, 10)	E-	A-	5	4
16	192	48	8.0	8	2.0	2	3	E-5	75	True	Violoncello	1	3.0	2.0	4.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
17	192	48	8.0	8	2.0	2	3	G4	67	True	Violoncello	1	3.0	2.0	4.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
18	192	48	8.0	8	2.0	2	3	B-3	58	True	Violoncello	1	3.0	2.0	4.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
19	192	48	8.0	8	2.0	2	3	E-3	51	True	Violoncello	1	3.0	2.0	4.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
20	240	36	10.0	10	1.5	3/2	3	G4	67	True	Violoncello	1	3.0	1.5	5.0	V7/IV	True	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	E-	A-	5	4
21	240	36	10.0	10	1.5	3/2	3	E-4	63	True	Violoncello	1	3.0	1.5	5.0	V7/IV	True	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	E-	A-	5	4
22	240	36	10.0	10	1.5	3/2	3	B-3	58	True	Violoncello	1	3.0	1.5	5.0	V7/IV	True	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	E-	A-	5	4
23	240	36	10.0	10	1.5	3/2	3	D-3	49	True	Violoncello	1	3.0	1.5	5.0	V7/IV	True	('D-', 'E-', 'G', 'B-')	D-	E-	3.0	dominant seventh chord	(1, 3, 7, 10)	E-	A-	5	4
24	276	12	11.5	23/2	0.5	1/2	3	A-4	68	True	Violoncello	1	3.0	0.5	6.0	IV	True	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	E-	E-	4	None
25	276	12	11.5	23/2	0.5	1/2	3	E-4	63	True	Violoncello	1	3.0	0.5	6.0	IV	True	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	E-	E-	4	None
26	276	12	11.5	23/2	0.5	1/2	3	A-3	56	True	Violoncello	1	3.0	0.5	6.0	IV	True	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	E-	E-	4	None
27	276	12	11.5	23/2	0.5	1/2	3	C3	48	True	Violoncello	1	3.0	0.5	6.0	IV	True	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	E-	E-	4	None
28	288	96	12.0	12	4.0	4	4	D-5	73	True	Violoncello	1	4.0	4.0	7.0	viio7/ii	True	('G', 'B-', 'D-', 'E')	G	E	1.0	diminished seventh chord	(1, 4, 7, 10)	E-	f	#7	2
29	288	24	12.0	12	1.0	1	4	E4	64	True	Violoncello	1	4.0	4.0	7.0	viio7/ii	True	('G', 'B-', 'D-', 'E')	G	E	1.0	diminished seventh chord	(1, 4, 7, 10)	E-	f	#7	2
30	288	24	12.0	12	1.0	1	4	B-3	58	True	Violoncello	1	4.0	4.0	7.0	viio7/ii	True	('G', 'B-', 'D-', 'E')	G	E	1.0	diminished seventh chord	(1, 4, 7, 10)	E-	f	#7	2
31	288	24	12.0	12	1.0	1	4	G2	43	True	Violoncello	1	4.0	4.0	7.0	viio7/ii	True	('G', 'B-', 'D-', 'E')	G	E	1.0	diminished seventh chord	(1, 4, 7, 10)	E-	f	#7	2
32	336	48	14.0	14	2.0	2	4	B-5	82	True	Violoncello	1	4.0	4.0	7.0	viio7/ii	False	('G', 'B-', 'D-', 'E')	G	E	1.0	diminished seventh chord	(1, 4, 7, 10)	E-	f	#7	2
33	360	24	15.0	15	1.0	1	4	E4	64	True	Violoncello	1	4.0	4.0	7.0	viio7/ii	False	('G', 'B-', 'D-', 'E')	G	E	1.0	diminished seventh chord	(1, 4, 7, 10)	E-	f	#7	2
34	384	72	16.0	16	3.0	3	5	D-5	73	False	Violoncello	1	5.0	3.0	8.0	bVII	True	('F', 'A-', 'D-')	F	D-	1.0	major triad	(1, 5, 8)	E-	E-	-7	None
35	384	48	16.0	16	2.0	2	5	B-5	82	False	Violoncello	1	5.0	3.0	8.0	bVII	True	('F', 'A-', 'D-')	F	D-	1.0	major triad	(1, 5, 8)	E-	E-	-7	None
36	384	48	16.0	16	2.0	2	5	E4	64	False	Violoncello	1	5.0	3.0	8.0	bVII	True	('F', 'A-', 'D-')	F	D-	1.0	major triad	(1, 5, 8)	E-	E-	-7	None
37	384	72	16.0	16	3.0	3	5	F2	41	True	Violoncello	1	5.0	3.0	8.0	bVII	True	('F', 'A-', 'D-')	F	D-	1.0	major triad	(1, 5, 8)	E-	E-	-7	None
38	432	48	18.0	18	2.0	2	5	A-5	80	True	Violoncello	1	5.0	3.0	8.0	bVII	False	('F', 'A-', 'D-')	F	D-	1.0	major triad	(1, 5, 8)	E-	E-	-7	None
39	432	48	18.0	18	2.0	2	5	F4	65	True	Violoncello	1	5.0	3.0	8.0	bVII	False	('F', 'A-', 'D-')	F	D-	1.0	major triad	(1, 5, 8)	E-	E-	-7	None
40	456	24	19.0	19	1.0	1	5	D5	74	True	Violoncello	1	5.0	1.0	9.0	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
41	456	24	19.0	19	1.0	1	5	B-2	46	True	Violoncello	1	5.0	1.0	9.0	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
42	480	48	20.0	20	2.0	2	6	D5	74	False	Violoncello	1	6.0	3.0	10.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
43	480	48	20.0	20	2.0	2	6	A-5	80	False	Violoncello	1	6.0	3.0	10.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
44	480	24	20.0	20	1.0	1	6	F4	65	False	Violoncello	1	6.0	3.0	10.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
45	480	72	20.0	20	3.0	3	6	E-2	39	True	Violoncello	1	6.0	3.0	10.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
46	504	24	21.0	21	1.0	1	6	C-5	71	True	Violoncello	1	6.0	3.0	10.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
