j_offset	s_duration	s_measure	s_note	s_midi	s_isOnset	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0.0	1.0	0.0	C5	72.0	True	0.0	1.0	0.0	V	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
1.0	0.5	1.0	B4	71.0	True	1.0	3.0	1.0	V	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
1.5	0.5	1.0	C5	72.0	True	1.0	3.0	1.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
2.0	0.5	1.0	D5	74.0	True	1.0	3.0	1.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
2.5	0.5	1.0	C5	72.0	True	1.0	3.0	1.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
3.0	0.5	1.0	B-4	70.0	True	1.0	3.0	1.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
3.5	0.5	1.0	A4	69.0	True	1.0	3.0	1.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
4.0	0.5	2.0	G4	67.0	True	2.0	2.0	2.0	V	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
4.5	0.5	2.0	F4	65.0	True	2.0	2.0	2.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
5.0	0.5	2.0	E4	64.0	True	2.0	2.0	2.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
5.5	0.5	2.0	D4	62.0	True	2.0	2.0	2.0	V	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	F	F	5	None
6.0	0.5	2.0	C4	60.0	True	2.0	1.0	3.0	V7	True	('B-', 'C', 'E', 'G')	B-	C	3.0	dominant seventh chord	(0, 4, 7, 10)	F	F	5	None
6.0	1.0	2.0	B-3	58.0	True	2.0	1.0	3.0	V7	True	('B-', 'C', 'E', 'G')	B-	C	3.0	dominant seventh chord	(0, 4, 7, 10)	F	F	5	None
6.5	0.5	2.0	E4	64.0	True	2.0	1.0	3.0	V7	False	('B-', 'C', 'E', 'G')	B-	C	3.0	dominant seventh chord	(0, 4, 7, 10)	F	F	5	None
7.0	1.0	3.0	F4	65.0	True	3.0	1.0	4.0	I	True	('A', 'C', 'F')	A	F	1.0	major triad	(0, 5, 9)	F	F	1	None
7.0	3.0	3.0	C4	60.0	True	3.0	1.0	4.0	I	True	('A', 'C', 'F')	A	F	1.0	major triad	(0, 5, 9)	F	F	1	None
7.0	1.0	3.0	A3	57.0	True	3.0	1.0	4.0	I	True	('A', 'C', 'F')	A	F	1.0	major triad	(0, 5, 9)	F	F	1	None
8.0	0.0	3.0	G4	67.0	True	3.0	1.0	5.0	V	True	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	F	F	5	None
8.0	0.5	3.0	F4	65.0	True	3.0	1.0	5.0	V	True	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	F	F	5	None
8.0	1.0	3.0	G3	55.0	True	3.0	1.0	5.0	V	True	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	F	F	5	None
8.5	0.5	3.0	E4	64.0	True	3.0	1.0	5.0	V	False	('G', 'C', 'E')	G	C	2.0	major triad	(0, 4, 7)	F	F	5	None
9.0	1.0	3.0	F3	53.0	True	3.0	1.0	6.0	I	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
9.0	0.5	3.0	F4	65.0	True	3.0	1.0	6.0	I	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
9.5	0.5	3.0	A4	69.0	True	3.0	1.0	6.0	I	False	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	F	F	1	None
10.0	1.0	4.0	F4	65.0	True	4.0	1.0	7.0	I	True	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	F	F	1	None
10.0	1.0	4.0	A4	69.0	True	4.0	1.0	7.0	I	True	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	F	F	1	None
10.0	2.0	4.0	C4	60.0	True	4.0	1.0	7.0	I	True	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	F	F	1	None
