	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	s_note	s_midi	s_isOnset	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0.0	24.0	0.0	0	1.0	1	0.0	G4	67.0	True	P1-Staff2	1	0.0	1.0	0.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
1	0.0	24.0	0.0	0	1.0	1	0.0	E5	76.0	True	P1-Staff2	1	0.0	1.0	0.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
2	24.0	48.0	1.0	1	2.0	2	1.0	G4	67.0	True	P1-Staff2	1	1.0	3.0	1.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
3	24.0	48.0	1.0	1	2.0	2	1.0	E5	76.0	True	P1-Staff2	1	1.0	3.0	1.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
4	24.0	72.0	1.0	1	3.0	3	1.0	C4	60.0	True	P1-Staff2	5	1.0	3.0	1.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
5	24.0	72.0	1.0	1	3.0	3	1.0	C3	48.0	True	P1-Staff2	6	1.0	3.0	1.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
6	72.0	24.0	3.0	3	1.0	1	1.0	E4	64.0	True	P1-Staff2	1	1.0	3.0	1.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
7	72.0	24.0	3.0	3	1.0	1	1.0	C5	72.0	True	P1-Staff2	1	1.0	3.0	1.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
8	96.0	48.0	4.0	4	2.0	2	2.0	C4	60.0	False	P1-Staff2	5	2.0	2.0	2.0	IV	True	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	C	C	4	None
9	96.0	48.0	4.0	4	2.0	2	2.0	C3	48.0	False	P1-Staff2	6	2.0	2.0	2.0	IV	True	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	C	C	4	None
10	96.0	48.0	4.0	4	2.0	2	2.0	A4	69.0	True	P1-Staff2	1	2.0	2.0	2.0	IV	True	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	C	C	4	None
11	96.0	48.0	4.0	4	2.0	2	2.0	F5	77.0	True	P1-Staff2	1	2.0	2.0	2.0	IV	True	('C', 'F', 'A')	C	F	2.0	major triad	(0, 5, 9)	C	C	4	None
12	144.0	24.0	6.0	6	1.0	1	2.0	G4	67.0	True	P1-Staff2	1	2.0	1.0	3.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
13	144.0	24.0	6.0	6	1.0	1	2.0	E5	76.0	True	P1-Staff2	1	2.0	1.0	3.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
14	144.0	24.0	6.0	6	1.0	1	2.0	C4	60.0	True	P1-Staff2	5	2.0	1.0	3.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
15	144.0	24.0	6.0	6	1.0	1	2.0	C3	48.0	True	P1-Staff2	6	2.0	1.0	3.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
16	168.0	48.0	7.0	7	2.0	2	3.0	G4	67.0	True	P1-Staff2	1	3.0	2.0	4.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
17	168.0	48.0	7.0	7	2.0	2	3.0	E5	76.0	True	P1-Staff2	1	3.0	2.0	4.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
18	168.0	48.0	7.0	7	2.0	2	3.0	G3	55.0	True	P1-Staff2	5	3.0	2.0	4.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
19	168.0	72.0	7.0	7	3.0	3	3.0	C3	48.0	True	P1-Staff2	6	3.0	2.0	4.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
20	216.0	24.0	9.0	9	1.0	1	3.0	B3	59.0	True	P1-Staff2	5	3.0	1.0	5.0	viio	True	('B', 'D', 'F')	B	B	0.0	diminished triad	(2, 5, 11)	C	C	7	None
21	216.0	24.0	9.0	9	1.0	1	3.0	F4	65.0	True	P1-Staff2	1	3.0	1.0	5.0	viio	True	('B', 'D', 'F')	B	B	0.0	diminished triad	(2, 5, 11)	C	C	7	None
22	216.0	24.0	9.0	9	1.0	1	3.0	D5	74.0	True	P1-Staff2	1	3.0	1.0	5.0	viio	True	('B', 'D', 'F')	B	B	0.0	diminished triad	(2, 5, 11)	C	C	7	None
23	240.0	24.0	10.0	10	1.0	1	4.0	C4	60.0	True	P1-Staff2	5	4.0	3.0	6.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
24	240.0	48.0	10.0	10	2.0	2	4.0	C3	48.0	False	P1-Staff2	6	4.0	3.0	6.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
25	240.0	48.0	10.0	10	2.0	2	4.0	E4	64.0	True	P1-Staff2	1	4.0	3.0	6.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
26	240.0	48.0	10.0	10	2.0	2	4.0	C5	72.0	True	P1-Staff2	1	4.0	3.0	6.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
27	288.0	24.0	12.0	12	1.0	1	4.0	E4	64.0	True	P1-Staff2	1	4.0	3.0	6.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
28	288.0	24.0	12.0	12	1.0	1	4.0	C5	72.0	True	P1-Staff2	1	4.0	3.0	6.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
29	288.0	24.0	12.0	12	1.0	1	4.0	C4	60.0	True	P1-Staff2	5	4.0	3.0	6.0	I	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
30	312.0	48.0	13.0	13	2.0	2	5.0	G4	67.0	True	P1-Staff2	1	5.0	2.0	7.0	V	True	('B', 'D', 'G')	B	G	1.0	major triad	(2, 7, 11)	C	C	5	None
31	312.0	48.0	13.0	13	2.0	2	5.0	D5	74.0	True	P1-Staff2	1	5.0	2.0	7.0	V	True	('B', 'D', 'G')	B	G	1.0	major triad	(2, 7, 11)	C	C	5	None
32	312.0	48.0	13.0	13	2.0	2	5.0	B3	59.0	True	P1-Staff2	6	5.0	2.0	7.0	V	True	('B', 'D', 'G')	B	G	1.0	major triad	(2, 7, 11)	C	C	5	None
33	360.0	24.0	15.0	15	1.0	1	5.0	G4	67.0	True	P1-Staff2	1	5.0	1.0	8.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
34	360.0	24.0	15.0	15	1.0	1	5.0	C5	72.0	True	P1-Staff2	1	5.0	1.0	8.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
35	360.0	24.0	15.0	15	1.0	1	5.0	E5	76.0	True	P1-Staff2	1	5.0	1.0	8.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
36	360.0	24.0	15.0	15	1.0	1	5.0	C4	60.0	True	P1-Staff2	6	5.0	1.0	8.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
37	384.0	48.0	16.0	16	2.0	2	6.0	F3	53.0	True	P1-Staff2	6	6.0	2.0	9.0	ii	True	('F', 'A', 'D')	F	D	1.0	minor triad	(2, 5, 9)	C	C	2	None
38	384.0	24.0	16.0	16	1.0	1	6.0	F5	77.0	True	P1-Staff2	1	6.0	2.0	9.0	ii	True	('F', 'A', 'D')	F	D	1.0	minor triad	(2, 5, 9)	C	C	2	None
39	384.0	24.0	16.0	16	1.0	1	6.0	A4	69.0	True	P1-Staff2	1	6.0	2.0	9.0	ii	True	('F', 'A', 'D')	F	D	1.0	minor triad	(2, 5, 9)	C	C	2	None
40	384.0	24.0	16.0	16	1.0	1	6.0	D5	74.0	True	P1-Staff2	1	6.0	2.0	9.0	ii	True	('F', 'A', 'D')	F	D	1.0	minor triad	(2, 5, 9)	C	C	2	None
41	408.0	48.0	17.0	17	2.0	2	6.0	A4	69.0	True	P1-Staff2	1	6.0	2.0	9.0	ii	False	('F', 'A', 'D')	F	D	1.0	minor triad	(2, 5, 9)	C	C	2	None
42	408.0	48.0	17.0	17	2.0	2	6.0	D5	74.0	True	P1-Staff2	1	6.0	2.0	9.0	ii	False	('F', 'A', 'D')	F	D	1.0	minor triad	(2, 5, 9)	C	C	2	None
43	408.0	48.0	17.0	17	2.0	2	6.0	F5	77.0	True	P1-Staff2	1	6.0	2.0	9.0	ii	False	('F', 'A', 'D')	F	D	1.0	minor triad	(2, 5, 9)	C	C	2	None
44	432.0	24.0	18.0	18	1.0	1	6.0	D3	50.0	True	P1-Staff2	6	6.0	1.0	10.0	ii	True	('D', 'F', 'A')	D	D	0.0	minor triad	(2, 5, 9)	C	C	2	None
45	456.0	72.0	19.0	19	3.0	3	7.0	G4	67.0	True	P1-Staff2	1	7.0	3.0	11.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
46	456.0	72.0	19.0	19	3.0	3	7.0	B4	71.0	True	P1-Staff2	1	7.0	3.0	11.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
47	456.0	72.0	19.0	19	3.0	3	7.0	D5	74.0	True	P1-Staff2	1	7.0	3.0	11.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
48	456.0	48.0	19.0	19	2.0	2	7.0	G3	55.0	True	P1-Staff2	6	7.0	3.0	11.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
49	504.0	24.0	21.0	21	1.0	1	7.0	G2	43.0	True	P1-Staff2	6	7.0	3.0	11.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
50	528.0	24.0	22.0	22	1.0	1	8.0	D5	74.0	False	P1-Staff2	1	8.0	2.0	12.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
51	528.0	24.0	22.0	22	1.0	1	8.0	G4	67.0	False	P1-Staff2	1	8.0	2.0	12.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
52	528.0	24.0	22.0	22	1.0	1	8.0	B4	71.0	False	P1-Staff2	1	8.0	2.0	12.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
53	528.0	24.0	22.0	22	1.0	1	8.0	G3	55.0	True	P1-Staff2	6	8.0	2.0	12.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
54	576.0	24.0	24.0	24	1.0	1	8.0	D5	74.0	True	P1-Staff2	1	8.0	1.0	13.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
55	576.0	24.0	24.0	24	1.0	1	8.0	B4	71.0	True	P1-Staff2	1	8.0	1.0	13.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
56	600.0	48.0	25.0	25	2.0	2	9.0	B4	71.0	True	P1-Staff2	1	9.0	3.0	14.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
57	600.0	48.0	25.0	25	2.0	2	9.0	D5	74.0	True	P1-Staff2	1	9.0	3.0	14.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
58	600.0	72.0	25.0	25	3.0	3	9.0	G3	55.0	True	P1-Staff2	6	9.0	3.0	14.0	V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
59	648.0	24.0	27.0	27	1.0	1	9.0	B4	71.0	True	P1-Staff2	1	9.0	3.0	14.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
60	648.0	24.0	27.0	27	1.0	1	9.0	D5	74.0	True	P1-Staff2	1	9.0	3.0	14.0	V	False	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	C	5	None
61	672.0	48.0	28.0	28	2.0	2	10.0	E4	64.0	True	P1-Staff2	1	10.0	3.0	15.0	ii/V	True	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	C	G	2	5
62	672.0	48.0	28.0	28	2.0	2	10.0	A4	69.0	True	P1-Staff2	1	10.0	3.0	15.0	ii/V	True	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	C	G	2	5
63	672.0	48.0	28.0	28	2.0	2	10.0	C5	72.0	True	P1-Staff2	1	10.0	3.0	15.0	ii/V	True	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	C	G	2	5
64	672.0	72.0	28.0	28	3.0	3	10.0	A3	57.0	True	P1-Staff2	6	10.0	3.0	15.0	ii/V	True	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	C	G	2	5
65	720.0	24.0	30.0	30	1.0	1	10.0	E4	64.0	True	P1-Staff2	1	10.0	3.0	15.0	ii/V	False	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	C	G	2	5
66	720.0	24.0	30.0	30	1.0	1	10.0	A4	69.0	True	P1-Staff2	1	10.0	3.0	15.0	ii/V	False	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	C	G	2	5
67	720.0	24.0	30.0	30	1.0	1	10.0	C5	72.0	True	P1-Staff2	1	10.0	3.0	15.0	ii/V	False	('A', 'C', 'E')	A	A	0.0	minor triad	(0, 4, 9)	C	G	2	5
68	744.0	24.0	31.0	31	1.0	1	11.0	D3	50.0	True	P1-Staff2	6	11.0	3.0	16.0	V/V	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	C	G	5	5
69	744.0	72.0	31.0	31	3.0	3	11.0	A4	69.0	True	P1-Staff2	1	11.0	3.0	16.0	V/V	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	C	G	5	5
70	744.0	72.0	31.0	31	3.0	3	11.0	D4	62.0	True	P1-Staff2	1	11.0	3.0	16.0	V/V	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	C	G	5	5
71	744.0	72.0	31.0	31	3.0	3	11.0	F#4	66.0	True	P1-Staff2	1	11.0	3.0	16.0	V/V	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	C	G	5	5
72	768.0	24.0	32.0	32	1.0	1	11.0	F#3	54.0	True	P1-Staff2	6	11.0	3.0	16.0	V/V	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	C	G	5	5
73	792.0	24.0	33.0	33	1.0	1	11.0	A3	57.0	True	P1-Staff2	6	11.0	3.0	16.0	V/V	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	C	G	5	5
74	816.0	48.0	34.0	34	2.0	2	12.0	F#4	66.0	False	P1-Staff2	1	12.0	2.0	17.0	V/V	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	C	G	5	5
75	816.0	48.0	34.0	34	2.0	2	12.0	A4	69.0	False	P1-Staff2	1	12.0	2.0	17.0	V/V	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	C	G	5	5
76	816.0	24.0	34.0	34	1.0	1	12.0	D4	62.0	True	P1-Staff2	6	12.0	2.0	17.0	V/V	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	C	G	5	5
77	840.0	24.0	35.0	35	1.0	1	12.0	A3	57.0	True	P1-Staff2	6	12.0	2.0	17.0	V/V	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	C	G	5	5
78	864.0	24.0	36.0	36	1.0	1	12.0	C4	60.0	True	P1-Staff2	1	12.0	1.0	18.0	V7/V	True	('F#', 'A', 'C', 'D')	F#	D	1.0	dominant seventh chord	(0, 2, 6, 9)	C	G	5	5
79	864.0	24.0	36.0	36	1.0	1	12.0	D5	74.0	True	P1-Staff2	6	12.0	1.0	18.0	V7/V	True	('F#', 'A', 'C', 'D')	F#	D	1.0	dominant seventh chord	(0, 2, 6, 9)	C	G	5	5
80	864.0	24.0	36.0	36	1.0	1	12.0	F#3	54.0	True	P1-Staff2	1	12.0	1.0	18.0	V7/V	True	('F#', 'A', 'C', 'D')	F#	D	1.0	dominant seventh chord	(0, 2, 6, 9)	C	G	5	5
81	888.0	48.0	37.0	37	2.0	2	13.0	B3	59.0	True	P1-Staff2	1	13.0	2.0	19.0	I/V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	G	1	5
82	888.0	48.0	37.0	37	2.0	2	13.0	B4	71.0	True	P1-Staff2	6	13.0	2.0	19.0	I/V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	G	1	5
83	888.0	48.0	37.0	37	2.0	2	13.0	G3	55.0	True	P1-Staff2	1	13.0	2.0	19.0	I/V	True	('G', 'B', 'D')	G	G	0.0	major triad	(2, 7, 11)	C	G	1	5
84	936.0	24.0	39.0	39	1.0	1	13.0	G4	67.0	True	P1-Staff2	6	13.0	1.0	20.0	I/V	True	('B', 'D', 'G')	B	G	1.0	major triad	(2, 7, 11)	C	G	1	5
85	936.0	24.0	39.0	39	1.0	1	13.0	B3	59.0	True	P1-Staff2	1	13.0	1.0	20.0	I/V	True	('B', 'D', 'G')	B	G	1.0	major triad	(2, 7, 11)	C	G	1	5
86	936.0	24.0	39.0	39	1.0	1	13.0	D4	62.0	True	P1-Staff2	1	13.0	1.0	20.0	I/V	True	('B', 'D', 'G')	B	G	1.0	major triad	(2, 7, 11)	C	G	1	5
87	960.0	48.0	40.0	40	2.0	2	14.0	G4	67.0	True	P1-Staff2	1	14.0	2.0	21.0	IV/V	True	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	G	4	5
88	960.0	48.0	40.0	40	2.0	2	14.0	C5	72.0	True	P1-Staff2	1	14.0	2.0	21.0	IV/V	True	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	G	4	5
89	960.0	48.0	40.0	40	2.0	2	14.0	E3	52.0	True	P1-Staff2	1	14.0	2.0	21.0	IV/V	True	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	G	4	5
90	960.0	48.0	40.0	40	2.0	2	14.0	E4	64.0	True	P1-Staff2	1	14.0	2.0	21.0	IV/V	True	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	G	4	5
