onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral
0	4	0.0	0	1.0	1	0	3	4	0	0.0	B-3	58	True	B	-1	0	1.0	1	Violoncello.	1	0	1.0	0	I	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
0	4	0.0	0	1.0	1	0	3	4	0	0.0	B-3	58	True	B	-1	0	1.0	1	Violoncello.	1	0	1.0	0	I	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
0	4	0.0	0	1.0	1	0	3	4	0	0.0	B-3	58	True	B	-1	0	1.0	1	Violoncello.	1	0	1.0	0	I	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
0	4	0.0	0	1.0	1	0	3	4	0	0.0	B-2	46	True	B	-1	0	1.0	1	Violoncello.	1	0	1.0	0	I	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
4	6	1.0	1	1.5	3/2	1	3	4	1	1.0	A3	57	True	A	0	0	1.0	1	Violoncello.	1	1	1.5	1	V	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	B-	B-	5	None	V
4	6	1.0	1	1.5	3/2	1	3	4	1	1.0	A3	57	True	A	0	0	1.0	1	Violoncello.	1	1	1.5	1	V	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	B-	B-	5	None	V
4	6	1.0	1	1.5	3/2	1	3	4	1	1.0	A3	57	True	A	0	0	1.0	1	Violoncello.	1	1	1.5	1	V	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	B-	B-	5	None	V
4	6	1.0	1	1.5	3/2	1	3	4	1	1.0	A2	45	True	A	0	0	1.0	1	Violoncello.	1	1	1.5	1	V	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	B-	B-	5	None	V
10	2	2.5	5/2	0.5	1/2	1	3	4	1	2.5	A-2	44	True	A	-1	3/8	2.5	0	Violoncello.	1	1	0.5	2	V7/IV	True	('A-', 'B-', 'D', 'F')	A-	B-	3	dominant seventh chord	(2, 5, 8, 10)	B-	E-	5	4	V7
10	2	2.5	5/2	0.5	1/2	1	3	4	1	2.5	A-3	56	True	A	-1	3/8	2.5	0	Violoncello.	1	1	0.5	2	V7/IV	True	('A-', 'B-', 'D', 'F')	A-	B-	3	dominant seventh chord	(2, 5, 8, 10)	B-	E-	5	4	V7
10	2	2.5	5/2	0.5	1/2	1	3	4	1	2.5	A-3	56	True	A	-1	3/8	2.5	0	Violoncello.	1	1	0.5	2	V7/IV	True	('A-', 'B-', 'D', 'F')	A-	B-	3	dominant seventh chord	(2, 5, 8, 10)	B-	E-	5	4	V7
10	2	2.5	5/2	0.5	1/2	1	3	4	1	2.5	A-3	56	True	A	-1	3/8	2.5	0	Violoncello.	1	1	0.5	2	V7/IV	True	('A-', 'B-', 'D', 'F')	A-	B-	3	dominant seventh chord	(2, 5, 8, 10)	B-	E-	5	4	V7
12	2	3.0	3	0.5	1/2	1	3	4	1	3.0	G2	43	True	G	0	1/2	3.0	3	Violoncello.	1	1	0.5	3	IV	True	('G', 'B-', 'E-')	G	E-	1	major triad	(3, 7, 10)	B-	B-	4	None	IV
12	2	3.0	3	0.5	1/2	1	3	4	1	3.0	G3	55	True	G	0	1/2	3.0	3	Violoncello.	1	1	0.5	3	IV	True	('G', 'B-', 'E-')	G	E-	1	major triad	(3, 7, 10)	B-	B-	4	None	IV
12	2	3.0	3	0.5	1/2	1	3	4	1	3.0	G3	55	True	G	0	1/2	3.0	3	Violoncello.	1	1	0.5	3	IV	True	('G', 'B-', 'E-')	G	E-	1	major triad	(3, 7, 10)	B-	B-	4	None	IV
12	2	3.0	3	0.5	1/2	1	3	4	1	3.0	G3	55	True	G	0	1/2	3.0	3	Violoncello.	1	1	0.5	3	IV	True	('G', 'B-', 'E-')	G	E-	1	major triad	(3, 7, 10)	B-	B-	4	None	IV
14	2	3.5	7/2	0.5	1/2	1	3	4	1	3.5	G3	55	True	G	0	5/8	3.5	0	Violoncello.	1	1	0.5	4	ii	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	B-	B-	2	None	ii
14	2	3.5	7/2	0.5	1/2	1	3	4	1	3.5	C2	36	True	C	0	5/8	3.5	0	Violoncello.	1	1	0.5	4	ii	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	B-	B-	2	None	ii
14	2	3.5	7/2	0.5	1/2	1	3	4	1	3.5	E-4	63	True	E	-1	5/8	3.5	0	Violoncello.	1	1	0.5	4	ii	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	B-	B-	2	None	ii
14	2	3.5	7/2	0.5	1/2	1	3	4	1	3.5	C4	60	True	C	0	5/8	3.5	0	Violoncello.	1	1	0.5	4	ii	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	B-	B-	2	None	ii
16	4	4.0	4	1.0	1	2	3	4	2	4.0	D4	62	True	D	0	0	1.0	1	Violoncello.	1	2	1.0	5	I	True	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	B-	B-	1	None	I
16	4	4.0	4	1.0	1	2	3	4	2	4.0	B-3	58	True	B	-1	0	1.0	1	Violoncello.	1	2	1.0	5	I	True	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	B-	B-	1	None	I
16	4	4.0	4	1.0	1	2	3	4	2	4.0	F3	53	True	F	0	0	1.0	1	Violoncello.	1	2	1.0	5	I	True	('D', 'F', 'B-')	D	B-	1	major triad	(2, 5, 10)	B-	B-	1	None	I
