	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0	1	0.0	0	0.5	1/2	0	2	2	0	0.0	E4	64	True	E	0	0	1.0	1	Violoncello	1	0.0	1.5	0.0	V	True	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	A	A	5	None
1	1	1	0.5	1/2	0.5	1/2	0	2	2	0	0.25	F#4	66	True	F	1	1/8	1.25	0	Violoncello	1	0.0	1.5	0.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	A	A	5	None
2	2	1	1.0	1	0.5	1/2	0	2	2	0	0.5	E4	64	True	E	0	1/4	1.5	0	Violoncello	1	0.0	1.5	0.0	V	False	('E', 'G#', 'B')	E	E	0.0	major triad	(4, 8, 11)	A	A	5	None
3	3	8	1.5	3/2	4.0	4	1	2	2	1	0.75	C#4	61	True	C	1	0	1.0	1	Violoncello	1	1.0	2.0	1.0	I	True	('E', 'A', 'C#')	E	A	2.0	major triad	(1, 4, 9)	A	A	1	None
4	4	1	2.0	2	0.5	1/2	1	2	2	1	1.0	E3	52	True	E	0	1/8	1.25	0	Violoncello	1	1.0	2.0	1.0	I	False	('E', 'A', 'C#')	E	A	2.0	major triad	(1, 4, 9)	A	A	1	None
5	5	1	2.5	5/2	0.5	1/2	1	2	2	1	1.25	F#3	54	True	F	1	1/4	1.5	0	Violoncello	1	1.0	2.0	1.0	I	False	('E', 'A', 'C#')	E	A	2.0	major triad	(1, 4, 9)	A	A	1	None
6	6	1	3.0	3	0.5	1/2	1	2	2	1	1.5	E3	52	True	E	0	3/8	1.75	0	Violoncello	1	1.0	2.0	1.0	I	False	('E', 'A', 'C#')	E	A	2.0	major triad	(1, 4, 9)	A	A	1	None
7	7	4	3.5	7/2	2.0	2	1	2	2	1	1.75	A3	57	True	A	0	1/2	2.0	2	Violoncello	1	1.0	2.0	2.0	I	True	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
8	8	1	4.0	4	0.5	1/2	1	2	2	1	2.0	E5	76	True	E	0	5/8	2.25	0	Violoncello	1	1.0	2.0	2.0	I	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
9	9	1	4.5	9/2	0.5	1/2	1	2	2	1	2.25	F#5	78	True	F	1	3/4	2.5	0	Violoncello	1	1.0	2.0	2.0	I	False	('A', 'C#', 'E')	A	A	0.0	major triad	(1, 4, 9)	A	A	1	None
