onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ks_fifths	ts_beats	ts_beat_type	measureNumberWithSuffix	onset_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0	4	0.0	0	1.0	1	1	-1	4	4	1	0.0	F4	65	True	F	0	0	1.0	1	Basso	1	1	4.0	0	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
4	2	1.0	1	0.5	1/2	1	-1	4	4	1	1.0	F4	65	True	F	0	1/4	2.0	2	Basso	1	1	4.0	0	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
6	2	1.5	3/2	0.5	1/2	1	-1	4	4	1	1.5	F4	65	True	F	0	3/8	2.5	0	Basso	1	1	4.0	0	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
8	6	2.0	2	1.5	3/2	1	-1	4	4	1	2.0	F4	65	True	F	0	1/2	3.0	3	Basso	1	1	4.0	0	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
14	2	3.5	7/2	0.5	1/2	1	-1	4	4	1	3.5	E4	64	True	E	0	7/8	4.5	0	Basso	1	1	4.0	0	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
16	2	4.0	4	0.5	1/2	2	-1	4	4	2	4.0	D4	62	True	D	0	0	1.0	1	Basso	1	2	2.0	1	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
18	2	4.5	9/2	0.5	1/2	2	-1	4	4	2	4.5	C4	60	True	C	0	1/8	1.5	0	Basso	1	2	2.0	1	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
20	2	5.0	5	0.5	1/2	2	-1	4	4	2	5.0	B-3	58	True	B	-1	1/4	2.0	2	Basso	1	2	2.0	1	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
22	2	5.5	11/2	0.5	1/2	2	-1	4	4	2	5.5	A3	57	True	A	0	3/8	2.5	0	Basso	1	2	2.0	1	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
24	4	6.0	6	1.0	1	2	-1	4	4	2	6.0	D4	62	True	D	0	1/2	3.0	3	Basso	1	2	1.0	2	ii	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	F	F	2	None	ii	True
24	8	6.0	6	2.0	2	2	-1	4	4	2	6.0	G3	55	True	G	0	1/2	3.0	3	Basso	1	2	1.0	2	ii	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	F	F	2	None	ii	True
28	4	7.0	7	1.0	1	2	-1	4	4	2	7.0	E4	64	True	E	0	3/4	4.0	4	Basso	1	2	1.0	3	viio	True	('G', 'B-', 'E')	G	E	1	diminished triad	(4, 7, 10)	F	F	7	None	viio	True
32	8	8.0	8	2.0	2	3	-1	4	4	3	8.0	F4	65	True	F	0	0	1.0	1	Basso	1	3	4.0	4	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
32	4	8.0	8	1.0	1	3	-1	4	4	3	8.0	C5	72	True	C	0	0	1.0	1	Basso	1	3	4.0	4	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
32	4	8.0	8	1.0	1	3	-1	4	4	3	8.0	A4	69	True	A	0	0	1.0	1	Basso	1	3	4.0	4	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
32	16	8.0	8	4.0	4	3	-1	4	4	3	8.0	F3	53	True	F	0	0	1.0	1	Basso	1	3	4.0	4	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
36	2	9.0	9	0.5	1/2	3	-1	4	4	3	9.0	C5	72	True	C	0	1/4	2.0	2	Basso	1	3	4.0	4	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
36	2	9.0	9	0.5	1/2	3	-1	4	4	3	9.0	A4	69	True	A	0	1/4	2.0	2	Basso	1	3	4.0	4	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
38	2	9.5	19/2	0.5	1/2	3	-1	4	4	3	9.5	C5	72	True	C	0	3/8	2.5	0	Basso	1	3	4.0	4	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
38	2	9.5	19/2	0.5	1/2	3	-1	4	4	3	9.5	A4	69	True	A	0	3/8	2.5	0	Basso	1	3	4.0	4	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
40	4	10.0	10	1.0	1	3	-1	4	4	3	10.0	F4	65	True	F	0	1/2	3.0	3	Basso	1	3	4.0	4	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
40	6	10.0	10	1.5	3/2	3	-1	4	4	3	10.0	C5	72	True	C	0	1/2	3.0	3	Basso	1	3	4.0	4	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
40	6	10.0	10	1.5	3/2	3	-1	4	4	3	10.0	A4	69	True	A	0	1/2	3.0	3	Basso	1	3	4.0	4	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
44	4	11.0	11	1.0	1	3	-1	4	4	3	11.0	F4	65	True	F	0	3/4	4.0	4	Basso	1	3	4.0	4	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
46	2	11.5	23/2	0.5	1/2	3	-1	4	4	3	11.5	B-4	70	True	B	-1	7/8	4.5	0	Basso	1	3	4.0	4	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
46	2	11.5	23/2	0.5	1/2	3	-1	4	4	3	11.5	G4	67	True	G	0	7/8	4.5	0	Basso	1	3	4.0	4	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
48	2	12.0	12	0.5	1/2	4	-1	4	4	4	12.0	F4	65	True	F	0	0	1.0	1	Basso	1	4	1.0	5	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
48	2	12.0	12	0.5	1/2	4	-1	4	4	4	12.0	A4	69	True	A	0	0	1.0	1	Basso	1	4	1.0	5	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
48	2	12.0	12	0.5	1/2	4	-1	4	4	4	12.0	F4	65	True	F	0	0	1.0	1	Basso	1	4	1.0	5	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
50	2	12.5	25/2	0.5	1/2	4	-1	4	4	4	12.5	G4	67	True	G	0	1/8	1.5	0	Basso	1	4	1.0	5	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
50	2	12.5	25/2	0.5	1/2	4	-1	4	4	4	12.5	G4	67	True	G	0	1/8	1.5	0	Basso	1	4	1.0	5	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
50	2	12.5	25/2	0.5	1/2	4	-1	4	4	4	12.5	E4	64	True	E	0	1/8	1.5	0	Basso	1	4	1.0	5	I	False	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	1	None	I	True
52	8	13.0	13	2.0	2	4	-1	4	4	4	13.0	A4	69	True	A	0	1/4	2.0	2	Basso	1	4	1.0	6	vi	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	F	F	6	None	vi	True
52	2	13.0	13	0.5	1/2	4	-1	4	4	4	13.0	F4	65	True	F	0	1/4	2.0	2	Basso	1	4	1.0	6	vi	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	F	F	6	None	vi	True
52	2	13.0	13	0.5	1/2	4	-1	4	4	4	13.0	D4	62	True	D	0	1/4	2.0	2	Basso	1	4	1.0	6	vi	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	F	F	6	None	vi	True
54	2	13.5	27/2	0.5	1/2	4	-1	4	4	4	13.5	E4	64	True	E	0	3/8	2.5	0	Basso	1	4	1.0	6	vi	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	F	F	6	None	vi	True
54	2	13.5	27/2	0.5	1/2	4	-1	4	4	4	13.5	C4	60	True	C	0	3/8	2.5	0	Basso	1	4	1.0	6	vi	False	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	F	F	6	None	vi	True
56	8	14.0	14	2.0	2	4	-1	4	4	4	14.0	D4	62	True	D	0	1/2	3.0	3	Basso	1	4	1.0	7	VI7	True	('F#', 'A', 'C', 'D')	F#	D	1	dominant seventh chord	(0, 2, 6, 9)	F	F	6	None	VI7	True
56	8	14.0	14	2.0	2	4	-1	4	4	4	14.0	B-3	58	True	B	-1	1/2	3.0	3	Basso	1	4	1.0	7	VI7	True	('F#', 'A', 'C', 'D')	F#	D	1	dominant seventh chord	(0, 2, 6, 9)	F	F	6	None	VI7	True
56	4	14.0	14	1.0	1	4	-1	4	4	4	14.0	D3	50	True	D	0	1/2	3.0	3	Basso	1	4	1.0	7	VI7	True	('F#', 'A', 'C', 'D')	F#	D	1	dominant seventh chord	(0, 2, 6, 9)	F	F	6	None	VI7	True
