	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0	2	0.0	0	0.5	1/2	0	2	4	0	0.0	B4	71	True	B	0	0	1.0	1	P2-Staff2	1	0.0	0.5	0.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
1	0	2	0.0	0	0.5	1/2	0	2	4	0	0.0	D#4	63	True	D	1	0	1.0	1	P2-Staff2	1	0.0	0.5	0.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
2	0	2	0.0	0	0.5	1/2	0	2	4	0	0.0	F#4	66	True	F	1	0	1.0	1	P2-Staff2	1	0.0	0.5	0.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
3	0	2	0.0	0	0.5	1/2	0	2	4	0	0.0	B4	71	True	B	0	0	1.0	1	P2-Staff2	1	0.0	0.5	0.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
4	0	2	0.0	0	0.5	1/2	0	2	4	0	0.0	B1	35	True	B	0	0	1.0	1	P2-Staff2	1	0.0	0.5	0.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
5	0	2	0.0	0	0.5	1/2	0	2	4	0	0.0	F#2	42	True	F	1	0	1.0	1	P2-Staff2	1	0.0	0.5	0.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
6	2	2	0.5	1/2	0.5	1/2	1	2	4	1	0.5	A#4	70	True	A	1	0	1.0	1	P2-Staff2	1	1.0	2.0	1.0	V7	True	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
7	2	2	0.5	1/2	0.5	1/2	1	2	4	1	0.5	C#4	61	True	C	1	0	1.0	1	P2-Staff2	1	1.0	2.0	1.0	V7	True	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
8	2	2	0.5	1/2	0.5	1/2	1	2	4	1	0.5	E4	64	True	E	0	0	1.0	1	P2-Staff2	1	1.0	2.0	1.0	V7	True	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
9	2	2	0.5	1/2	0.5	1/2	1	2	4	1	0.5	A#4	70	True	A	1	0	1.0	1	P2-Staff2	1	1.0	2.0	1.0	V7	True	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
10	2	6	0.5	1/2	1.5	3/2	1	2	4	1	0.5	B1	35	False	B	0	0	1.0	1	P2-Staff2	1	1.0	2.0	1.0	V7	True	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
11	2	6	0.5	1/2	1.5	3/2	1	2	4	1	0.5	F#2	42	False	F	1	0	1.0	1	P2-Staff2	1	1.0	2.0	1.0	V7	True	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
12	4	2	1.0	1	0.5	1/2	1	2	4	1	1.0	F#4	66	True	F	1	1/8	1.5	0	P2-Staff2	1	1.0	2.0	1.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
13	4	4	1.0	1	1.0	1	1	2	4	1	1.0	A#3	58	True	A	1	1/8	1.5	0	P2-Staff2	1	1.0	2.0	1.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
14	4	4	1.0	1	1.0	1	1	2	4	1	1.0	E4	64	True	E	0	1/8	1.5	0	P2-Staff2	1	1.0	2.0	1.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
15	4	4	1.0	1	1.0	1	1	2	4	1	1.0	F#4	66	True	F	1	1/8	1.5	0	P2-Staff2	1	1.0	2.0	1.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
16	8	2	2.0	2	0.5	1/2	1	2	4	1	2.0	C#5	73	True	C	1	3/8	2.5	0	P2-Staff2	1	1.0	2.0	1.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
17	8	2	2.0	2	0.5	1/2	1	2	4	1	2.0	E4	64	True	E	0	3/8	2.5	0	P2-Staff2	1	1.0	2.0	1.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
18	8	2	2.0	2	0.5	1/2	1	2	4	1	2.0	F#4	66	True	F	1	3/8	2.5	0	P2-Staff2	1	1.0	2.0	1.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
19	8	2	2.0	2	0.5	1/2	1	2	4	1	2.0	C#5	73	True	C	1	3/8	2.5	0	P2-Staff2	1	1.0	2.0	1.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
20	8	2	2.0	2	0.5	1/2	1	2	4	1	2.0	B1	35	True	B	0	3/8	2.5	0	P2-Staff2	1	1.0	2.0	1.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
21	8	2	2.0	2	0.5	1/2	1	2	4	1	2.0	F#2	42	True	F	1	3/8	2.5	0	P2-Staff2	1	1.0	2.0	1.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
22	10	2	2.5	5/2	0.5	1/2	2	2	4	2	2.5	B4	71	True	B	0	0	1.0	1	P2-Staff2	1	2.0	2.0	2.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
23	10	2	2.5	5/2	0.5	1/2	2	2	4	2	2.5	D#4	63	True	D	1	0	1.0	1	P2-Staff2	1	2.0	2.0	2.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
24	10	2	2.5	5/2	0.5	1/2	2	2	4	2	2.5	F#4	66	True	F	1	0	1.0	1	P2-Staff2	1	2.0	2.0	2.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
25	10	2	2.5	5/2	0.5	1/2	2	2	4	2	2.5	B4	71	True	B	0	0	1.0	1	P2-Staff2	1	2.0	2.0	2.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
26	10	8	2.5	5/2	2.0	2	2	2	4	2	2.5	B1	35	False	B	0	0	1.0	1	P2-Staff2	1	2.0	2.0	2.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
27	10	8	2.5	5/2	2.0	2	2	2	4	2	2.5	F#2	42	False	F	1	0	1.0	1	P2-Staff2	1	2.0	2.0	2.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
28	12	2	3.0	3	0.5	1/2	2	2	4	2	3.0	F#4	66	True	F	1	1/8	1.5	0	P2-Staff2	1	2.0	2.0	2.0	I	False	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
29	12	4	3.0	3	1.0	1	2	2	4	2	3.0	B3	59	True	B	0	1/8	1.5	0	P2-Staff2	1	2.0	2.0	2.0	I	False	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
30	12	4	3.0	3	1.0	1	2	2	4	2	3.0	D#4	63	True	D	1	1/8	1.5	0	P2-Staff2	1	2.0	2.0	2.0	I	False	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
31	12	4	3.0	3	1.0	1	2	2	4	2	3.0	F#4	66	True	F	1	1/8	1.5	0	P2-Staff2	1	2.0	2.0	2.0	I	False	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
32	16	2	4.0	4	0.5	1/2	2	2	4	2	4.0	F#4	66	True	F	1	3/8	2.5	0	P2-Staff2	1	2.0	2.0	2.0	I	False	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
33	16	2	4.0	4	0.5	1/2	2	2	4	2	4.0	B4	71	True	B	0	3/8	2.5	0	P2-Staff2	1	2.0	2.0	2.0	I	False	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
34	16	2	4.0	4	0.5	1/2	2	2	4	2	4.0	D#5	75	True	D	1	3/8	2.5	0	P2-Staff2	1	2.0	2.0	2.0	I	False	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
35	18	6	4.5	9/2	1.5	3/2	3	2	4	3	4.5	C#5	73	True	C	1	0	1.0	1	P2-Staff2	2	3.0	1.0	3.0	ii	True	('E', 'G#', 'C#')	E	C#	1.0	minor triad	(1, 4, 8)	B	B	2	None
36	18	6	4.5	9/2	1.5	3/2	3	2	4	3	4.5	G#4	68	True	G	1	0	1.0	1	P2-Staff2	1	3.0	1.0	3.0	ii	True	('E', 'G#', 'C#')	E	C#	1.0	minor triad	(1, 4, 8)	B	B	2	None
37	18	6	4.5	9/2	1.5	3/2	3	2	4	3	4.5	C#5	73	True	C	1	0	1.0	1	P2-Staff2	1	3.0	1.0	3.0	ii	True	('E', 'G#', 'C#')	E	C#	1.0	minor triad	(1, 4, 8)	B	B	2	None
38	18	8	4.5	9/2	2.0	2	3	2	4	3	4.5	C#4	61	True	C	1	0	1.0	1	P2-Staff2	2	3.0	1.0	3.0	ii	True	('E', 'G#', 'C#')	E	C#	1.0	minor triad	(1, 4, 8)	B	B	2	None
39	18	4	4.5	9/2	1.0	1	3	2	4	3	4.5	E2	40	True	E	0	0	1.0	1	P2-Staff2	1	3.0	1.0	3.0	ii	True	('E', 'G#', 'C#')	E	C#	1.0	minor triad	(1, 4, 8)	B	B	2	None
40	18	4	4.5	9/2	1.0	1	3	2	4	3	4.5	E3	52	True	E	0	0	1.0	1	P2-Staff2	1	3.0	1.0	3.0	ii	True	('E', 'G#', 'C#')	E	C#	1.0	minor triad	(1, 4, 8)	B	B	2	None
41	22	4	5.5	11/2	1.0	1	3	2	4	3	5.5	E#2	41	True	E	1	1/4	2.0	2	P2-Staff2	1	3.0	1.0	4.0	V/V	True	('E#', 'G#', 'C#')	E#	C#	1.0	major triad	(1, 5, 8)	B	F#	5	5
42	22	4	5.5	11/2	1.0	1	3	2	4	3	5.5	E#3	53	True	E	1	1/4	2.0	2	P2-Staff2	1	3.0	1.0	4.0	V/V	True	('E#', 'G#', 'C#')	E#	C#	1.0	major triad	(1, 5, 8)	B	F#	5	5
43	24	2	6.0	6	0.5	1/2	3	2	4	3	6.0	G#4	68	True	G	1	3/8	2.5	0	P2-Staff2	2	3.0	1.0	4.0	V/V	False	('E#', 'G#', 'C#')	E#	C#	1.0	major triad	(1, 5, 8)	B	F#	5	5
44	24	2	6.0	6	0.5	1/2	3	2	4	3	6.0	G#4	68	True	G	1	3/8	2.5	0	P2-Staff2	2	3.0	1.0	4.0	V/V	False	('E#', 'G#', 'C#')	E#	C#	1.0	major triad	(1, 5, 8)	B	F#	5	5
45	26	4	6.5	13/2	1.0	1	4	2	4	4	6.5	A#4	70	True	A	1	0	1.0	1	P2-Staff2	2	4.0	0.5	5.0	V	True	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	B	B	5	None
46	26	2	6.5	13/2	0.5	1/2	4	2	4	4	6.5	C#4	61	True	C	1	0	1.0	1	P2-Staff2	1	4.0	0.5	5.0	V	True	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	B	B	5	None
47	26	2	6.5	13/2	0.5	1/2	4	2	4	4	6.5	F#4	66	True	F	1	0	1.0	1	P2-Staff2	1	4.0	0.5	5.0	V	True	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	B	B	5	None
48	26	2	6.5	13/2	0.5	1/2	4	2	4	4	6.5	A#4	70	True	A	1	0	1.0	1	P2-Staff2	1	4.0	0.5	5.0	V	True	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	B	B	5	None
49	26	4	6.5	13/2	1.0	1	4	2	4	4	6.5	F#2	42	True	F	1	0	1.0	1	P2-Staff2	1	4.0	0.5	5.0	V	True	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	B	B	5	None
50	26	4	6.5	13/2	1.0	1	4	2	4	4	6.5	F#3	54	True	F	1	0	1.0	1	P2-Staff2	1	4.0	0.5	5.0	V	True	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	B	B	5	None
51	28	4	7.0	7	1.0	1	4	2	4	4	7.0	E4	64	True	E	0	1/8	1.5	0	P2-Staff2	2	4.0	1.0	6.0	V7	True	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
52	32	2	8.0	8	0.5	1/2	4	2	4	4	8.0	B4	71	True	B	0	3/8	2.5	0	P2-Staff2	2	4.0	0.5	7.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
53	32	2	8.0	8	0.5	1/2	4	2	4	4	8.0	D#4	63	True	D	1	3/8	2.5	0	P2-Staff2	1	4.0	0.5	7.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
54	32	2	8.0	8	0.5	1/2	4	2	4	4	8.0	F#4	66	True	F	1	3/8	2.5	0	P2-Staff2	1	4.0	0.5	7.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
55	32	2	8.0	8	0.5	1/2	4	2	4	4	8.0	B4	71	True	B	0	3/8	2.5	0	P2-Staff2	1	4.0	0.5	7.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
56	32	2	8.0	8	0.5	1/2	4	2	4	4	8.0	B1	35	True	B	0	3/8	2.5	0	P2-Staff2	1	4.0	0.5	7.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
57	32	2	8.0	8	0.5	1/2	4	2	4	4	8.0	F#2	42	True	F	1	3/8	2.5	0	P2-Staff2	1	4.0	0.5	7.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
58	34	2	8.5	17/2	0.5	1/2	5	2	4	5	8.5	A#4	70	True	A	1	0	1.0	1	P2-Staff2	2	5.0	2.0	8.0	V7	True	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
59	34	2	8.5	17/2	0.5	1/2	5	2	4	5	8.5	C#4	61	True	C	1	0	1.0	1	P2-Staff2	1	5.0	2.0	8.0	V7	True	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
60	34	2	8.5	17/2	0.5	1/2	5	2	4	5	8.5	E4	64	True	E	0	0	1.0	1	P2-Staff2	1	5.0	2.0	8.0	V7	True	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
61	34	2	8.5	17/2	0.5	1/2	5	2	4	5	8.5	A#4	70	True	A	1	0	1.0	1	P2-Staff2	1	5.0	2.0	8.0	V7	True	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
62	34	6	8.5	17/2	1.5	3/2	5	2	4	5	8.5	B1	35	False	B	0	0	1.0	1	P2-Staff2	1	5.0	2.0	8.0	V7	True	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
63	34	6	8.5	17/2	1.5	3/2	5	2	4	5	8.5	F#2	42	False	F	1	0	1.0	1	P2-Staff2	1	5.0	2.0	8.0	V7	True	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
64	36	2	9.0	9	0.5	1/2	5	2	4	5	9.0	F#4	66	True	F	1	1/8	1.5	0	P2-Staff2	2	5.0	2.0	8.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
65	36	4	9.0	9	1.0	1	5	2	4	5	9.0	A#3	58	True	A	1	1/8	1.5	0	P2-Staff2	1	5.0	2.0	8.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
66	36	4	9.0	9	1.0	1	5	2	4	5	9.0	E4	64	True	E	0	1/8	1.5	0	P2-Staff2	1	5.0	2.0	8.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
67	36	4	9.0	9	1.0	1	5	2	4	5	9.0	F#4	66	True	F	1	1/8	1.5	0	P2-Staff2	1	5.0	2.0	8.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
68	40	2	10.0	10	0.5	1/2	5	2	4	5	10.0	C#5	73	True	C	1	3/8	2.5	0	P2-Staff2	2	5.0	2.0	8.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
69	40	2	10.0	10	0.5	1/2	5	2	4	5	10.0	E4	64	True	E	0	3/8	2.5	0	P2-Staff2	1	5.0	2.0	8.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
70	40	2	10.0	10	0.5	1/2	5	2	4	5	10.0	F#4	66	True	F	1	3/8	2.5	0	P2-Staff2	1	5.0	2.0	8.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
71	40	2	10.0	10	0.5	1/2	5	2	4	5	10.0	C#5	73	True	C	1	3/8	2.5	0	P2-Staff2	1	5.0	2.0	8.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
72	40	2	10.0	10	0.5	1/2	5	2	4	5	10.0	B1	35	True	B	0	3/8	2.5	0	P2-Staff2	1	5.0	2.0	8.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
73	40	2	10.0	10	0.5	1/2	5	2	4	5	10.0	F#2	42	True	F	1	3/8	2.5	0	P2-Staff2	1	5.0	2.0	8.0	V7	False	('F#', 'A#', 'C#', 'E')	F#	F#	0.0	dominant seventh chord	(1, 4, 6, 10)	B	B	5	None
74	42	2	10.5	21/2	0.5	1/2	6	2	4	6	10.5	B4	71	True	B	0	0	1.0	1	P2-Staff2	2	6.0	2.0	9.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
75	42	2	10.5	21/2	0.5	1/2	6	2	4	6	10.5	D#4	63	True	D	1	0	1.0	1	P2-Staff2	1	6.0	2.0	9.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
76	42	2	10.5	21/2	0.5	1/2	6	2	4	6	10.5	F#4	66	True	F	1	0	1.0	1	P2-Staff2	1	6.0	2.0	9.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
77	42	2	10.5	21/2	0.5	1/2	6	2	4	6	10.5	B4	71	True	B	0	0	1.0	1	P2-Staff2	1	6.0	2.0	9.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
78	42	8	10.5	21/2	2.0	2	6	2	4	6	10.5	B1	35	False	B	0	0	1.0	1	P2-Staff2	1	6.0	2.0	9.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
79	42	8	10.5	21/2	2.0	2	6	2	4	6	10.5	F#2	42	False	F	1	0	1.0	1	P2-Staff2	1	6.0	2.0	9.0	I	True	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
80	44	2	11.0	11	0.5	1/2	6	2	4	6	11.0	F#4	66	True	F	1	1/8	1.5	0	P2-Staff2	2	6.0	2.0	9.0	I	False	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
81	44	4	11.0	11	1.0	1	6	2	4	6	11.0	B3	59	True	B	0	1/8	1.5	0	P2-Staff2	1	6.0	2.0	9.0	I	False	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
82	44	4	11.0	11	1.0	1	6	2	4	6	11.0	D#4	63	True	D	1	1/8	1.5	0	P2-Staff2	1	6.0	2.0	9.0	I	False	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
83	44	4	11.0	11	1.0	1	6	2	4	6	11.0	F#4	66	True	F	1	1/8	1.5	0	P2-Staff2	1	6.0	2.0	9.0	I	False	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
84	48	2	12.0	12	0.5	1/2	6	2	4	6	12.0	F#4	66	True	F	1	3/8	2.5	0	P2-Staff2	1	6.0	2.0	9.0	I	False	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
85	48	2	12.0	12	0.5	1/2	6	2	4	6	12.0	B4	71	True	B	0	3/8	2.5	0	P2-Staff2	1	6.0	2.0	9.0	I	False	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
86	48	2	12.0	12	0.5	1/2	6	2	4	6	12.0	D#5	75	True	D	1	3/8	2.5	0	P2-Staff2	1	6.0	2.0	9.0	I	False	('B', 'D#', 'F#')	B	B	0.0	major triad	(3, 6, 11)	B	B	1	None
87	50	6	12.5	25/2	1.5	3/2	7	2	4	7	12.5	C#5	73	True	C	1	0	1.0	1	P2-Staff2	2	7.0	1.0	10.0	ii	True	('E', 'G#', 'C#')	E	C#	1.0	minor triad	(1, 4, 8)	B	B	2	None
88	50	6	12.5	25/2	1.5	3/2	7	2	4	7	12.5	G#4	68	True	G	1	0	1.0	1	P2-Staff2	1	7.0	1.0	10.0	ii	True	('E', 'G#', 'C#')	E	C#	1.0	minor triad	(1, 4, 8)	B	B	2	None
89	50	6	12.5	25/2	1.5	3/2	7	2	4	7	12.5	C#5	73	True	C	1	0	1.0	1	P2-Staff2	1	7.0	1.0	10.0	ii	True	('E', 'G#', 'C#')	E	C#	1.0	minor triad	(1, 4, 8)	B	B	2	None
90	50	8	12.5	25/2	2.0	2	7	2	4	7	12.5	C#4	61	True	C	1	0	1.0	1	P2-Staff2	2	7.0	1.0	10.0	ii	True	('E', 'G#', 'C#')	E	C#	1.0	minor triad	(1, 4, 8)	B	B	2	None
91	50	4	12.5	25/2	1.0	1	7	2	4	7	12.5	E2	40	True	E	0	0	1.0	1	P2-Staff2	1	7.0	1.0	10.0	ii	True	('E', 'G#', 'C#')	E	C#	1.0	minor triad	(1, 4, 8)	B	B	2	None
92	50	4	12.5	25/2	1.0	1	7	2	4	7	12.5	E3	52	True	E	0	0	1.0	1	P2-Staff2	1	7.0	1.0	10.0	ii	True	('E', 'G#', 'C#')	E	C#	1.0	minor triad	(1, 4, 8)	B	B	2	None
93	54	4	13.5	27/2	1.0	1	7	2	4	7	13.5	E#2	41	True	E	1	1/4	2.0	2	P2-Staff2	1	7.0	1.0	11.0	V/V	True	('E#', 'G#', 'C#')	E#	C#	1.0	major triad	(1, 5, 8)	B	F#	5	5
94	54	4	13.5	27/2	1.0	1	7	2	4	7	13.5	E#3	53	True	E	1	1/4	2.0	2	P2-Staff2	1	7.0	1.0	11.0	V/V	True	('E#', 'G#', 'C#')	E#	C#	1.0	major triad	(1, 5, 8)	B	F#	5	5
95	56	2	14.0	14	0.5	1/2	7	2	4	7	14.0	G#4	68	True	G	1	3/8	2.5	0	P2-Staff2	2	7.0	1.0	11.0	V/V	False	('E#', 'G#', 'C#')	E#	C#	1.0	major triad	(1, 5, 8)	B	F#	5	5
96	56	2	14.0	14	0.5	1/2	7	2	4	7	14.0	G#4	68	True	G	1	3/8	2.5	0	P2-Staff2	2	7.0	1.0	11.0	V/V	False	('E#', 'G#', 'C#')	E#	C#	1.0	major triad	(1, 5, 8)	B	F#	5	5
97	58	2	14.5	29/2	0.5	1/2	8	2	4	8	14.5	B4	71	True	B	0	0	1.0	1	P2-Staff2	2	8.0	2.0	12.0	V	True	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	B	B	5	None
98	58	6	14.5	29/2	1.5	3/2	8	2	4	8	14.5	C#4	61	True	C	1	0	1.0	1	P2-Staff2	1	8.0	2.0	12.0	V	True	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	B	B	5	None
99	58	6	14.5	29/2	1.5	3/2	8	2	4	8	14.5	F#4	66	True	F	1	0	1.0	1	P2-Staff2	1	8.0	2.0	12.0	V	True	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	B	B	5	None
100	58	6	14.5	29/2	1.5	3/2	8	2	4	8	14.5	A#4	70	True	A	1	0	1.0	1	P2-Staff2	1	8.0	2.0	12.0	V	True	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	B	B	5	None
101	58	6	14.5	29/2	1.5	3/2	8	2	4	8	14.5	F#2	42	True	F	1	0	1.0	1	P2-Staff2	1	8.0	2.0	12.0	V	True	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	B	B	5	None
102	58	6	14.5	29/2	1.5	3/2	8	2	4	8	14.5	F#3	54	True	F	1	0	1.0	1	P2-Staff2	1	8.0	2.0	12.0	V	True	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	B	B	5	None
103	60	2	15.0	15	0.5	1/2	8	2	4	8	15.0	A#4	70	True	A	1	1/8	1.5	0	P2-Staff2	2	8.0	2.0	12.0	V	False	('F#', 'A#', 'C#')	F#	F#	0.0	major triad	(1, 6, 10)	B	B	5	None
