onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	6	0.0	0	3.0	3	1	4	4	1	0.0	G3	55	True	G	0	0	1.0	1	Continuo	1	1	4.0	0	i	True	('G',)	G	G	0	note	(7,)	g	g	1	None
6	2	3.0	3	1.0	1	1	4	4	1	3.0	G3	55	True	G	0	3/4	4.0	4	Continuo	1	1	4.0	0	i	False	('G',)	G	G	0	note	(7,)	g	g	1	None
8	6	4.0	4	3.0	3	2	4	4	2	4.0	D5	74	True	D	0	0	1.0	1	Continuo	1	2	4.0	1	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None
8	6	4.0	4	3.0	3	2	4	4	2	4.0	B-4	70	True	B	-1	0	1.0	1	Continuo	1	2	4.0	1	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None
8	4	4.0	4	2.0	2	2	4	4	2	4.0	G3	55	True	G	0	0	1.0	1	Continuo	1	2	4.0	1	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None
8	6	4.0	4	3.0	3	2	4	4	2	4.0	G3	55	True	G	0	0	1.0	1	Continuo	1	2	4.0	1	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None
8	6	4.0	4	3.0	3	2	4	4	2	4.0	G3	55	True	G	0	0	1.0	1	Continuo	1	2	4.0	1	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None
12	2	6.0	6	1.0	1	2	4	4	2	6.0	G3	55	True	G	0	1/2	3.0	3	Continuo	1	2	4.0	1	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None
14	2	7.0	7	1.0	1	2	4	4	2	7.0	D5	74	True	D	0	3/4	4.0	4	Continuo	1	2	4.0	1	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None
14	2	7.0	7	1.0	1	2	4	4	2	7.0	B-4	70	True	B	-1	3/4	4.0	4	Continuo	1	2	4.0	1	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None
14	2	7.0	7	1.0	1	2	4	4	2	7.0	G3	55	True	G	0	3/4	4.0	4	Continuo	1	2	4.0	1	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None
14	2	7.0	7	1.0	1	2	4	4	2	7.0	G3	55	True	G	0	3/4	4.0	4	Continuo	1	2	4.0	1	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None
14	2	7.0	7	1.0	1	2	4	4	2	7.0	G3	55	True	G	0	3/4	4.0	4	Continuo	1	2	4.0	1	i	False	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None
16	4	8.0	8	2.0	2	3	4	4	3	8.0	G3	55	True	G	0	0	1.0	1	Continuo	1	3	4.0	2	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None
16	8	8.0	8	4.0	4	3	4	4	3	8.0	G3	55	True	G	0	0	1.0	1	Continuo	1	3	4.0	2	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None
16	4	8.0	8	2.0	2	3	4	4	3	8.0	G3	55	True	G	0	0	1.0	1	Continuo	1	3	4.0	2	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None
16	4	8.0	8	2.0	2	3	4	4	3	8.0	D5	74	True	D	0	0	1.0	1	Continuo	1	3	4.0	2	i	True	('G', 'B-', 'D')	G	G	0	minor triad	(2, 7, 10)	g	g	1	None
