j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	s_note	s_midi	s_isOnset	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0.0	0	1.0	1	0.0	G4	67.0	True	P1-Staff2	1	0.0	1.5	0.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
0.0	0	1.0	1	0.0	B-4	70.0	True	P1-Staff2	1	0.0	1.5	0.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
0.0	0	0.5	1/2	0.0	E-3	51.0	True	P1-Staff2	1	0.0	1.5	0.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
0.5	1/2	0.5	1/2	0.0	G3	55.0	True	P1-Staff2	1	0.0	1.5	0.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
1.0	1	0.5	1/2	0.0	E-4	63.0	True	P1-Staff2	1	0.0	1.5	0.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
1.0	1	0.5	1/2	0.0	G4	67.0	True	P1-Staff2	1	0.0	1.5	0.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
1.0	1	0.5	1/2	0.0	B-3	58.0	True	P1-Staff2	1	0.0	1.5	0.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
1.5	3/2	1.5	3/2	1.0	F4	65.0	True	P1-Staff2	1	1.0	1.5	1.0	V7	True	('D', 'F', 'A-', 'B-')	D	B-	1.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
1.5	3/2	1.5	3/2	1.0	A-4	68.0	True	P1-Staff2	1	1.0	1.5	1.0	V7	True	('D', 'F', 'A-', 'B-')	D	B-	1.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
1.5	3/2	0.5	1/2	1.0	D3	50.0	True	P1-Staff2	1	1.0	1.5	1.0	V7	True	('D', 'F', 'A-', 'B-')	D	B-	1.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
2.0	2	0.5	1/2	1.0	F3	53.0	True	P1-Staff2	1	1.0	1.5	1.0	V7	False	('D', 'F', 'A-', 'B-')	D	B-	1.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
2.5	5/2	0.5	1/2	1.0	B-3	58.0	True	P1-Staff2	1	1.0	1.5	1.0	V7	False	('D', 'F', 'A-', 'B-')	D	B-	1.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
3.0	3	0.5	1/2	1.0	D4	62.0	True	P1-Staff2	1	1.0	1.5	2.0	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
3.0	3	0.5	1/2	1.0	F4	65.0	True	P1-Staff2	1	1.0	1.5	2.0	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
3.0	3	0.5	1/2	1.0	B-2	46.0	True	P1-Staff2	1	1.0	1.5	2.0	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
3.5	7/2	0.5	1/2	1.0	E-4	63.0	True	P1-Staff2	1	1.0	1.5	2.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
3.5	7/2	0.5	1/2	1.0	G4	67.0	True	P1-Staff2	1	1.0	1.5	2.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
3.5	7/2	0.5	1/2	1.0	F3	53.0	True	P1-Staff2	1	1.0	1.5	2.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
4.0	4	0.5	1/2	1.0	F4	65.0	True	P1-Staff2	1	1.0	1.5	2.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
4.0	4	0.5	1/2	1.0	A-4	68.0	True	P1-Staff2	1	1.0	1.5	2.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
4.0	4	0.5	1/2	1.0	B-3	58.0	True	P1-Staff2	1	1.0	1.5	2.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
4.5	9/2	1.0	1	2.0	E-4	63.0	True	P1-Staff2	1	2.0	3.0	3.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
4.5	9/2	1.0	1	2.0	G4	67.0	True	P1-Staff2	1	2.0	3.0	3.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
4.5	9/2	0.5	1/2	2.0	E-3	51.0	True	P1-Staff2	1	2.0	3.0	3.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
5.0	5	0.5	1/2	2.0	G3	55.0	True	P1-Staff2	1	2.0	3.0	3.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
5.5	11/2	0.5	1/2	2.0	E-4	63.0	True	P1-Staff2	1	2.0	3.0	3.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
5.5	11/2	0.5	1/2	2.0	G4	67.0	True	P1-Staff2	1	2.0	3.0	3.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
5.5	11/2	0.5	1/2	2.0	B-3	58.0	True	P1-Staff2	1	2.0	3.0	3.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
6.0	6	1.0	1	2.0	G4	67.0	True	P1-Staff2	1	2.0	3.0	3.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
6.0	6	1.0	1	2.0	B-4	70.0	True	P1-Staff2	1	2.0	3.0	3.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
6.0	6	0.5	1/2	2.0	E-3	51.0	True	P1-Staff2	1	2.0	3.0	3.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
6.5	13/2	0.5	1/2	2.0	G3	55.0	True	P1-Staff2	1	2.0	3.0	3.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
7.0	7	0.5	1/2	2.0	E-4	63.0	True	P1-Staff2	1	2.0	3.0	3.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
7.0	7	0.5	1/2	2.0	G4	67.0	True	P1-Staff2	1	2.0	3.0	3.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
7.0	7	0.5	1/2	2.0	B-3	58.0	True	P1-Staff2	1	2.0	3.0	3.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
7.5	15/2	1.5	3/2	3.0	A-4	68.0	True	P1-Staff2	1	3.0	3.0	4.0	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
7.5	15/2	0.5	1/2	3.0	B-2	46.0	True	P1-Staff2	1	3.0	3.0	4.0	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
7.5	15/2	1.5	3/2	3.0	F4	65.0	True	P1-Staff2	1	3.0	3.0	4.0	V7	True	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
8.0	8	0.5	1/2	3.0	F3	53.0	True	P1-Staff2	1	3.0	3.0	4.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
8.5	17/2	0.5	1/2	3.0	B-3	58.0	True	P1-Staff2	1	3.0	3.0	4.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
9.0	9	0.5	1/2	3.0	A-3	56.0	True	P1-Staff2	1	3.0	3.0	4.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
9.0	9	0.5	1/2	3.0	F4	65.0	True	P1-Staff2	1	3.0	3.0	4.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
9.0	9	0.5	1/2	3.0	B-2	46.0	True	P1-Staff2	1	3.0	3.0	4.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
9.5	19/2	0.5	1/2	3.0	B-3	58.0	True	P1-Staff2	1	3.0	3.0	4.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
9.5	19/2	0.5	1/2	3.0	G4	67.0	True	P1-Staff2	1	3.0	3.0	4.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
9.5	19/2	0.5	1/2	3.0	D3	50.0	True	P1-Staff2	1	3.0	3.0	4.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
10.0	10	0.5	1/2	3.0	F3	53.0	True	P1-Staff2	1	3.0	3.0	4.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
10.0	10	0.5	1/2	3.0	A-3	56.0	True	P1-Staff2	1	3.0	3.0	4.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
10.0	10	0.5	1/2	3.0	F4	65.0	True	P1-Staff2	1	3.0	3.0	4.0	V7	False	('B-', 'D', 'F', 'A-')	B-	B-	0.0	dominant seventh chord	(2, 5, 8, 10)	E-	E-	5	None
10.5	21/2	0.5	1/2	4.0	E-3	51.0	True	P1-Staff2	5	4.0	1.5	5.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
10.5	21/2	1.5	3/2	4.0	G3	55.0	True	P1-Staff2	1	4.0	1.5	5.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
10.5	21/2	1.5	3/2	4.0	E-4	63.0	True	P1-Staff2	1	4.0	1.5	5.0	I	True	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
11.0	11	0.5	1/2	4.0	G3	55.0	True	P1-Staff2	5	4.0	1.5	5.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
11.5	23/2	0.5	1/2	4.0	B-3	58.0	True	P1-Staff2	5	4.0	1.5	5.0	I	False	('E-', 'G', 'B-')	E-	E-	0.0	major triad	(3, 7, 10)	E-	E-	1	None
12.0	12	1.0	1	4.0	F4	65.0	True	P1-Staff2	1	4.0	1.5	6.0	V	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	E-	E-	5	None
12.0	12	1.0	1	4.0	D4	62.0	True	P1-Staff2	2	4.0	1.5	6.0	V	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	E-	E-	5	None
12.0	12	0.5	1/2	4.0	B-2	46.0	True	P1-Staff2	5	4.0	1.5	6.0	V	True	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	E-	E-	5	None
12.5	25/2	0.5	1/2	4.0	D3	50.0	True	P1-Staff2	5	4.0	1.5	6.0	V	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	E-	E-	5	None
13.0	13	0.5	1/2	4.0	F4	65.0	True	P1-Staff2	1	4.0	1.5	6.0	V	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	E-	E-	5	None
13.0	13	0.5	1/2	4.0	D4	62.0	True	P1-Staff2	2	4.0	1.5	6.0	V	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	E-	E-	5	None
13.0	13	0.5	1/2	4.0	F3	53.0	True	P1-Staff2	5	4.0	1.5	6.0	V	False	('B-', 'D', 'F')	B-	B-	0.0	major triad	(2, 5, 10)	E-	E-	5	None
13.5	27/2	1.0	1	5.0	E-4	63.0	True	P1-Staff2	2	5.0	1.5	7.0	I	True	('B-', 'E-', 'G')	B-	E-	2.0	major triad	(3, 7, 10)	E-	E-	1	None
13.5	27/2	0.5	1/2	5.0	B-2	46.0	True	P1-Staff2	5	5.0	1.5	7.0	I	True	('B-', 'E-', 'G')	B-	E-	2.0	major triad	(3, 7, 10)	E-	E-	1	None
13.5	27/2	1.0	1	5.0	G4	67.0	True	P1-Staff2	1	5.0	1.5	7.0	I	True	('B-', 'E-', 'G')	B-	E-	2.0	major triad	(3, 7, 10)	E-	E-	1	None
14.0	14	0.5	1/2	5.0	E-3	51.0	True	P1-Staff2	5	5.0	1.5	7.0	I	False	('B-', 'E-', 'G')	B-	E-	2.0	major triad	(3, 7, 10)	E-	E-	1	None
14.5	29/2	0.5	1/2	5.0	G4	67.0	True	P1-Staff2	1	5.0	1.5	7.0	I	False	('B-', 'E-', 'G')	B-	E-	2.0	major triad	(3, 7, 10)	E-	E-	1	None
14.5	29/2	0.5	1/2	5.0	E-4	63.0	True	P1-Staff2	2	5.0	1.5	7.0	I	False	('B-', 'E-', 'G')	B-	E-	2.0	major triad	(3, 7, 10)	E-	E-	1	None
14.5	29/2	0.5	1/2	5.0	G3	55.0	True	P1-Staff2	5	5.0	1.5	7.0	I	False	('B-', 'E-', 'G')	B-	E-	2.0	major triad	(3, 7, 10)	E-	E-	1	None
15.0	15	0.0	0	5.0	B-4	70.0	True	P1-Staff2	1	5.0	1.5	8.0	V7/V	True	('F', 'A', 'C', 'E-')	F	F	0.0	dominant seventh chord	(0, 3, 5, 9)	E-	B-	5	5
15.0	15	0.5	1/2	5.0	A4	69.0	True	P1-Staff2	1	5.0	1.5	8.0	V7/V	True	('F', 'A', 'C', 'E-')	F	F	0.0	dominant seventh chord	(0, 3, 5, 9)	E-	B-	5	5
15.0	15	1.0	1	5.0	E-4	63.0	False	P1-Staff2	2	5.0	1.5	8.0	V7/V	True	('F', 'A', 'C', 'E-')	F	F	0.0	dominant seventh chord	(0, 3, 5, 9)	E-	B-	5	5
15.0	15	0.5	1/2	5.0	B-2	46.0	True	P1-Staff2	5	5.0	1.5	8.0	V7/V	True	('F', 'A', 'C', 'E-')	F	F	0.0	dominant seventh chord	(0, 3, 5, 9)	E-	B-	5	5
15.5	31/2	0.5	1/2	5.0	G4	67.0	True	P1-Staff2	1	5.0	1.5	8.0	V7/V	False	('F', 'A', 'C', 'E-')	F	F	0.0	dominant seventh chord	(0, 3, 5, 9)	E-	B-	5	5
15.5	31/2	0.5	1/2	5.0	C3	48.0	True	P1-Staff2	5	5.0	1.5	8.0	V7/V	False	('F', 'A', 'C', 'E-')	F	F	0.0	dominant seventh chord	(0, 3, 5, 9)	E-	B-	5	5
