a_offset	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0.0	1	1.0	0	i	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None
1.0	1	1.0	1	iv	True	('F#', 'B', 'D')	F#	B	2	minor triad	(2, 6, 11)	f#	f#	4	None
2.0	1	1.0	2	i	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None
3.0	1	1.0	3	iiø7	True	('F#', 'G#', 'B', 'D')	F#	G#	3	half-diminished seventh chord	(2, 6, 8, 11)	f#	f#	2	None
4.0	2	1.0	4	i	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None
5.0	2	1.0	5	i	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None
6.0	2	1.0	6	III+	True	('E', 'G#', 'B#')	E	E	0	augmented triad	(0, 4, 8)	c#	c#	3	None
7.0	2	1.0	7	V7	True	('D#', 'F#', 'G#')	D#	G#	2	incomplete dominant-seventh chord	(3, 6, 8)	c#	c#	5	None
8.0	3	1.0	8	i	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None
9.0	3	1.0	9	iv	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	c#	c#	4	None
10.0	3	1.0	10	ii	True	('B', 'D')	B	B	0	Minor Third	(2, 11)	A	A	2	None
11.0	3	1.0	11	V7	True	('E', 'G#', 'B', 'D')	E	E	0	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None
12.0	4	1.0	12	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None
13.0	4	1.0	13	ii	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	A	A	2	None
14.0	4	1.0	14	i	True	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	f#	f#	1	None
15.0	4	1.0	15	viio3	True	('G#', 'B', 'E#')	G#	E#	1	diminished triad	(5, 8, 11)	f#	f#	#7	None
16.0	5	1.0	16	i	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	f#	f#	1	None
17.0	5	1.0	17	ii	True	('D', 'F#', 'B')	D	B	1	minor triad	(2, 6, 11)	A	A	2	None
18.0	5	2.0	18	V7	True	('G#', 'B', 'D', 'E')	G#	E	1	dominant seventh chord	(2, 4, 8, 11)	A	A	5	None
20.0	6	1.0	19	I	True	('A', 'C#')	A	A	0	Major Third	(1, 9)	A	A	1	None
21.0	6	1.0	20	IV	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	A	A	4	None
22.0	6	1.0	21	I	True	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	A	A	1	None
23.0	6	1.0	22	viio3	True	('B', 'D', 'G#')	B	G#	1	diminished triad	(2, 8, 11)	A	A	7	None
24.0	7	2.0	23	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	1	None
26.0	7	1.0	24	V	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	A	A	5	None
27.0	7	1.0	25	viio	True	('F#', 'A', 'D#')	F#	D#	1	diminished triad	(3, 6, 9)	E	E	7	None
28.0	8	1.0	26	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	1	None
29.0	8	1.0	27	vi	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	E	E	6	None
30.0	8	1.0	28	ii	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	E	E	2	None
31.0	8	1.0	29	viio	True	('D#', 'F#', 'A')	D#	D#	0	diminished triad	(3, 6, 9)	E	E	7	None
32.0	9	0.5	30	V	True	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	c#	c#	5	None
32.5	9	0.5	31	i	True	('E', 'G#', 'C#')	E	C#	1	minor triad	(1, 4, 8)	c#	c#	1	None
33.0	9	1.0	32	iio	True	('F#', 'A', 'D#')	F#	D#	1	diminished triad	(3, 6, 9)	c#	c#	2	None
34.0	9	1.0	33	i	True	('E', 'G#', 'C#')	E	C#	1	minor triad	(1, 4, 8)	c#	c#	1	None
35.0	9	1.0	34	viio3	True	('D#', 'F#', 'B#')	D#	B#	1	diminished triad	(0, 3, 6)	c#	c#	#7	None
36.0	10	1.0	35	i	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None
37.0	10	1.0	36	viio/iv	True	('E#', 'G#', 'B')	E#	E#	0	diminished triad	(5, 8, 11)	c#	f#	#7	4
38.0	10	1.0	37	iv	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	c#	c#	4	None
39.0	10	1.0	38	ii	True	('D#', 'F#', 'A#')	D#	D#	0	minor triad	(3, 6, 10)	c#	c#	2	None
40.0	11	0.5	39	V3	True	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	c#	c#	5	None
40.5	11	0.5	40	i	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None
41.0	11	1.0	41	viio7	True	('B#', 'D#', 'F#', 'A')	B#	B#	0	diminished seventh chord	(0, 3, 6, 9)	c#	c#	#7	None
42.0	11	1.0	42	i	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	c#	c#	1	None
43.0	11	1.0	43	V7	True	('G#', 'B#', 'D#', 'F#')	G#	G#	0	dominant seventh chord	(0, 3, 6, 8)	c#	c#	5	None
