	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0	1	0.0	0	0.25	1/4	1	6	8	1	0.0	G2	43	True	G	0	0	1.0	1	P2-Staff2	1	1.0	3.0	0.0	i	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
1	1	1	0.25	1/4	0.25	1/4	1	6	8	1	0.16700000000000004	D3	50	True	D	0	1/16	1.167	0	P2-Staff2	1	1.0	3.0	0.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
2	2	1	0.5	1/2	0.25	1/4	1	6	8	1	0.33299999999999996	B-3	58	True	B	-1	1/8	1.333	0	P2-Staff2	1	1.0	3.0	0.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
3	2	4	0.5	1/2	1.0	1	1	6	8	1	0.33299999999999996	G2	43	True	G	0	1/8	1.333	0	P2-Staff2	1	1.0	3.0	0.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
4	2	4	0.5	1/2	1.0	1	1	6	8	1	0.33299999999999996	D3	50	False	D	0	1/8	1.333	0	P2-Staff2	1	1.0	3.0	0.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
5	3	1	0.75	3/4	0.25	1/4	1	6	8	1	0.5	D4	62	True	D	0	3/16	1.5	0	P2-Staff2	1	1.0	3.0	0.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
6	4	1	1.0	1	0.25	1/4	1	6	8	1	0.667	B-4	70	True	B	-1	1/4	1.667	0	P2-Staff2	1	1.0	3.0	0.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
7	5	1	1.25	5/4	0.25	1/4	1	6	8	1	0.833	G4	67	True	G	0	5/16	1.833	0	P2-Staff2	1	1.0	3.0	0.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
8	6	1	1.5	3/2	0.25	1/4	1	6	8	1	1.0	G2	43	True	G	0	3/8	2.0	2	P2-Staff2	1	1.0	3.0	0.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
9	7	1	1.75	7/4	0.25	1/4	1	6	8	1	1.1669999999999998	D3	50	True	D	0	7/16	2.167	0	P2-Staff2	1	1.0	3.0	0.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
10	8	1	2.0	2	0.25	1/4	1	6	8	1	1.3330000000000002	B-3	58	True	B	-1	1/2	2.333	0	P2-Staff2	1	1.0	3.0	0.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
11	8	4	2.0	2	1.0	1	1	6	8	1	1.3330000000000002	G2	43	True	G	0	1/2	2.333	0	P2-Staff2	1	1.0	3.0	0.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
12	8	4	2.0	2	1.0	1	1	6	8	1	1.3330000000000002	D3	50	False	D	0	1/2	2.333	0	P2-Staff2	1	1.0	3.0	0.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
13	9	1	2.25	9/4	0.25	1/4	1	6	8	1	1.5	D4	62	True	D	0	9/16	2.5	0	P2-Staff2	1	1.0	3.0	0.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
14	10	2	2.5	5/2	0.5	1/2	1	6	8	1	1.6669999999999998	D4	62	True	D	0	5/8	2.667	0	P2-Staff2	1	1.0	3.0	0.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
15	10	1	2.5	5/2	0.25	1/4	1	6	8	1	1.6669999999999998	B-4	70	True	B	-1	5/8	2.667	0	P2-Staff2	1	1.0	3.0	0.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
16	11	1	2.75	11/4	0.25	1/4	1	6	8	1	1.8330000000000002	G4	67	True	G	0	11/16	2.833	0	P2-Staff2	1	1.0	3.0	0.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
17	12	4	3.0	3	1.0	1	2	6	8	2	2.0	D5	74	True	D	0	0	1.0	1	P2-Staff2	1	2.0	1.5	1.0	i	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
18	12	1	3.0	3	0.25	1/4	2	6	8	2	2.0	G2	43	True	G	0	0	1.0	1	P2-Staff2	1	2.0	1.5	1.0	i	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
19	13	1	3.25	13/4	0.25	1/4	2	6	8	2	2.167	D3	50	True	D	0	1/16	1.167	0	P2-Staff2	1	2.0	1.5	1.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
20	14	1	3.5	7/2	0.25	1/4	2	6	8	2	2.333	B-3	58	True	B	-1	1/8	1.333	0	P2-Staff2	1	2.0	1.5	1.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
21	14	4	3.5	7/2	1.0	1	2	6	8	2	2.333	G2	43	True	G	0	1/8	1.333	0	P2-Staff2	1	2.0	1.5	1.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
22	14	4	3.5	7/2	1.0	1	2	6	8	2	2.333	D3	50	False	D	0	1/8	1.333	0	P2-Staff2	1	2.0	1.5	1.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
23	15	1	3.75	15/4	0.25	1/4	2	6	8	2	2.5	D4	62	True	D	0	3/16	1.5	0	P2-Staff2	1	2.0	1.5	1.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
