j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	s_note	s_midi	s_isOnset	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0.0	0	0.5	1/2	0.0	G3	55.0	True	P1-Staff2	1	0.0	1.0	0.0	i	True	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None
0.0	0	0.5	1/2	0.0	B3	59.0	True	P1-Staff2	1	0.0	1.0	0.0	i	True	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None
0.0	0	0.5	1/2	0.0	E4	64.0	True	P1-Staff2	1	0.0	1.0	0.0	i	True	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None
0.0	0	0.5	1/2	0.0	G4	67.0	True	P1-Staff2	1	0.0	1.0	0.0	i	True	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None
0.0	0	0.5	1/2	0.0	E2	40.0	True	P1-Staff2	1	0.0	1.0	0.0	i	True	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None
0.0	0	0.5	1/2	0.0	E3	52.0	True	P1-Staff2	1	0.0	1.0	0.0	i	True	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None
1.0	1	2.0	2	1.0	E3	52.0	True	P1-Staff2	1	1.0	3.0	1.0	i	True	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None
1.0	1	2.0	2	1.0	E2	40.0	True	P1-Staff2	1	1.0	3.0	1.0	i	True	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None
1.0	1	2.0	2	1.0	E4	64.0	True	P1-Staff2	1	1.0	3.0	1.0	i	True	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None
1.0	1	2.0	2	1.0	G3	55.0	True	P1-Staff2	1	1.0	3.0	1.0	i	True	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None
1.0	1	1.5	3/2	1.0	G4	67.0	True	P1-Staff2	1	1.0	3.0	1.0	i	True	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None
1.0	1	2.0	2	1.0	B3	59.0	True	P1-Staff2	1	1.0	3.0	1.0	i	True	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None
2.5	5/2	0.5	1/2	1.0	F#4	66.0	True	P1-Staff2	1	1.0	3.0	1.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None
3.0	3	0.5	1/2	1.0	G3	55.0	True	P1-Staff2	1	1.0	3.0	1.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None
3.0	3	0.5	1/2	1.0	E4	64.0	True	P1-Staff2	1	1.0	3.0	1.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None
3.0	3	0.5	1/2	1.0	E2	40.0	True	P1-Staff2	1	1.0	3.0	1.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None
3.0	3	0.5	1/2	1.0	E3	52.0	True	P1-Staff2	1	1.0	3.0	1.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None
4.0	4	0.5	1/2	2.0	D3	50.0	True	P1-Staff2	1	2.0	3.0	2.0	V/III	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	e	G	5	3
4.0	4	0.5	1/2	2.0	A4	69.0	True	P1-Staff2	1	2.0	3.0	2.0	V/III	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	e	G	5	3
4.0	4	0.5	1/2	2.0	D2	38.0	True	P1-Staff2	1	2.0	3.0	2.0	V/III	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	e	G	5	3
4.0	4	0.5	1/2	2.0	A3	57.0	True	P1-Staff2	1	2.0	3.0	2.0	V/III	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	e	G	5	3
4.0	4	0.5	1/2	2.0	F#4	66.0	True	P1-Staff2	1	2.0	3.0	2.0	V/III	True	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	e	G	5	3
6.0	6	1.0	1	2.0	F#4	66.0	True	P1-Staff2	1	2.0	3.0	2.0	V/III	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	e	G	5	3
6.0	6	1.0	1	2.0	A4	69.0	True	P1-Staff2	1	2.0	3.0	2.0	V/III	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	e	G	5	3
6.0	6	1.0	1	2.0	D4	62.0	True	P1-Staff2	5	2.0	3.0	2.0	V/III	False	('D', 'F#', 'A')	D	D	0.0	major triad	(2, 6, 9)	e	G	5	3
7.0	7	1.5	3/2	3.0	F#4	66.0	True	P1-Staff2	1	3.0	3.0	3.0	V7	True	('C', 'D', 'F#', 'A')	C	D	3.0	dominant seventh chord	(0, 2, 6, 9)	G	G	5	None
