	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0.0	4.0	0.0	0	0.5	1/2	1.0	2	4	1	0.0	G3	55.0	True	G	0.0	0	1.0	1.0	Cello	1	1.0	2.0	0.0	vi	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	B-	B-	6	None
1	4.0	4.0	0.5	1/2	0.5	1/2	1.0	2	4	1	0.5	G4	67.0	True	G	0.0	1/8	1.5	0.0	Cello	1	1.0	2.0	0.0	vi	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	B-	B-	6	None
2	8.0	4.0	1.0	1	0.5	1/2	1.0	2	4	1	1.0	G3	55.0	True	G	0.0	1/4	2.0	2.0	Cello	1	1.0	2.0	0.0	vi	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	B-	B-	6	None
3	12.0	4.0	1.5	3/2	0.5	1/2	1.0	2	4	1	1.5	G4	67.0	True	G	0.0	3/8	2.5	0.0	Cello	1	1.0	2.0	0.0	vi	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	B-	B-	6	None
4	16.0	4.0	2.0	2	0.5	1/2	2.0	2	4	2	2.0	G3	55.0	True	G	0.0	0	1.0	1.0	Cello	1	2.0	2.0	1.0	vi	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	B-	B-	6	None
5	20.0	4.0	2.5	5/2	0.5	1/2	2.0	2	4	2	2.5	G4	67.0	True	G	0.0	1/8	1.5	0.0	Cello	1	2.0	2.0	1.0	vi	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	B-	B-	6	None
6	24.0	4.0	3.0	3	0.5	1/2	2.0	2	4	2	3.0	G3	55.0	True	G	0.0	1/4	2.0	2.0	Cello	1	2.0	2.0	1.0	vi	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	B-	B-	6	None
7	28.0	4.0	3.5	7/2	0.5	1/2	2.0	2	4	2	3.5	G4	67.0	True	G	0.0	3/8	2.5	0.0	Cello	1	2.0	2.0	1.0	vi	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	B-	B-	6	None
8	32.0	4.0	4.0	4	0.5	1/2	3.0	2	4	3	4.0	G4	67.0	True	G	0.0	0	1.0	1.0	Cello	1	3.0	2.0	2.0	V7/ii	True	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	B-	c	5	2
9	32.0	4.0	4.0	4	0.5	1/2	3.0	2	4	3	4.0	G3	55.0	True	G	0.0	0	1.0	1.0	Cello	1	3.0	2.0	2.0	V7/ii	True	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	B-	c	5	2
10	36.0	2.0	4.5	9/2	0.25	1/4	3.0	2	4	3	4.5	B4	71.0	True	B	0.0	1/8	1.5	0.0	Cello	1	3.0	2.0	2.0	V7/ii	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	B-	c	5	2
11	36.0	4.0	4.5	9/2	0.5	1/2	3.0	2	4	3	4.5	G4	67.0	True	G	0.0	1/8	1.5	0.0	Cello	1	3.0	2.0	2.0	V7/ii	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	B-	c	5	2
12	38.0	2.0	4.75	19/4	0.25	1/4	3.0	2	4	3	4.75	D5	74.0	True	D	0.0	3/16	1.75	0.0	Cello	1	3.0	2.0	2.0	V7/ii	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	B-	c	5	2
13	40.0	4.0	5.0	5	0.5	1/2	3.0	2	4	3	5.0	D4	62.0	True	D	0.0	1/4	2.0	2.0	Cello	1	3.0	2.0	2.0	V7/ii	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	B-	c	5	2
14	40.0	4.0	5.0	5	0.5	1/2	3.0	2	4	3	5.0	G3	55.0	True	G	0.0	1/4	2.0	2.0	Cello	1	3.0	2.0	2.0	V7/ii	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	B-	c	5	2
15	40.0	4.0	5.0	5	0.5	1/2	3.0	2	4	3	5.0	B3	59.0	True	B	0.0	1/4	2.0	2.0	Cello	1	3.0	2.0	2.0	V7/ii	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	B-	c	5	2
16	40.0	4.0	5.0	5	0.5	1/2	3.0	2	4	3	5.0	F5	77.0	True	F	0.0	1/4	2.0	2.0	Cello	1	3.0	2.0	2.0	V7/ii	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	B-	c	5	2
17	44.0	4.0	5.5	11/2	0.5	1/2	3.0	2	4	3	5.5	D5	74.0	True	D	0.0	3/8	2.5	0.0	Cello	1	3.0	2.0	2.0	V7/ii	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	B-	c	5	2
18	44.0	4.0	5.5	11/2	0.5	1/2	3.0	2	4	3	5.5	G4	67.0	True	G	0.0	3/8	2.5	0.0	Cello	1	3.0	2.0	2.0	V7/ii	False	('G', 'B', 'D', 'F')	G	G	0.0	dominant seventh chord	(2, 5, 7, 11)	B-	c	5	2
19	48.0	2.0	6.0	6	0.25	1/4	4.0	2	4	4	6.0	F5	77.0	True	F	0.0	0	1.0	1.0	Cello	1	4.0	2.0	3.0	ii	True	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	B-	B-	2	None
20	48.0	4.0	6.0	6	0.5	1/2	4.0	2	4	4	6.0	G3	55.0	True	G	0.0	0	1.0	1.0	Cello	1	4.0	2.0	3.0	ii	True	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	B-	B-	2	None
21	50.0	2.0	6.25	25/4	0.25	1/4	4.0	2	4	4	6.25	E-5	75.0	True	E	-1.0	1/16	1.25	0.0	Cello	1	4.0	2.0	3.0	ii	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	B-	B-	2	None
22	52.0	2.0	6.5	13/2	0.25	1/4	4.0	2	4	4	6.5	D5	74.0	True	D	0.0	1/8	1.5	0.0	Cello	1	4.0	2.0	3.0	ii	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	B-	B-	2	None
23	52.0	4.0	6.5	13/2	0.5	1/2	4.0	2	4	4	6.5	G4	67.0	True	G	0.0	1/8	1.5	0.0	Cello	1	4.0	2.0	3.0	ii	False	('C', 'E-', 'G')	C	C	0.0	minor triad	(0, 3, 7)	B-	B-	2	None
