	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0	24	0.0	0	1.0	1	1	2	4	1	0.0	C5	72	True	C	0	0	1.0	1	P1-Staff2	1	1.0	1.0	0.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
1	0	24	0.0	0	1.0	1	1	2	4	1	0.0	C3	48	True	C	0	0	1.0	1	P1-Staff2	1	1.0	1.0	0.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
2	24	24	1.0	1	1.0	1	1	2	4	1	1.0	C5	72	True	C	0	1/4	2.0	2	P1-Staff2	1	1.0	1.0	1.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
3	24	24	1.0	1	1.0	1	1	2	4	1	1.0	C4	60	True	C	0	1/4	2.0	2	P1-Staff2	1	1.0	1.0	1.0	I	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	C	C	1	None
4	48	24	2.0	2	1.0	1	2	2	4	2	2.0	G5	79	True	G	0	0	1.0	1	P1-Staff2	1	2.0	1.0	2.0	I	True	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
5	48	24	2.0	2	1.0	1	2	2	4	2	2.0	E4	64	True	E	0	0	1.0	1	P1-Staff2	1	2.0	1.0	2.0	I	True	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
6	72	24	3.0	3	1.0	1	2	2	4	2	3.0	G5	79	True	G	0	1/4	2.0	2	P1-Staff2	1	2.0	1.0	3.0	I	True	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
7	72	24	3.0	3	1.0	1	2	2	4	2	3.0	C4	60	True	C	0	1/4	2.0	2	P1-Staff2	1	2.0	1.0	3.0	I	True	('E', 'G', 'C')	E	C	1.0	major triad	(0, 4, 7)	C	C	1	None
8	96	24	4.0	4	1.0	1	3	2	4	3	4.0	A5	81	True	A	0	0	1.0	1	P1-Staff2	1	3.0	1.0	4.0	IV	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
9	96	24	4.0	4	1.0	1	3	2	4	3	4.0	F4	65	True	F	0	0	1.0	1	P1-Staff2	1	3.0	1.0	4.0	IV	True	('F', 'A', 'C')	F	F	0.0	major triad	(0, 5, 9)	C	C	4	None
