onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral
0	4	0.0	0	1.0	1	1	3	4	1	0.0	B-3	58	True	B	-1	0	1.0	1	P2-Staff2	1	1	1.0	0	I	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
0	4	0.0	0	1.0	1	1	3	4	1	0.0	F4	65	True	F	0	0	1.0	1	P2-Staff2	1	1	1.0	0	I	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
0	4	0.0	0	1.0	1	1	3	4	1	0.0	B-2	46	True	B	-1	0	1.0	1	P2-Staff2	1	1	1.0	0	I	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
0	4	0.0	0	1.0	1	1	3	4	1	0.0	D3	50	True	D	0	0	1.0	1	P2-Staff2	1	1	1.0	0	I	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
4	4	1.0	1	1.0	1	1	3	4	1	1.0	B-3	58	True	B	-1	1/4	2.0	2	P2-Staff2	1	1	1.5	1	IV	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	B-	B-	4	None	IV
4	4	1.0	1	1.0	1	1	3	4	1	1.0	G4	67	True	G	0	1/4	2.0	2	P2-Staff2	1	1	1.5	1	IV	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	B-	B-	4	None	IV
4	4	1.0	1	1.0	1	1	3	4	1	1.0	E-2	39	True	E	-1	1/4	2.0	2	P2-Staff2	1	1	1.5	1	IV	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	B-	B-	4	None	IV
4	4	1.0	1	1.0	1	1	3	4	1	1.0	E-3	51	True	E	-1	1/4	2.0	2	P2-Staff2	1	1	1.5	1	IV	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	B-	B-	4	None	IV
10	2	2.5	5/2	0.5	1/2	1	3	4	1	2.5	A3	57	True	A	0	5/8	3.5	0	P2-Staff2	1	1	0.5	2	V7	True	('F', 'A', 'C', 'E-')	F	F	0	dominant seventh chord	(0, 3, 5, 9)	B-	B-	5	None	V7
10	2	2.5	5/2	0.5	1/2	1	3	4	1	2.5	F4	65	True	F	0	5/8	3.5	0	P2-Staff2	1	1	0.5	2	V7	True	('F', 'A', 'C', 'E-')	F	F	0	dominant seventh chord	(0, 3, 5, 9)	B-	B-	5	None	V7
10	2	2.5	5/2	0.5	1/2	1	3	4	1	2.5	F2	41	True	F	0	5/8	3.5	0	P2-Staff2	1	1	0.5	2	V7	True	('F', 'A', 'C', 'E-')	F	F	0	dominant seventh chord	(0, 3, 5, 9)	B-	B-	5	None	V7
10	2	2.5	5/2	0.5	1/2	1	3	4	1	2.5	E-3	51	True	E	-1	5/8	3.5	0	P2-Staff2	1	1	0.5	2	V7	True	('F', 'A', 'C', 'E-')	F	F	0	dominant seventh chord	(0, 3, 5, 9)	B-	B-	5	None	V7
12	2	3.0	3	0.5	1/2	2	3	4	2	3.0	F4	65	True	F	0	0	1.0	1	P2-Staff2	1	2	1.0	3	I	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
12	4	3.0	3	1.0	1	2	3	4	2	3.0	B-3	58	True	B	-1	0	1.0	1	P2-Staff2	1	2	1.0	3	I	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
12	4	3.0	3	1.0	1	2	3	4	2	3.0	F4	65	True	F	0	0	1.0	1	P2-Staff2	1	2	1.0	3	I	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
12	4	3.0	3	1.0	1	2	3	4	2	3.0	B-2	46	True	B	-1	0	1.0	1	P2-Staff2	1	2	1.0	3	I	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
12	4	3.0	3	1.0	1	2	3	4	2	3.0	D3	50	True	D	0	0	1.0	1	P2-Staff2	1	2	1.0	3	I	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
14	2	3.5	7/2	0.5	1/2	2	3	4	2	3.5	F4	65	True	F	0	1/8	1.5	0	P2-Staff2	1	2	1.0	3	I	False	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	B-	B-	1	None	I
16	6	4.0	4	1.5	3/2	2	3	4	2	4.0	G4	67	True	G	0	1/4	2.0	2	P2-Staff2	1	2	1.5	4	IV	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	B-	B-	4	None	IV
16	4	4.0	4	1.0	1	2	3	4	2	4.0	B-3	58	True	B	-1	1/4	2.0	2	P2-Staff2	1	2	1.5	4	IV	True	('E-', 'G', 'B-')	E-	E-	0	major triad	(3, 7, 10)	B-	B-	4	None	IV
