onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0	12	0.0	0	0.5	1/2	1	2	4	1	0.0	F#4	66	True	F	1	0	1.0	1	P1-Staff2	1	1	2.0	0	I	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
0	12	0.0	0	0.5	1/2	1	2	4	1	0.0	A4	69	True	A	0	0	1.0	1	P1-Staff2	1	1	2.0	0	I	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
0	12	0.0	0	0.5	1/2	1	2	4	1	0.0	D2	38	True	D	0	0	1.0	1	P1-Staff2	1	1	2.0	0	I	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
0	12	0.0	0	0.5	1/2	1	2	4	1	0.0	D3	50	True	D	0	0	1.0	1	P1-Staff2	1	1	2.0	0	I	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
12	12	0.5	1/2	0.5	1/2	1	2	4	1	0.5	D4	62	True	D	0	1/8	1.5	0	P1-Staff2	1	1	2.0	0	I	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
12	12	0.5	1/2	0.5	1/2	1	2	4	1	0.5	F#4	66	True	F	1	1/8	1.5	0	P1-Staff2	1	1	2.0	0	I	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
12	12	0.5	1/2	0.5	1/2	1	2	4	1	0.5	D3	50	True	D	0	1/8	1.5	0	P1-Staff2	1	1	2.0	0	I	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
24	12	1.0	1	0.5	1/2	1	2	4	1	1.0	D4	62	True	D	0	1/4	2.0	2	P1-Staff2	1	1	2.0	0	I	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
24	12	1.0	1	0.5	1/2	1	2	4	1	1.0	F#4	66	True	F	1	1/4	2.0	2	P1-Staff2	1	1	2.0	0	I	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
24	12	1.0	1	0.5	1/2	1	2	4	1	1.0	D3	50	True	D	0	1/4	2.0	2	P1-Staff2	1	1	2.0	0	I	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
36	12	1.5	3/2	0.5	1/2	1	2	4	1	1.5	D3	50	True	D	0	3/8	2.5	0	P1-Staff2	1	1	2.0	0	I	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
36	12	1.5	3/2	0.5	1/2	1	2	4	1	1.5	F#4	66	True	F	1	3/8	2.5	0	P1-Staff2	1	1	2.0	0	I	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
36	12	1.5	3/2	0.5	1/2	1	2	4	1	1.5	D4	62	True	D	0	3/8	2.5	0	P1-Staff2	1	1	2.0	0	I	False	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	D	D	1	None	I	True
