onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral
0	0	0.0	0	0.0	0	1	3	4	1	0.0	D#3	51	True	D	1	0	1.0	1	P2-Staff2	1	1	3.0	0	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
0	12	0.0	0	3.0	3	1	3	4	1	0.0	A2	45	True	A	0	0	1.0	1	P2-Staff2	1	1	3.0	0	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
0	12	0.0	0	3.0	3	1	3	4	1	0.0	E3	52	True	E	0	0	1.0	1	P2-Staff2	1	1	3.0	0	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
12	0	3.0	3	0.0	0	2	3	4	2	3.0	D#3	51	True	D	1	0	1.0	1	P2-Staff2	1	2	3.0	1	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
12	12	3.0	3	3.0	3	2	3	4	2	3.0	A2	45	True	A	0	0	1.0	1	P2-Staff2	1	2	3.0	1	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
12	12	3.0	3	3.0	3	2	3	4	2	3.0	E3	52	True	E	0	0	1.0	1	P2-Staff2	1	2	3.0	1	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
24	1	6.0	6	0.25	1/4	3	3	4	3	6.0	A4	69	True	A	0	0	1.0	1	P2-Staff2	1	3	2.0	2	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
24	12	6.0	6	3.0	3	3	3	4	3	6.0	A2	45	True	A	0	0	1.0	1	P2-Staff2	1	3	2.0	2	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
24	12	6.0	6	3.0	3	3	3	4	3	6.0	E3	52	True	E	0	0	1.0	1	P2-Staff2	1	3	2.0	2	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
25	1	6.25	25/4	0.25	1/4	3	3	4	3	6.25	C5	72	True	C	0	1/16	1.25	0	P2-Staff2	1	3	2.0	2	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
26	1	6.5	13/2	0.25	1/4	3	3	4	3	6.5	B4	71	True	B	0	1/8	1.5	0	P2-Staff2	1	3	2.0	2	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
27	1	6.75	27/4	0.25	1/4	3	3	4	3	6.75	D5	74	True	D	0	3/16	1.75	0	P2-Staff2	1	3	2.0	2	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
28	2	7.0	7	0.5	1/2	3	3	4	3	7.0	C5	72	True	C	0	1/4	2.0	2	P2-Staff2	1	3	2.0	2	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
30	2	7.5	15/2	0.5	1/2	3	3	4	3	7.5	A4	69	True	A	0	3/8	2.5	0	P2-Staff2	1	3	2.0	2	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
32	2	8.0	8	0.5	1/2	3	3	4	3	8.0	B4	71	True	B	0	1/2	3.0	3	P2-Staff2	1	3	1.0	3	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
34	2	8.5	17/2	0.5	1/2	3	3	4	3	8.5	G#4	68	True	G	1	5/8	3.5	0	P2-Staff2	1	3	1.0	3	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
36	2	9.0	9	0.5	1/2	4	3	4	4	9.0	A4	69	True	A	0	0	1.0	1	P2-Staff2	1	4	1.0	4	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
36	12	9.0	9	3.0	3	4	3	4	4	9.0	A2	45	True	A	0	0	1.0	1	P2-Staff2	1	4	1.0	4	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
36	12	9.0	9	3.0	3	4	3	4	4	9.0	E3	52	True	E	0	0	1.0	1	P2-Staff2	1	4	1.0	4	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
38	1	9.5	19/2	0.25	1/4	4	3	4	4	9.5	C5	72	True	C	0	1/8	1.5	0	P2-Staff2	1	4	1.0	4	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
40	8	10.0	10	2.0	2	4	3	4	4	10.0	E4	64	True	E	0	1/4	2.0	2	P2-Staff2	1	4	2.0	5	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
40	8	10.0	10	2.0	2	4	3	4	4	10.0	G#4	68	True	G	1	1/4	2.0	2	P2-Staff2	1	4	2.0	5	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
40	8	10.0	10	2.0	2	4	3	4	4	10.0	B4	71	True	B	0	1/4	2.0	2	P2-Staff2	1	4	2.0	5	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
48	2	12.0	12	0.5	1/2	5	3	4	5	12.0	A4	69	True	A	0	0	1.0	1	P2-Staff2	1	5	1.0	6	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
48	12	12.0	12	3.0	3	5	3	4	5	12.0	A2	45	True	A	0	0	1.0	1	P2-Staff2	1	5	1.0	6	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
48	12	12.0	12	3.0	3	5	3	4	5	12.0	E3	52	True	E	0	0	1.0	1	P2-Staff2	1	5	1.0	6	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
50	1	12.5	25/2	0.25	1/4	5	3	4	5	12.5	C5	72	True	C	0	1/8	1.5	0	P2-Staff2	1	5	1.0	6	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
52	8	13.0	13	2.0	2	5	3	4	5	13.0	E4	64	True	E	0	1/4	2.0	2	P2-Staff2	1	5	2.0	7	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
52	8	13.0	13	2.0	2	5	3	4	5	13.0	G#4	68	True	G	1	1/4	2.0	2	P2-Staff2	1	5	2.0	7	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
52	8	13.0	13	2.0	2	5	3	4	5	13.0	B4	71	True	B	0	1/4	2.0	2	P2-Staff2	1	5	2.0	7	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
60	1	15.0	15	0.25	1/4	6	3	4	6	15.0	A4	69	True	A	0	0	1.0	1	P2-Staff2	1	6	3.0	8	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
60	12	15.0	15	3.0	3	6	3	4	6	15.0	A2	45	True	A	0	0	1.0	1	P2-Staff2	1	6	3.0	8	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
60	12	15.0	15	3.0	3	6	3	4	6	15.0	E3	52	True	E	0	0	1.0	1	P2-Staff2	1	6	3.0	8	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
61	1	15.25	61/4	0.25	1/4	6	3	4	6	15.25	E5	76	True	E	0	1/16	1.25	0	P2-Staff2	1	6	3.0	8	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
62	1	15.5	31/2	0.25	1/4	6	3	4	6	15.5	D5	74	True	D	0	1/8	1.5	0	P2-Staff2	1	6	3.0	8	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
63	1	15.75	63/4	0.25	1/4	6	3	4	6	15.75	F5	77	True	F	0	3/16	1.75	0	P2-Staff2	1	6	3.0	8	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
64	2	16.0	16	0.5	1/2	6	3	4	6	16.0	E5	76	True	E	0	1/4	2.0	2	P2-Staff2	1	6	3.0	8	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
66	2	16.5	33/2	0.5	1/2	6	3	4	6	16.5	A4	69	True	A	0	3/8	2.5	0	P2-Staff2	1	6	3.0	8	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
68	2	17.0	17	0.5	1/2	6	3	4	6	17.0	B4	71	True	B	0	1/2	3.0	3	P2-Staff2	1	6	3.0	8	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
70	2	17.5	35/2	0.5	1/2	6	3	4	6	17.5	C5	72	True	C	0	5/8	3.5	0	P2-Staff2	1	6	3.0	8	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
72	2	18.0	18	0.5	1/2	7	3	4	7	18.0	D4	62	True	D	0	0	1.0	1	P2-Staff2	1	7	1.0	9	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
72	2	18.0	18	0.5	1/2	7	3	4	7	18.0	G#4	68	True	G	1	0	1.0	1	P2-Staff2	1	7	1.0	9	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
72	12	18.0	18	3.0	3	7	3	4	7	18.0	A2	45	True	A	0	0	1.0	1	P2-Staff2	1	7	1.0	9	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
72	12	18.0	18	3.0	3	7	3	4	7	18.0	E3	52	True	E	0	0	1.0	1	P2-Staff2	1	7	1.0	9	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
72	4	18.0	18	1.0	1	7	3	4	7	18.0	B3	59	True	B	0	0	1.0	1	P2-Staff2	6	7	1.0	9	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
74	1	18.5	37/2	0.25	1/4	7	3	4	7	18.5	B4	71	True	B	0	1/8	1.5	0	P2-Staff2	6	7	1.0	9	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
76	8	19.0	19	2.0	2	7	3	4	7	19.0	C4	60	True	C	0	1/4	2.0	2	P2-Staff2	1	7	2.0	10	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
76	8	19.0	19	2.0	2	7	3	4	7	19.0	E4	64	True	E	0	1/4	2.0	2	P2-Staff2	1	7	2.0	10	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
76	8	19.0	19	2.0	2	7	3	4	7	19.0	A3	57	True	A	0	1/4	2.0	2	P2-Staff2	6	7	2.0	10	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
84	2	21.0	21	0.5	1/2	8	3	4	8	21.0	D4	62	True	D	0	0	1.0	1	P2-Staff2	1	8	1.0	11	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
84	2	21.0	21	0.5	1/2	8	3	4	8	21.0	G#4	68	True	G	1	0	1.0	1	P2-Staff2	1	8	1.0	11	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
84	12	21.0	21	3.0	3	8	3	4	8	21.0	A2	45	True	A	0	0	1.0	1	P2-Staff2	1	8	1.0	11	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
84	12	21.0	21	3.0	3	8	3	4	8	21.0	E3	52	True	E	0	0	1.0	1	P2-Staff2	1	8	1.0	11	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
84	4	21.0	21	1.0	1	8	3	4	8	21.0	B3	59	True	B	0	0	1.0	1	P2-Staff2	6	8	1.0	11	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
86	1	21.5	43/2	0.25	1/4	8	3	4	8	21.5	B4	71	True	B	0	1/8	1.5	0	P2-Staff2	6	8	1.0	11	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
88	8	22.0	22	2.0	2	8	3	4	8	22.0	C4	60	True	C	0	1/4	2.0	2	P2-Staff2	1	8	2.0	12	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
88	8	22.0	22	2.0	2	8	3	4	8	22.0	E4	64	True	E	0	1/4	2.0	2	P2-Staff2	1	8	2.0	12	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
88	8	22.0	22	2.0	2	8	3	4	8	22.0	A3	57	True	A	0	1/4	2.0	2	P2-Staff2	6	8	2.0	12	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
96	2	24.0	24	0.5	1/2	9	3	4	9	24.0	A4	69	True	A	0	0	1.0	1	P2-Staff2	6	9	3.0	13	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
96	12	24.0	24	3.0	3	9	3	4	9	24.0	A2	45	True	A	0	0	1.0	1	P2-Staff2	1	9	3.0	13	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
96	12	24.0	24	3.0	3	9	3	4	9	24.0	E3	52	True	E	0	0	1.0	1	P2-Staff2	1	9	3.0	13	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
98	2	24.5	49/2	0.5	1/2	9	3	4	9	24.5	E4	64	True	E	0	1/8	1.5	0	P2-Staff2	6	9	3.0	13	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
100	2	25.0	25	0.5	1/2	9	3	4	9	25.0	A4	69	True	A	0	1/4	2.0	2	P2-Staff2	6	9	3.0	13	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
102	2	25.5	51/2	0.5	1/2	9	3	4	9	25.5	B4	71	True	B	0	3/8	2.5	0	P2-Staff2	6	9	3.0	13	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
104	2	26.0	26	0.5	1/2	9	3	4	9	26.0	C5	72	True	C	0	1/2	3.0	3	P2-Staff2	6	9	3.0	13	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
106	2	26.5	53/2	0.5	1/2	9	3	4	9	26.5	A4	69	True	A	0	5/8	3.5	0	P2-Staff2	6	9	3.0	13	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
108	2	27.0	27	0.5	1/2	10	3	4	10	27.0	E4	64	True	E	0	0	1.0	1	P2-Staff2	6	10	3.0	14	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
108	12	27.0	27	3.0	3	10	3	4	10	27.0	A2	45	True	A	0	0	1.0	1	P2-Staff2	1	10	3.0	14	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
108	12	27.0	27	3.0	3	10	3	4	10	27.0	E3	52	True	E	0	0	1.0	1	P2-Staff2	1	10	3.0	14	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
110	2	27.5	55/2	0.5	1/2	10	3	4	10	27.5	A4	69	True	A	0	1/8	1.5	0	P2-Staff2	6	10	3.0	14	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
112	2	28.0	28	0.5	1/2	10	3	4	10	28.0	G#4	68	True	G	1	1/4	2.0	2	P2-Staff2	6	10	3.0	14	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
114	2	28.5	57/2	0.5	1/2	10	3	4	10	28.5	B4	71	True	B	0	3/8	2.5	0	P2-Staff2	6	10	3.0	14	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
116	4	29.0	29	1.0	1	10	3	4	10	29.0	E4	64	True	E	0	1/2	3.0	3	P2-Staff2	6	10	3.0	14	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
120	1	30.0	30	0.25	1/4	11	3	4	11	30.0	A4	69	True	A	0	0	1.0	1	P2-Staff2	6	11	2.0	15	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
120	12	30.0	30	3.0	3	11	3	4	11	30.0	A2	45	True	A	0	0	1.0	1	P2-Staff2	1	11	2.0	15	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
120	12	30.0	30	3.0	3	11	3	4	11	30.0	E3	52	True	E	0	0	1.0	1	P2-Staff2	1	11	2.0	15	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
121	1	30.25	121/4	0.25	1/4	11	3	4	11	30.25	C5	72	True	C	0	1/16	1.25	0	P2-Staff2	6	11	2.0	15	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
122	1	30.5	61/2	0.25	1/4	11	3	4	11	30.5	B4	71	True	B	0	1/8	1.5	0	P2-Staff2	6	11	2.0	15	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
123	1	30.75	123/4	0.25	1/4	11	3	4	11	30.75	D5	74	True	D	0	3/16	1.75	0	P2-Staff2	6	11	2.0	15	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
124	2	31.0	31	0.5	1/2	11	3	4	11	31.0	C5	72	True	C	0	1/4	2.0	2	P2-Staff2	6	11	2.0	15	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
126	2	31.5	63/2	0.5	1/2	11	3	4	11	31.5	A4	69	True	A	0	3/8	2.5	0	P2-Staff2	6	11	2.0	15	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
128	2	32.0	32	0.5	1/2	11	3	4	11	32.0	B4	71	True	B	0	1/2	3.0	3	P2-Staff2	6	11	1.0	16	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
130	2	32.5	65/2	0.5	1/2	11	3	4	11	32.5	G#4	68	True	G	1	5/8	3.5	0	P2-Staff2	6	11	1.0	16	V	False	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
132	2	33.0	33	0.5	1/2	12	3	4	12	33.0	A4	69	True	A	0	0	1.0	1	P2-Staff2	6	12	1.0	17	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
132	12	33.0	33	3.0	3	12	3	4	12	33.0	A2	45	True	A	0	0	1.0	1	P2-Staff2	1	12	1.0	17	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
132	12	33.0	33	3.0	3	12	3	4	12	33.0	E3	52	True	E	0	0	1.0	1	P2-Staff2	1	12	1.0	17	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
134	1	33.5	67/2	0.25	1/4	12	3	4	12	33.5	C5	72	True	C	0	1/8	1.5	0	P2-Staff2	6	12	1.0	17	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
136	8	34.0	34	2.0	2	12	3	4	12	34.0	E4	64	True	E	0	1/4	2.0	2	P2-Staff2	1	12	2.0	18	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
136	8	34.0	34	2.0	2	12	3	4	12	34.0	G#4	68	True	G	1	1/4	2.0	2	P2-Staff2	1	12	2.0	18	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
136	8	34.0	34	2.0	2	12	3	4	12	34.0	B4	71	True	B	0	1/4	2.0	2	P2-Staff2	1	12	2.0	18	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
144	2	36.0	36	0.5	1/2	13	3	4	13	36.0	A4	69	True	A	0	0	1.0	1	P2-Staff2	6	13	3.0	19	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
144	4	36.0	36	1.0	1	13	3	4	13	36.0	E4	64	True	E	0	0	1.0	1	P2-Staff2	1	13	3.0	19	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
144	4	36.0	36	1.0	1	13	3	4	13	36.0	A4	69	True	A	0	0	1.0	1	P2-Staff2	1	13	3.0	19	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
144	12	36.0	36	3.0	3	13	3	4	13	36.0	A2	45	True	A	0	0	1.0	1	P2-Staff2	1	13	3.0	19	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
144	12	36.0	36	3.0	3	13	3	4	13	36.0	E3	52	True	E	0	0	1.0	1	P2-Staff2	1	13	3.0	19	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
146	2	36.5	73/2	0.5	1/2	13	3	4	13	36.5	E4	64	True	E	0	1/8	1.5	0	P2-Staff2	6	13	3.0	19	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
148	2	37.0	37	0.5	1/2	13	3	4	13	37.0	A4	69	True	A	0	1/4	2.0	2	P2-Staff2	6	13	3.0	19	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
150	2	37.5	75/2	0.5	1/2	13	3	4	13	37.5	B4	71	True	B	0	3/8	2.5	0	P2-Staff2	6	13	3.0	19	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
152	2	38.0	38	0.5	1/2	13	3	4	13	38.0	C5	72	True	C	0	1/2	3.0	3	P2-Staff2	6	13	3.0	19	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
154	2	38.5	77/2	0.5	1/2	13	3	4	13	38.5	A4	69	True	A	0	5/8	3.5	0	P2-Staff2	6	13	3.0	19	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
156	2	39.0	39	0.5	1/2	14	3	4	14	39.0	E4	64	True	E	0	0	1.0	1	P2-Staff2	6	14	1.0	20	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
156	12	39.0	39	3.0	3	14	3	4	14	39.0	A2	45	True	A	0	0	1.0	1	P2-Staff2	1	14	1.0	20	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
156	12	39.0	39	3.0	3	14	3	4	14	39.0	E3	52	True	E	0	0	1.0	1	P2-Staff2	1	14	1.0	20	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
158	2	39.5	79/2	0.5	1/2	14	3	4	14	39.5	A4	69	True	A	0	1/8	1.5	0	P2-Staff2	6	14	1.0	20	i	False	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	1	None	i
160	2	40.0	40	0.5	1/2	14	3	4	14	40.0	G#4	68	True	G	1	1/4	2.0	2	P2-Staff2	6	14	2.0	21	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	5	None	V
