	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	s_note	s_midi	s_isOnset	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0	2	0.0	0	1.0	1	1	C5	72	True	Bass	1	1.0	1.0	0.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
1	0	2	0.0	0	1.0	1	1	F4	65	True	Bass	1	1.0	1.0	0.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
2	0	2	0.0	0	1.0	1	1	A-3	56	True	Bass	1	1.0	1.0	0.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
3	0	2	0.0	0	1.0	1	1	F3	53	True	Bass	1	1.0	1.0	0.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
4	2	2	1.0	1	1.0	1	1	C5	72	True	Bass	1	1.0	1.0	1.0	V7/iv	True	('E-', 'F', 'A', 'C')	E-	F	3.0	dominant seventh chord	(0, 3, 5, 9)	f	b-	5	4
5	2	2	1.0	1	1.0	1	1	F4	65	True	Bass	1	1.0	1.0	1.0	V7/iv	True	('E-', 'F', 'A', 'C')	E-	F	3.0	dominant seventh chord	(0, 3, 5, 9)	f	b-	5	4
6	2	2	1.0	1	1.0	1	1	A3	57	True	Bass	1	1.0	1.0	1.0	V7/iv	True	('E-', 'F', 'A', 'C')	E-	F	3.0	dominant seventh chord	(0, 3, 5, 9)	f	b-	5	4
7	2	2	1.0	1	1.0	1	1	E-3	51	True	Bass	1	1.0	1.0	1.0	V7/iv	True	('E-', 'F', 'A', 'C')	E-	F	3.0	dominant seventh chord	(0, 3, 5, 9)	f	b-	5	4
8	4	2	2.0	2	1.0	1	1	B-4	70	True	Bass	1	1.0	1.0	2.0	iv	True	('D-', 'F', 'B-')	D-	B-	1.0	minor triad	(1, 5, 10)	f	f	4	None
9	4	1	2.0	2	0.5	1/2	1	F4	65	True	Bass	1	1.0	1.0	2.0	iv	True	('D-', 'F', 'B-')	D-	B-	1.0	minor triad	(1, 5, 10)	f	f	4	None
10	4	2	2.0	2	1.0	1	1	B-3	58	True	Bass	1	1.0	1.0	2.0	iv	True	('D-', 'F', 'B-')	D-	B-	1.0	minor triad	(1, 5, 10)	f	f	4	None
11	4	2	2.0	2	1.0	1	1	D-3	49	True	Bass	1	1.0	1.0	2.0	iv	True	('D-', 'F', 'B-')	D-	B-	1.0	minor triad	(1, 5, 10)	f	f	4	None
12	5	1	2.5	5/2	0.5	1/2	1	E4	64	True	Bass	1	1.0	1.0	2.0	iv	False	('D-', 'F', 'B-')	D-	B-	1.0	minor triad	(1, 5, 10)	f	f	4	None
13	6	2	3.0	3	1.0	1	1	A-4	68	True	Bass	1	1.0	1.0	3.0	i	True	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	f	f	1	None
14	6	2	3.0	3	1.0	1	1	F4	65	True	Bass	1	1.0	1.0	3.0	i	True	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	f	f	1	None
15	6	2	3.0	3	1.0	1	1	C4	60	True	Bass	1	1.0	1.0	3.0	i	True	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	f	f	1	None
16	6	2	3.0	3	1.0	1	1	C3	48	True	Bass	1	1.0	1.0	3.0	i	True	('C', 'F', 'A-')	C	F	2.0	minor triad	(0, 5, 8)	f	f	1	None
17	8	3	4.0	4	1.5	3/2	2	G4	67	True	Bass	1	2.0	1.0	4.0	iiø7	True	('B-', 'D-', 'F', 'G')	B-	G	1.0	half-diminished seventh chord	(1, 5, 7, 10)	f	f	2	None
18	8	1	4.0	4	0.5	1/2	2	F4	65	True	Bass	1	2.0	1.0	4.0	iiø7	True	('B-', 'D-', 'F', 'G')	B-	G	1.0	half-diminished seventh chord	(1, 5, 7, 10)	f	f	2	None
19	8	2	4.0	4	1.0	1	2	D-4	61	True	Bass	1	2.0	1.0	4.0	iiø7	True	('B-', 'D-', 'F', 'G')	B-	G	1.0	half-diminished seventh chord	(1, 5, 7, 10)	f	f	2	None
20	8	2	4.0	4	1.0	1	2	B-2	46	True	Bass	1	2.0	1.0	4.0	iiø7	True	('B-', 'D-', 'F', 'G')	B-	G	1.0	half-diminished seventh chord	(1, 5, 7, 10)	f	f	2	None
21	9	1	4.5	9/2	0.5	1/2	2	G4	67	True	Bass	1	2.0	1.0	4.0	iiø7	False	('B-', 'D-', 'F', 'G')	B-	G	1.0	half-diminished seventh chord	(1, 5, 7, 10)	f	f	2	None
22	10	2	5.0	5	1.0	1	2	E4	64	True	Bass	1	2.0	0.5	5.0	V	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	f	f	5	None
23	10	1	5.0	5	0.5	1/2	2	C4	60	True	Bass	1	2.0	0.5	5.0	V	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	f	f	5	None
24	10	2	5.0	5	1.0	1	2	C3	48	True	Bass	1	2.0	0.5	5.0	V	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	f	f	5	None
25	11	1	5.5	11/2	0.5	1/2	2	F4	65	True	Bass	1	2.0	0.5	6.0	V7	True	('C', 'E', 'G', 'B-')	C	C	0.0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None
26	11	1	5.5	11/2	0.5	1/2	2	B-3	58	True	Bass	1	2.0	0.5	6.0	V7	True	('C', 'E', 'G', 'B-')	C	C	0.0	dominant seventh chord	(0, 4, 7, 10)	f	f	5	None
27	12	2	6.0	6	1.0	1	2	F4	65	True	Bass	1	2.0	1.0	7.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
28	12	2	6.0	6	1.0	1	2	F4	65	True	Bass	1	2.0	1.0	7.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
29	12	2	6.0	6	1.0	1	2	A-3	56	True	Bass	1	2.0	1.0	7.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
30	12	2	6.0	6	1.0	1	2	F2	41	True	Bass	1	2.0	1.0	7.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
31	14	2	7.0	7	1.0	1	2	F4	65	True	Bass	1	2.0	1.0	8.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
32	14	2	7.0	7	1.0	1	2	C4	60	True	Bass	1	2.0	1.0	8.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
33	14	2	7.0	7	1.0	1	2	A-3	56	True	Bass	1	2.0	1.0	8.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
34	14	2	7.0	7	1.0	1	2	F2	41	True	Bass	1	2.0	1.0	8.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
35	16	3	8.0	8	1.5	3/2	3	A-4	68	True	Bass	1	3.0	1.5	9.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
36	16	3	8.0	8	1.5	3/2	3	F4	65	True	Bass	1	3.0	1.5	9.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
37	16	3	8.0	8	1.5	3/2	3	C4	60	True	Bass	1	3.0	1.5	9.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
38	16	2	8.0	8	1.0	1	3	F3	53	True	Bass	1	3.0	1.5	9.0	i	True	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
39	18	1	9.0	9	0.5	1/2	3	E-3	51	True	Bass	1	3.0	1.5	9.0	i	False	('F', 'A-', 'C')	F	F	0.0	minor triad	(0, 5, 8)	f	f	1	None
40	19	1	9.5	19/2	0.5	1/2	3	B-4	70	True	Bass	1	3.0	0.5	10.0	viio	True	('D-', 'G', 'B-')	D-	G	2.0	diminished triad	(1, 7, 10)	A-	A-	7	None
41	19	1	9.5	19/2	0.5	1/2	3	G4	67	True	Bass	1	3.0	0.5	10.0	viio	True	('D-', 'G', 'B-')	D-	G	2.0	diminished triad	(1, 7, 10)	A-	A-	7	None
42	19	1	9.5	19/2	0.5	1/2	3	B-3	58	True	Bass	1	3.0	0.5	10.0	viio	True	('D-', 'G', 'B-')	D-	G	2.0	diminished triad	(1, 7, 10)	A-	A-	7	None
43	19	1	9.5	19/2	0.5	1/2	3	D-3	49	True	Bass	1	3.0	0.5	10.0	viio	True	('D-', 'G', 'B-')	D-	G	2.0	diminished triad	(1, 7, 10)	A-	A-	7	None
44	20	2	10.0	10	1.0	1	3	C5	72	True	Bass	1	3.0	1.0	11.0	I	True	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	A-	A-	1	None
45	20	2	10.0	10	1.0	1	3	A-4	68	True	Bass	1	3.0	1.0	11.0	I	True	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	A-	A-	1	None
46	20	2	10.0	10	1.0	1	3	E-4	63	True	Bass	1	3.0	1.0	11.0	I	True	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	A-	A-	1	None
47	20	1	10.0	10	0.5	1/2	3	C3	48	True	Bass	1	3.0	1.0	11.0	I	True	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	A-	A-	1	None
48	21	1	10.5	21/2	0.5	1/2	3	B-2	46	True	Bass	1	3.0	1.0	11.0	I	False	('C', 'E-', 'A-')	C	A-	1.0	major triad	(0, 3, 8)	A-	A-	1	None
49	22	2	11.0	11	1.0	1	3	C5	72	True	Bass	1	3.0	1.0	12.0	I	True	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	A-	A-	1	None
50	22	2	11.0	11	1.0	1	3	A-4	68	True	Bass	1	3.0	1.0	12.0	I	True	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	A-	A-	1	None
51	22	2	11.0	11	1.0	1	3	E-4	63	True	Bass	1	3.0	1.0	12.0	I	True	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	A-	A-	1	None
52	22	2	11.0	11	1.0	1	3	A-2	44	True	Bass	1	3.0	1.0	12.0	I	True	('A-', 'C', 'E-')	A-	A-	0.0	major triad	(0, 3, 8)	A-	A-	1	None
