onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beats	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral	valid_chord_label
0	2	0.0	0	2.0	2	1	3	2	1	0.0	E4	64	True	E	0	0	1.0	1	P1-Staff2	1	1	4.0	0	i	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	e	e	1	None	i	True
0	2	0.0	0	2.0	2	1	3	2	1	0.0	G4	67	True	G	0	0	1.0	1	P1-Staff2	1	1	4.0	0	i	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	e	e	1	None	i	True
0	2	0.0	0	2.0	2	1	3	2	1	0.0	B4	71	True	B	0	0	1.0	1	P1-Staff2	1	1	4.0	0	i	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	e	e	1	None	i	True
0	1	0.0	0	1.0	1	1	3	2	1	0.0	E2	40	True	E	0	0	1.0	1	P1-Staff2	1	1	4.0	0	i	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	e	e	1	None	i	True
1	1	1.0	1	1.0	1	1	3	2	1	0.5	E2	40	True	E	0	1/4	1.5	0	P1-Staff2	1	1	4.0	0	i	False	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	e	e	1	None	i	True
2	2	2.0	2	2.0	2	1	3	2	1	1.0	B4	71	True	B	0	1/2	2.0	2	P1-Staff2	1	1	4.0	0	i	False	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	e	e	1	None	i	True
2	2	2.0	2	2.0	2	1	3	2	1	1.0	G5	79	True	G	0	1/2	2.0	2	P1-Staff2	1	1	4.0	0	i	False	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	e	e	1	None	i	True
2	1	2.0	2	1.0	1	1	3	2	1	1.0	E3	52	True	E	0	1/2	2.0	2	P1-Staff2	1	1	4.0	0	i	False	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	e	e	1	None	i	True
3	1	3.0	3	1.0	1	1	3	2	1	1.5	E3	52	True	E	0	3/4	2.5	0	P1-Staff2	1	1	4.0	0	i	False	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	e	e	1	None	i	True
4	2	4.0	4	2.0	2	1	3	2	1	2.0	E4	64	True	E	0	1	3.0	3	P1-Staff2	1	1	2.0	1	VI	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	e	e	6	None	VI	True
4	2	4.0	4	2.0	2	1	3	2	1	2.0	G4	67	True	G	0	1	3.0	3	P1-Staff2	1	1	2.0	1	VI	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	e	e	6	None	VI	True
4	2	4.0	4	2.0	2	1	3	2	1	2.0	C5	72	True	C	0	1	3.0	3	P1-Staff2	1	1	2.0	1	VI	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	e	e	6	None	VI	True
4	2	4.0	4	2.0	2	1	3	2	1	2.0	E5	76	True	E	0	1	3.0	3	P1-Staff2	1	1	2.0	1	VI	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	e	e	6	None	VI	True
4	1	4.0	4	1.0	1	1	3	2	1	2.0	E3	52	True	E	0	1	3.0	3	P1-Staff2	1	1	2.0	1	VI	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	e	e	6	None	VI	True
5	1	5.0	5	1.0	1	1	3	2	1	2.5	E3	52	True	E	0	5/4	3.5	0	P1-Staff2	1	1	2.0	1	VI	False	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	e	e	6	None	VI	True
6	2	6.0	6	2.0	2	2	3	2	2	3.0	F#4	66	True	F	1	0	1.0	1	P1-Staff2	1	2	2.0	2	viio7	True	('D#', 'F#', 'A', 'C')	D#	D#	0	diminished seventh chord	(0, 3, 6, 9)	e	e	#7	None	viio7	True
6	2	6.0	6	2.0	2	2	3	2	2	3.0	A4	69	True	A	0	0	1.0	1	P1-Staff2	1	2	2.0	2	viio7	True	('D#', 'F#', 'A', 'C')	D#	D#	0	diminished seventh chord	(0, 3, 6, 9)	e	e	#7	None	viio7	True
