	onset_div	duration_div	j_offset	s_offset_frac	s_duration	s_duration_frac	s_measure	ts_beats	ts_beat_type	measureNumberWithSuffix	continuous_beat	s_note	s_midi	s_isOnset	s_step	s_alter	mn_onset	s_beat_float	s_downbeat	s_part_id	s_voice_id	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2
0	0.0	12.0	0.0	0	0.5	1/2	0.0	2	4	0	0.0	G4	67.0	True	G	0.0	0	1.0	1.0	spine_0	1	0.0	0.5	0.0	i	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
1	0.0	12.0	0.0	0	0.5	1/2	0.0	2	4	0	0.0	G3	55.0	True	G	0.0	0	1.0	1.0	spine_0	1	0.0	0.5	0.0	i	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
2	12.0	36.0	0.5	1/2	1.5	3/2	1.0	2	4	1	1.0	D5	74.0	True	D	0.0	1/8	1.5	0.0	spine_0	1	1.0	1.5	1.0	i	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
3	12.0	36.0	0.5	1/2	1.5	3/2	1.0	2	4	1	1.0	D4	62.0	True	D	0.0	1/8	1.5	0.0	spine_0	1	1.0	1.5	1.0	i	True	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
4	24.0	12.0	1.0	1	0.5	1/2	1.0	2	4	1	1.5	D4	62.0	True	D	0.0	1/4	2.0	2.0	spine_0	1	1.0	1.5	1.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
5	24.0	12.0	1.0	1	0.5	1/2	1.0	2	4	1	1.5	B-3	58.0	True	B	-1.0	1/4	2.0	2.0	spine_0	1	1.0	1.5	1.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
6	36.0	12.0	1.5	3/2	0.5	1/2	1.0	2	4	1	2.0	C4	60.0	True	C	0.0	3/8	2.5	0.0	spine_0	1	1.0	1.5	1.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
7	36.0	12.0	1.5	3/2	0.5	1/2	1.0	2	4	1	2.0	A3	57.0	True	A	0.0	3/8	2.5	0.0	spine_0	1	1.0	1.5	1.0	i	False	('G', 'B-', 'D')	G	G	0.0	minor triad	(2, 7, 10)	g	g	1	None
8	48.0	12.0	2.0	2	0.5	1/2	1.0	2	4	1	2.5	G3	55.0	True	G	0.0	1/2	3.0	3.0	spine_0	1	1.0	0.5	2.0	VI	True	('G', 'B-', 'E-')	G	E-	1.0	major triad	(3, 7, 10)	g	g	6	None
9	48.0	12.0	2.0	2	0.5	1/2	1.0	2	4	1	2.5	E-4	63.0	True	E	-1.0	1/2	3.0	3.0	spine_0	1	1.0	0.5	2.0	VI	True	('G', 'B-', 'E-')	G	E-	1.0	major triad	(3, 7, 10)	g	g	6	None
10	48.0	12.0	2.0	2	0.5	1/2	1.0	2	4	1	2.5	E-5	75.0	True	E	-1.0	1/2	3.0	3.0	spine_0	1	1.0	0.5	2.0	VI	True	('G', 'B-', 'E-')	G	E-	1.0	major triad	(3, 7, 10)	g	g	6	None
11	48.0	12.0	2.0	2	0.5	1/2	1.0	2	4	1	2.5	B-3	58.0	True	B	-1.0	1/2	3.0	3.0	spine_0	1	1.0	0.5	2.0	VI	True	('G', 'B-', 'E-')	G	E-	1.0	major triad	(3, 7, 10)	g	g	6	None
12	60.0	12.0	2.5	5/2	0.5	1/2	2.0	2	4	2	2.5	D5	74.0	True	D	0.0	0	1.0	1.0	spine_0	1	2.0	1.5	3.0	V	True	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	g	g	5	None
13	60.0	36.0	2.5	5/2	1.5	3/2	2.0	2	4	2	2.5	A3	57.0	True	A	0.0	0	1.0	1.0	spine_0	1	2.0	1.5	3.0	V	True	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	g	g	5	None
14	60.0	12.0	2.5	5/2	0.5	1/2	2.0	2	4	2	2.5	D4	62.0	True	D	0.0	0	1.0	1.0	spine_0	1	2.0	1.5	3.0	V	True	('F#', 'A', 'D')	F#	D	1.0	major triad	(2, 6, 9)	g	g	5	None
