quarterbeats	mn	mn_onset	a_duration	a_annotationNumber	label	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	localkey_abs	globalkey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral
0.0	1	0	4.0	0	i	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	a	a	1	None	i
4.0	2	0	4.0	1	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	a	a	5	None	V
8.0	3	0	4.0	2	i	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	a	a	1	None	i
12.0	4	0	2.0	3	IV	IV	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	a	a	a	a	4	None	IV
14.0	4	1/2	2.0	4	VII	VII	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	a	a	a	a	7	None	VII
16.0	5	0	4.0	5	VII	VII	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	a	a	a	a	7	None	VII
20.0	6	0	2.0	6	VII	VII	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	a	a	a	a	7	None	VII
22.0	6	1/2	2.0	7	III[no5]	III	True	('C', 'E')	C	C	0	Major Third	(0, 4)	a	a	a	a	3	None	III
24.0	7	0	1.5	8	III[no5]	III	True	('C', 'E')	C	C	0	Major Third	(0, 4)	a	a	a	a	3	None	III
25.5	7	3/8	0.5	9	i	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	a	a	1	None	i
26.0	7	1/2	1.0	10	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	a	a	5	None	V
27.0	7	3/4	1.0	11	i6/4	i	True	('E', 'A', 'C')	E	A	2	minor triad	(0, 4, 9)	a	a	a	a	1	None	i
28.0	8	0	2.0	12	V7	V7	True	('E', 'G#', 'B', 'D')	E	E	0	dominant seventh chord	(2, 4, 8, 11)	a	a	a	a	5	None	V7
30.0	8	1/2	2.0	13	I	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	a	a	a	a	1	None	I
32.0	9	0	2.0	14	I	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	a	a	a	a	1	None	I
34.0	9	1/2	2.0	15	VI6	VI	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	a	a	a	a	6	None	VI
36.0	10	0	1.0	16	i	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	a	a	1	None	i
37.0	10	1/4	1.0	17	viø7	viø7	True	('F#', 'A', 'C', 'E')	F#	F#	0	half-diminished seventh chord	(0, 4, 6, 9)	a	a	a	a	#6	None	vi%7
38.0	10	1/2	2.0	18	VII	VII	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	a	a	a	a	7	None	VII
