quarterbeats	mn	mn_onset	a_duration	a_annotationNumber	label	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	localkey_abs	globalkey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral
0.0	1	0	2.5	0	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	a	a	5	None	V
2.5	1	5/8	1.5	1	i	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	a	a	1	None	i
4.0	2	0	4.0	2	VII	VII	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	a	a	a	a	7	None	VII
8.0	3	0	1.0	3	III6	III	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	a	a	a	a	3	None	III
9.0	3	1/4	1.0	4	viio6[no1]/III	viio/III	True	('D', 'F')	D	B	1	Minor Third	(2, 5)	a	a	a	C	7	3	viio
10.0	3	1/2	2.0	5	III	III	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	a	a	a	a	3	None	III
12.0	4	0	2.0	6	III	III	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	a	a	a	a	3	None	III
14.0	4	1/2	1.0	7	v	v	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	a	a	a	a	5	None	v
15.0	4	3/4	1.0	8	iv6/4	iv	True	('A', 'D', 'F')	A	D	2	minor triad	(2, 5, 9)	a	a	a	a	4	None	iv
16.0	5	0	2.0	9	V6	V	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	a	a	a	a	5	None	V
18.0	5	1/2	2.0	10	i	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	a	a	1	None	i
20.0	6	0	1.0	11	v	v	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	a	a	a	a	5	None	v
21.0	6	1/4	1.0	12	iv	iv	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	a	a	a	a	4	None	iv
22.0	6	1/2	2.0	13	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	a	a	5	None	V
24.0	7	0	2.0	14	i	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	a	a	1	None	i
26.0	7	1/2	1.0	15	v	v	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	a	a	a	a	5	None	v
27.0	7	3/4	1.0	16	iv	iv	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	a	a	a	a	4	None	iv
28.0	8	0	2.0	17	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	a	a	5	None	V
30.0	8	1/2	2.0	18	i	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	a	a	1	None	i
32.0	9	0	1.0	19	i	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	a	a	1	None	i
33.0	9	1/4	1.0	20	iv	iv	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	a	a	a	a	4	None	iv
34.0	9	1/2	2.0	21	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	a	a	a	a	5	None	V
36.0	10	0	2.0	22	i	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	a	a	1	None	i
38.0	10	1/2	2.0	23	IV	IV	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	C	C	a	C	4	None	IV
40.0	11	0	2.0	24	IV	IV	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	C	C	a	C	4	None	IV
42.0	11	1/2	1.0	25	I	I	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	a	C	1	None	I
43.0	11	3/4	1.0	26	V	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	C	C	a	C	5	None	V
44.0	12	0	4.0	27	I	I	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	a	C	1	None	I
48.0	13	0	1.0	28	IV6	IV	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	a	a	a	a	4	None	IV
49.0	13	1/4	1.0	29	i	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	a	a	1	None	i
50.0	13	1/2	2.0	30	V6	V	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	a	a	a	a	5	None	V
52.0	14	0	1.0	31	IV6	IV	True	('F#', 'A', 'D')	F#	D	1	major triad	(2, 6, 9)	a	a	a	a	4	None	IV
53.0	14	1/4	1.0	32	i	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	a	a	1	None	i
54.0	14	1/2	2.0	33	V6[no1]	V	True	('G#', 'B')	G#	E	1	Minor Third	(8, 11)	a	a	a	a	5	None	V
56.0	15	0	1.0	34	IV6	IV	True	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	e	e	a	e	4	None	IV
57.0	15	1/4	1.0	35	i	i	True	('E', 'G', 'B')	E	E	0	minor triad	(4, 7, 11)	e	e	a	e	1	None	i
58.0	15	1/2	2.0	36	v6[no1]	v	True	('D', 'F#')	D	B	1	Major Third	(2, 6)	e	e	a	e	5	None	v
60.0	16	0	2.0	37	IV	IV	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	C	C	a	C	4	None	IV
62.0	16	1/2	2.0	38	ii6	ii	True	('F', 'A', 'D')	F	D	1	minor triad	(2, 5, 9)	C	C	a	C	2	None	ii
64.0	17	0	2.0	39	V	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	C	C	a	C	5	None	V
66.0	17	1/2	2.0	40	I	I	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	C	C	a	C	1	None	I
68.0	18	0	2.0	41	ii6	ii	True	('F', 'A', 'D')	F	D	1	minor triad	(2, 5, 9)	C	C	a	C	2	None	ii
70.0	18	1/2	2.0	42	ii	ii	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	C	C	a	C	2	None	ii
72.0	19	0	2.0	43	iv	iv	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	a	a	a	a	4	None	iv
74.0	19	1/2	2.0	44	V6	V	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	a	a	a	a	5	None	V
76.0	20	0	4.0	45	i	i	True	('A', 'C', 'E')	A	A	0	minor triad	(0, 4, 9)	a	a	a	a	1	None	i
80.0	21	0	2.0	46	iv6	iv	True	('F', 'A', 'D')	F	D	1	minor triad	(2, 5, 9)	a	a	a	a	4	None	iv
82.0	21	1/2	2.0	47	iv	iv	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	a	a	a	a	4	None	iv
84.0	22	0	4.0	48	iv	iv	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	a	a	a	a	4	None	iv
88.0	23	0	2.0	49	i6/4	i	True	('E', 'A', 'C')	E	A	2	minor triad	(0, 4, 9)	a	a	a	a	1	None	i
