quarterbeats	mn	mn_onset	a_duration	a_annotationNumber	label	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	localkey_abs	globalkey	a_tonicizedKey	a_degree1	a_degree2
0.0	0	3/8	0.5	0	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	A	A	5	None
0.5	1	0	2.0	1	I	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	A	A	1	None
2.5	2	0	2.0	2	V6	V	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	A	A	A	A	5	None
4.5	3	0	1.0	3	I	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	A	A	1	None
5.5	3	1/4	0.5	4	viio6	viio	True	('B', 'D', 'G#')	B	G#	1	diminished triad	(2, 8, 11)	A	A	A	A	7	None
6.0	3	3/8	0.5	5	I	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	A	A	1	None
6.5	4	0	1.5	6	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	A	A	5	None
8.0	4	3/8	0.5	7	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	A	A	5	None
8.5	5	0	2.0	8	I	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	A	A	1	None
10.5	6	0	2.0	9	V6	V	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	A	A	A	A	5	None
12.5	7	0	1.0	10	I	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	A	A	1	None
13.5	7	1/4	0.5	11	viio6	viio	True	('B', 'D', 'G#')	B	G#	1	diminished triad	(2, 8, 11)	A	A	A	A	7	None
14.0	7	3/8	0.5	12	I	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	A	A	1	None
14.5	8	0	1.5	13	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	A	A	5	None
16.0	8	3/8	0.5	14	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	A	A	5	None
16.5	9	0	2.0	15	V6/V	V/V	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	A	A	A	E	5	5
18.5	10	0	2.0	16	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	A	A	5	None
20.5	11	0	2.0	17	V6/V	V/V	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	A	A	A	E	5	5
22.5	12	0	1.5	18	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	A	A	5	None
24.0	12	3/8	0.5	19	V6	V	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	A	A	A	A	5	None
24.5	13	0	1.0	20	IV/V	IV/V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	A	E	4	5
25.5	13	1/4	1.0	21	V/V	V/V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	A	A	A	E	5	5
26.5	14	0	2.0	22	I6/V	I/V	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	A	A	A	E	1	5
28.5	15	0	1.0	23	IV/V	IV/V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	A	E	4	5
29.5	15	1/4	1.0	24	V/V	V/V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	A	A	A	E	5	5
30.5	16	0	2.0	25	I6/V	I/V	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	A	A	A	E	1	5
32.5	17	0	1.0	26	IV/V	IV/V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	A	E	4	5
33.5	17	1/4	1.0	27	V/V	V/V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	A	A	A	E	5	5
34.5	18	0	2.0	28	I6/V	I/V	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	A	A	A	E	1	5
36.5	19	0	1.0	29	IV/V	IV/V	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	A	E	4	5
37.5	19	1/4	1.0	30	V/V	V/V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	A	A	A	E	5	5
38.5	20	0	1.0	31	I6/V	I/V	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	A	A	A	E	1	5
39.5	20	1/4	1.0	32	V65/V	V7/V	True	('D#', 'F#', 'A', 'B')	D#	B	1	dominant seventh chord	(3, 6, 9, 11)	A	A	A	E	5	5
40.5	21	0	1.0	33	I/V	I/V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	A	E	1	5
41.5	21	1/4	1.0	34	V/V	V/V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	A	A	A	E	5	5
42.5	22	0	2.0	35	V/V	V/V	True	('B', 'D#', 'F#')	B	B	0	major triad	(3, 6, 11)	A	A	A	E	5	5
44.5	23	0	1.5	36	I/V	I/V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	A	E	1	5
46.0	23	3/8	0.5	37	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	A	A	5	None
46.5	24	0	1.0	38	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	A	A	5	None
47.5	24	1/4	1.0	39	V6/ii	V/ii	True	('A#', 'C#', 'F#')	A#	F#	1	major triad	(1, 6, 10)	A	A	A	b	5	2
48.5	25	0	1.0	40	ii	ii	True	('B', 'D', 'F#')	B	B	0	minor triad	(2, 6, 11)	A	A	A	A	2	None
49.5	25	1/4	1.0	41	V6	V	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	A	A	A	A	5	None
50.5	26	0	2.0	42	I	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	A	A	1	None
52.5	27	0	1.5	43	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	A	A	5	None
54.0	27	3/8	0.5	44	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	A	A	5	None
54.5	28	0	2.0	45	I	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	A	A	1	None
56.5	29	0	2.0	46	V6	V	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	A	A	A	A	5	None
58.5	30	0	2.0	47	I	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	A	A	1	None
60.5	31	0	2.0	48	V6	V	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	A	A	A	A	5	None
62.5	32	0	1.0	49	I	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	A	A	1	None
63.5	32	1/4	1.0	50	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	A	A	5	None
64.5	33	0	0.5	51	I	I	True	('A', 'C#', 'E')	A	A	0	major triad	(1, 4, 9)	A	A	A	A	1	None
65.0	33	1/8	0.5	52	IV	IV	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	A	A	A	A	4	None
65.5	33	1/4	0.5	53	I6	I	True	('C#', 'E', 'A')	C#	A	1	major triad	(1, 4, 9)	A	A	A	A	1	None
66.0	33	3/8	0.5	54	IV	IV	True	('D', 'F#', 'A')	D	D	0	major triad	(2, 6, 9)	A	A	A	A	4	None
