quarterbeats	mn	mn_onset	a_duration	a_annotationNumber	label	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	localkey_abs	globalkey	a_tonicizedKey	a_degree1	a_degree2
0.0	1	0	1.5	0	I	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	F	F	1	None
1.5	2	0	1.5	1	V	V	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	F	F	F	F	5	None
3.0	3	0	1.5	2	V7	V7	True	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	F	F	F	F	5	None
4.5	4	0	1.5	3	I	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	F	F	1	None
6.0	5	0	1.5	4	IV/V[I]	IV/V	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	F	C	4	5
7.5	6	0	0.3333	5	I6/V	I/V	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	F	F	F	C	1	5
7.8333	6	6004799503160661/72057594037927936	1.1667	6	I/V	I/V	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	F	F	F	C	1	5
9.0	7	0	0.1667	7	ii6/V	ii/V	True	('F', 'A', 'D')	F	D	1	minor triad	(2, 5, 9)	F	F	F	C	2	5
9.1667	7	6004799503160661/144115188075855872	0.1667	8	Cad64/V	Cad/V	True	('G', 'C', 'E')	G	C	2	major triad	(0, 4, 7)	F	F	F	C	1	5
9.3333	7	6004799503160661/72057594037927936	1.1667	9	V7/V	V7/V	True	('G', 'B', 'D', 'F')	G	G	0	dominant seventh chord	(2, 5, 7, 11)	F	F	F	C	5	5
10.5	8	0	1.5	10	V	V	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	F	F	F	F	5	None
12.0	9	0	1.5	11	I	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	F	F	1	None
13.5	10	0	0.3333	12	IV	IV	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	F	F	F	F	4	None
13.8333	10	6004799503160661/72057594037927936	1.1667	13	I6	I	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	F	F	F	F	1	None
15.0	11	0	1.5	14	I	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	F	F	1	None
16.5	12	0	0.3333	15	IV	IV	True	('B-', 'D', 'F')	B-	B-	0	major triad	(2, 5, 10)	F	F	F	F	4	None
16.8333	12	6004799503160661/72057594037927936	1.1667	16	I6	I	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	F	F	F	F	1	None
18.0	13	0	1.5	17	V7	V7	True	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	F	F	F	F	5	None
19.5	14	0	1.5	18	V7	V7	True	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	F	F	F	F	5	None
21.0	15	0	1.5	19	I6	I	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	F	F	F	F	1	None
22.5	16	0	1.5	20	ii65	ii7	True	('B-', 'D', 'F', 'G')	B-	G	1	minor seventh chord	(2, 5, 7, 10)	F	F	F	F	2	None
24.0	17	0	1.5	21	V7	V7	True	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	F	F	F	F	5	None
25.5	18	0	1.5	22	I	I	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	F	F	F	F	1	None
27.0	19	0	1.5	23	V7	V7	True	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	F	F	F	F	5	None
28.5	20	0	1.5	24	V7	V7	True	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	F	F	F	F	5	None
30.0	21	0	1.5	25	I6	I	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	F	F	F	F	1	None
