quarterbeats	mn	mn_onset	a_duration	a_annotationNumber	label	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	localkey_abs	globalkey	a_tonicizedKey	a_degree1	a_degree2
0.0	1	0	3.0	0	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
3.0	2	0	3.0	1	V6	V	True	('B', 'D', 'G')	B	G	1	major triad	(2, 7, 11)	c	c	c	c	5	None
6.0	3	0	3.0	2	V42/IV	V7/IV	True	('B-', 'C', 'E', 'G')	B-	C	3	dominant seventh chord	(0, 4, 7, 10)	c	c	c	F	5	4
9.0	4	0	3.0	3	IV6	IV	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	c	c	c	c	4	None
12.0	5	0	3.0	4	IV6	IV	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	c	c	c	c	4	None
15.0	6	0	3.0	5	iv	iv	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	c	c	c	c	4	None
18.0	7	0	2.0	6	iv	iv	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	c	c	c	c	4	None
20.0	7	1/2	1.0	7	V	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	c	c	c	c	5	None
21.0	8	0	3.0	8	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
24.0	9	0	3.0	9	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
27.0	10	0	3.0	10	V6	V	True	('B', 'D', 'G')	B	G	1	major triad	(2, 7, 11)	c	c	c	c	5	None
30.0	11	0	3.0	11	viio43/IV	viio7/IV	True	('B-', 'D-', 'E', 'G')	B-	E	2	diminished seventh chord	(1, 4, 7, 10)	c	c	c	F	7	4
33.0	12	0	3.0	12	IV6	IV	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	c	c	c	c	4	None
36.0	13	0	3.0	13	IV6	IV	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	c	c	c	c	4	None
39.0	14	0	3.0	14	iv	iv	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	c	c	c	c	4	None
42.0	15	0	2.0	15	iv	iv	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	c	c	c	c	4	None
44.0	15	1/2	1.0	16	V	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	c	c	c	c	5	None
45.0	16	0	3.0	17	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
48.0	17	0	3.0	18	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
51.0	18	0	3.0	19	V6	V	True	('B', 'D', 'G')	B	G	1	major triad	(2, 7, 11)	c	c	c	c	5	None
54.0	19	0	3.0	20	viio43/IV	viio7/IV	True	('B-', 'D-', 'E', 'G')	B-	E	2	diminished seventh chord	(1, 4, 7, 10)	c	c	c	F	7	4
57.0	20	0	3.0	21	IV6	IV	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	c	c	c	c	4	None
60.0	21	0	3.0	22	IV6	IV	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	c	c	c	c	4	None
63.0	22	0	1.0	23	V	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	c	c	c	c	5	None
64.0	22	1/4	2.0	24	iv6	iv	True	('A-', 'C', 'F')	A-	F	1	minor triad	(0, 5, 8)	c	c	c	c	4	None
66.0	23	0	2.0	25	iv6	iv	True	('A-', 'C', 'F')	A-	F	1	minor triad	(0, 5, 8)	c	c	c	c	4	None
68.0	23	1/2	1.0	26	V	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	c	c	c	c	5	None
69.0	24	0	3.0	27	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
72.0	25	0	3.0	28	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
75.0	26	0	3.0	29	V6	V	True	('B', 'D', 'G')	B	G	1	major triad	(2, 7, 11)	c	c	c	c	5	None
78.0	27	0	3.0	30	-V6	-V	True	('B-', 'D-', 'G-')	B-	G-	1	major triad	(1, 6, 10)	c	c	c	c	-5	None
81.0	28	0	3.0	31	IV6	IV	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	c	c	c	c	4	None
84.0	29	0	3.0	32	iv6	iv	True	('A-', 'C', 'F')	A-	F	1	minor triad	(0, 5, 8)	c	c	c	c	4	None
87.0	30	0	1.0	33	V	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	c	c	c	c	5	None
88.0	30	1/4	2.0	34	viio42	viio7	True	('A-', 'B', 'D', 'F')	A-	B	3	diminished seventh chord	(2, 5, 8, 11)	c	c	c	c	#7	None
90.0	31	0	2.0	35	viio42	viio7	True	('A-', 'B', 'D', 'F')	A-	B	3	diminished seventh chord	(2, 5, 8, 11)	c	c	c	c	#7	None
92.0	31	1/2	1.0	36	V	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	c	c	c	c	5	None
93.0	32	0	3.0	37	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
96.0	33	0	3.0	38	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
99.0	34	0	3.0	39	V6	V	True	('B', 'D', 'G')	B	G	1	major triad	(2, 7, 11)	c	c	c	c	5	None
102.0	35	0	3.0	40	viio43/IV	viio7/IV	True	('B-', 'D-', 'E', 'G')	B-	E	2	diminished seventh chord	(1, 4, 7, 10)	c	c	c	F	7	4
105.0	36	0	3.0	41	IV6	IV	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	c	c	c	c	4	None
108.0	37	0	3.0	42	IV6	IV	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	c	c	c	c	4	None
111.0	38	0	3.0	43	iiø65	iiø7	True	('F', 'A-', 'C', 'D')	F	D	1	half-diminished seventh chord	(0, 2, 5, 8)	c	c	c	c	2	None
114.0	39	0	2.0	44	iiø65	iiø7	True	('F', 'A-', 'C', 'D')	F	D	1	half-diminished seventh chord	(0, 2, 5, 8)	c	c	c	c	2	None
116.0	39	1/2	1.0	45	V	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	c	c	c	c	5	None
117.0	40	0	1.0	46	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
118.0	40	1/4	1.0	47	V	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	c	c	c	c	5	None
119.0	40	1/2	1.0	48	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
120.0	41	0	3.0	49	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
123.0	42	0	3.0	50	V	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	c	c	c	c	5	None
126.0	43	0	3.0	51	V7/IV	V7/IV	True	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	c	c	c	F	5	4
129.0	44	0	3.0	52	IV	IV	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	c	c	c	c	4	None
132.0	45	0	3.0	53	V7/V	V7/V	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	c	c	c	G	5	5
135.0	46	0	0.5	54	i6	i	True	('E-', 'G', 'C')	E-	C	1	minor triad	(0, 3, 7)	c	c	c	c	1	None
135.5	46	1/8	1.0	55	I6	I	True	('E', 'G', 'C')	E	C	1	major triad	(0, 4, 7)	c	c	c	c	1	None
136.5	46	3/8	1.5	56	iv	iv	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	c	c	c	c	4	None
138.0	47	0	3.0	57	V	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	c	c	c	c	5	None
141.0	48	0	3.0	58	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
144.0	49	0	3.0	59	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
147.0	50	0	3.0	60	V6	V	True	('B', 'D', 'G')	B	G	1	major triad	(2, 7, 11)	c	c	c	c	5	None
150.0	51	0	3.0	61	viio64/IV	viio/IV	True	('B-', 'E', 'G')	B-	E	2	diminished triad	(4, 7, 10)	c	c	c	F	7	4
153.0	52	0	3.0	62	IV6	IV	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	c	c	c	c	4	None
156.0	53	0	3.0	63	IV6	IV	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	c	c	c	c	4	None
159.0	54	0	1.0	64	V	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	c	c	c	c	5	None
160.0	54	1/4	2.0	65	viio42	viio7	True	('A-', 'B', 'D', 'F')	A-	B	3	diminished seventh chord	(2, 5, 8, 11)	c	c	c	c	#7	None
162.0	55	0	2.0	66	V7	V7	True	('G', 'B', 'D', 'F')	G	G	0	dominant seventh chord	(2, 5, 7, 11)	c	c	c	c	5	None
164.0	55	1/2	0.6667	67	iv	iv	True	('F', 'A-', 'C')	F	F	0	minor triad	(0, 5, 8)	c	c	c	c	4	None
164.6667	55	6004799503160661/9007199254740992	0.3333	68	V	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	c	c	c	c	5	None
165.0	56	0	3.0	69	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
168.0	57	0	3.0	70	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
171.0	58	0	3.0	71	V	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	c	c	c	c	5	None
174.0	59	0	3.0	72	V7/IV	V7/IV	True	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	c	c	c	F	5	4
177.0	60	0	3.0	73	IV	IV	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	c	c	c	c	4	None
180.0	61	0	3.0	74	V7/V	V7/V	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	c	c	c	G	5	5
183.0	62	0	0.5	75	V	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	c	c	c	c	5	None
183.5	62	1/8	0.5	76	viio43	viio7	True	('F', 'A-', 'B', 'D')	F	B	2	diminished seventh chord	(2, 5, 8, 11)	c	c	c	c	#7	None
184.0	62	1/4	2.0	77	viio43	viio7	True	('F', 'A-', 'B', 'D')	F	B	2	diminished seventh chord	(2, 5, 8, 11)	c	c	c	c	#7	None
186.0	63	0	2.0	78	viio43	viio7	True	('F', 'A-', 'B', 'D')	F	B	2	diminished seventh chord	(2, 5, 8, 11)	c	c	c	c	#7	None
188.0	63	1/2	1.0	79	V7	V7	True	('G', 'B', 'D', 'F')	G	G	0	dominant seventh chord	(2, 5, 7, 11)	c	c	c	c	5	None
189.0	64	0	3.0	80	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
192.0	65	0	3.0	81	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
195.0	66	0	3.0	82	V	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	c	c	c	c	5	None
198.0	67	0	3.0	83	V7/IV	V7/IV	True	('C', 'E', 'G', 'B-')	C	C	0	dominant seventh chord	(0, 4, 7, 10)	c	c	c	F	5	4
201.0	68	0	3.0	84	IV	IV	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	c	c	c	c	4	None
204.0	69	0	3.0	85	V7/V	V7/V	True	('D', 'F#', 'A', 'C')	D	D	0	dominant seventh chord	(0, 2, 6, 9)	c	c	c	G	5	5
207.0	70	0	0.5	86	V	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	c	c	c	c	5	None
207.5	70	1/8	0.5	87	viio43	viio7	True	('F', 'A-', 'B', 'D')	F	B	2	diminished seventh chord	(2, 5, 8, 11)	c	c	c	c	#7	None
208.0	70	1/4	2.0	88	viio43	viio7	True	('F', 'A-', 'B', 'D')	F	B	2	diminished seventh chord	(2, 5, 8, 11)	c	c	c	c	#7	None
210.0	71	0	2.0	89	viio43	viio7	True	('F', 'A-', 'B', 'D')	F	B	2	diminished seventh chord	(2, 5, 8, 11)	c	c	c	c	#7	None
212.0	71	1/2	1.0	90	V7	V7	True	('G', 'B', 'D', 'F')	G	G	0	dominant seventh chord	(2, 5, 7, 11)	c	c	c	c	5	None
213.0	72	0	3.0	91	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
216.0	73	0	3.0	92	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
219.0	74	0	3.0	93	V6	V	True	('B', 'D', 'G')	B	G	1	major triad	(2, 7, 11)	c	c	c	c	5	None
222.0	75	0	3.0	94	viio43/IV	viio7/IV	True	('B-', 'D-', 'E', 'G')	B-	E	2	diminished seventh chord	(1, 4, 7, 10)	c	c	c	F	7	4
225.0	76	0	3.0	95	IV6	IV	True	('A', 'C', 'F')	A	F	1	major triad	(0, 5, 9)	c	c	c	c	4	None
228.0	77	0	3.0	96	viio43/V	viio7/V	True	('C', 'E-', 'F#', 'A')	C	F#	2	diminished seventh chord	(0, 3, 6, 9)	c	c	c	G	7	5
231.0	78	0	1.0	97	V43	V7	True	('D', 'F', 'G', 'B')	D	G	2	dominant seventh chord	(2, 5, 7, 11)	c	c	c	c	5	None
232.0	78	1/4	2.0	98	viio65	viio7	True	('D', 'F', 'A-', 'B')	D	B	1	diminished seventh chord	(2, 5, 8, 11)	c	c	c	c	#7	None
234.0	79	0	3.0	99	V7	V7	True	('G', 'B', 'D', 'F')	G	G	0	dominant seventh chord	(2, 5, 7, 11)	c	c	c	c	5	None
237.0	80	0	1.0	100	i	i	True	('C', 'E-', 'G')	C	C	0	minor triad	(0, 3, 7)	c	c	c	c	1	None
238.0	80	1/4	1.0	101	V	V	True	('G', 'B', 'D')	G	G	0	major triad	(2, 7, 11)	c	c	c	c	5	None
