quarterbeats	mn	mn_onset	a_duration	a_annotationNumber	label	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	localkey_abs	globalkey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral
0.0	1	0	4.0	0	i	i	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	d	d	1	None	i
4.0	2	0	4.0	1	i	i	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	d	d	1	None	i
8.0	3	0	4.0	2	i	i	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	d	d	1	None	i
12.0	4	0	4.0	3	i	i	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	d	d	1	None	i
16.0	5	0	4.0	4	i	i	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	d	d	1	None	i
20.0	6	0	2.0	5	i	i	True	('D', 'F', 'A')	D	D	0	minor triad	(2, 5, 9)	d	d	d	d	1	None	i
22.0	6	1/2	2.0	6	III	III	True	('F', 'A', 'C')	F	F	0	major triad	(0, 5, 9)	d	d	d	d	3	None	III
24.0	7	0	4.0	7	VII	VII	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	d	d	d	d	7	None	VII
28.0	8	0	4.0	8	VII	VII	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	d	d	d	d	7	None	VII
32.0	9	0	4.0	9	VII	VII	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	d	d	d	d	7	None	VII
36.0	10	0	2.0	10	VII	VII	True	('C', 'E', 'G')	C	C	0	major triad	(0, 4, 7)	d	d	d	d	7	None	VII
38.0	10	1/2	2.0	11	III6/4	III	True	('C', 'F', 'A')	C	F	2	major triad	(0, 5, 9)	d	d	d	d	3	None	III
40.0	11	0	2.0	12	III6/4	III	True	('C', 'F', 'A')	C	F	2	major triad	(0, 5, 9)	d	d	d	d	3	None	III
