quarterbeats	mn	mn_onset	a_duration	a_annotationNumber	label	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	localkey_abs	globalkey	a_tonicizedKey	a_degree1	a_degree2	a_simpleNumeral
0.0	1	0	6.0	0	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I
6.0	2	0	3.0	1	I	I	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	E	E	E	E	1	None	I
9.0	2	3/4	3.0	2	vi64	vi	True	('G#', 'C#', 'E')	G#	C#	2	minor triad	(1, 4, 8)	E	E	E	E	6	None	vi
12.0	3	0	4.5	3	ii	ii	True	('F#', 'A', 'C#')	F#	F#	0	minor triad	(1, 6, 9)	E	E	E	E	2	None	ii
16.5	3	9/8	1.5	4	viio6/ii	viio/ii	True	('G#', 'B', 'E#')	G#	E#	1	diminished triad	(5, 8, 11)	E	E	E	f#	#7	2	viio
18.0	4	0	6.0	5	ii6	ii	True	('A', 'C#', 'F#')	A	F#	1	minor triad	(1, 6, 9)	E	E	E	E	2	None	ii
24.0	5	0	6.0	6	V/vi	V/vi	True	('G#', 'B#', 'D#')	G#	G#	0	major triad	(0, 3, 8)	E	E	E	c#	5	6	V
30.0	6	0	1.5	7	vi	vi	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	E	E	E	E	6	None	vi
31.5	6	3/8	1.5	8	vi6/4	vi	True	('G#', 'C#', 'E')	G#	C#	2	minor triad	(1, 4, 8)	E	E	E	E	6	None	vi
33.0	6	3/4	3.0	9	Fr43	Fr7	True	('C', 'E', 'F#', 'A#')	C	F#	2	French augmented sixth chord	(0, 4, 6, 10)	E	E	E	E	2	None	Fr7
36.0	7	0	3.0	10	V7	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	E	E	5	None	V7
39.0	7	3/4	1.5	11	ii6/4	ii	True	('C#', 'F#', 'A')	C#	F#	2	minor triad	(1, 6, 9)	E	E	E	E	2	None	ii
40.5	7	9/8	1.5	12	V6	V	True	('D#', 'F#', 'B')	D#	B	1	major triad	(3, 6, 11)	E	E	E	E	5	None	V
42.0	8	0	3.0	13	vi	vi	True	('C#', 'E', 'G#')	C#	C#	0	minor triad	(1, 4, 8)	E	E	E	E	6	None	vi
45.0	8	3/4	3.0	14	Fr43	Fr7	True	('C', 'E', 'F#', 'A#')	C	F#	2	French augmented sixth chord	(0, 4, 6, 10)	E	E	E	E	2	None	Fr7
48.0	9	0	3.0	15	V7	V7	True	('B', 'D#', 'F#', 'A')	B	B	0	dominant seventh chord	(3, 6, 9, 11)	E	E	E	E	5	None	V7
51.0	9	3/4	3.0	16	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	E	A	5	None	V
54.0	10	0	1.5	17	I64	I	True	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	A	A	E	A	1	None	I
55.5	10	3/8	1.0	18	V+	V+	True	('E', 'G#', 'B#')	E	E	0	augmented triad	(0, 4, 8)	A	A	E	A	5	None	V+
56.5	10	5/8	3.5	19	I64	I	True	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	A	A	E	A	1	None	I
60.0	11	0	1.5	20	I64	I	True	('E', 'A', 'C#')	E	A	2	major triad	(1, 4, 9)	A	A	E	A	1	None	I
61.5	11	3/8	1.5	21	V	V	True	('E', 'G#', 'B')	E	E	0	major triad	(4, 8, 11)	A	A	E	A	5	None	V
63.0	11	3/4	1.5	22	viio6/V	viio/V	True	('F#', 'A', 'D#')	F#	D#	1	diminished triad	(3, 6, 9)	A	A	E	E	7	5	viio
64.5	11	9/8	1.5	23	V6	V	True	('G#', 'B', 'E')	G#	E	1	major triad	(4, 8, 11)	A	A	E	A	5	None	V
