	s_duration	s_measure	s_notes	s_intervals	s_isOnset	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	measureMisalignment	qualityScoreNotes	qualityNonChordTones	qualityMissingChordTones	qualitySquaredSum	incongruentBass
0.0	2.0	1.0	['D-4', 'F4', 'A-4']	['M3', 'P5']	[True, True, True]	1.0	2.0	0.0	I	True	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None	False	['D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-']	0.0	0.0	0.0	0.0
0.125	2.0	1.0	['D-4', 'F4', 'A-4']	['M3', 'P5']	[False, False, False]	1.0	2.0	0.0	I	False	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None	False	['D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-']	0.0	0.0	0.0	0.0
0.25	2.0	1.0	['D-4', 'F4', 'A-4']	['M3', 'P5']	[False, False, False]	1.0	2.0	0.0	I	False	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None	False	['D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-']	0.0	0.0	0.0	0.0
0.375	2.0	1.0	['D-4', 'F4', 'A-4']	['M3', 'P5']	[False, False, False]	1.0	2.0	0.0	I	False	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None	False	['D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-']	0.0	0.0	0.0	0.0
0.5	2.0	1.0	['D-4', 'F4', 'A-4']	['M3', 'P5']	[False, False, False]	1.0	2.0	0.0	I	False	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None	False	['D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-']	0.0	0.0	0.0	0.0
0.625	2.0	1.0	['D-4', 'F4', 'A-4']	['M3', 'P5']	[False, False, False]	1.0	2.0	0.0	I	False	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None	False	['D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-']	0.0	0.0	0.0	0.0
0.75	2.0	1.0	['D-4', 'F4', 'A-4']	['M3', 'P5']	[False, False, False]	1.0	2.0	0.0	I	False	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None	False	['D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-']	0.0	0.0	0.0	0.0
0.875	2.0	1.0	['D-4', 'F4', 'A-4']	['M3', 'P5']	[False, False, False]	1.0	2.0	0.0	I	False	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None	False	['D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-']	0.0	0.0	0.0	0.0
1.0	2.0	1.0	['D-4', 'F4', 'A-4']	['M3', 'P5']	[False, False, False]	1.0	2.0	0.0	I	False	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None	False	['D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-']	0.0	0.0	0.0	0.0
1.125	2.0	1.0	['D-4', 'F4', 'A-4']	['M3', 'P5']	[False, False, False]	1.0	2.0	0.0	I	False	('D-', 'F', 'A-')	D-	D-	0.0	major triad	(1, 5, 8)	D-	D-	1	None	False	['D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-', 'D-', 'F', 'A-']	0.0	0.0	0.0	0.0
