	s_duration	s_measure	s_notes	s_intervals	s_isOnset	a_measure	a_duration	a_annotationNumber	a_romanNumeral	a_isOnset	a_pitchNames	a_bass	a_root	a_inversion	a_quality	a_pcset	a_localKey	a_tonicizedKey	a_degree1	a_degree2	measureMisalignment	qualityScoreNotes	qualityNonChordTones	qualityMissingChordTones	qualitySquaredSum	incongruentBass
0.0	0.5	1.0	['B4']	[]	[True]	1.0	2.0	0.0	i	True	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None	False	['B', 'B', 'B', 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'G', 'G', 'G', 'G']	0.0	0.0	0.0	0.5
0.125	0.5	1.0	['B4']	[]	[False]	1.0	2.0	0.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None	False	['B', 'B', 'B', 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'G', 'G', 'G', 'G']	0.0	0.0	0.0	0.5
0.25	0.5	1.0	['B4']	[]	[False]	1.0	2.0	0.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None	False	['B', 'B', 'B', 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'G', 'G', 'G', 'G']	0.0	0.0	0.0	0.5
0.375	0.5	1.0	['B4']	[]	[False]	1.0	2.0	0.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None	False	['B', 'B', 'B', 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'G', 'G', 'G', 'G']	0.0	0.0	0.0	0.5
0.5	1.0	1.0	['E4']	[]	[True]	1.0	2.0	0.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None	False	['B', 'B', 'B', 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'G', 'G', 'G', 'G']	0.0	0.0	0.0	0.5
0.625	1.0	1.0	['E4']	[]	[False]	1.0	2.0	0.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None	False	['B', 'B', 'B', 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'G', 'G', 'G', 'G']	0.0	0.0	0.0	0.5
0.75	1.0	1.0	['E4']	[]	[False]	1.0	2.0	0.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None	False	['B', 'B', 'B', 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'G', 'G', 'G', 'G']	0.0	0.0	0.0	0.5
0.875	1.0	1.0	['E4']	[]	[False]	1.0	2.0	0.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None	False	['B', 'B', 'B', 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'G', 'G', 'G', 'G']	0.0	0.0	0.0	0.5
1.0	1.0	1.0	['E4']	[]	[False]	1.0	2.0	0.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None	False	['B', 'B', 'B', 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'G', 'G', 'G', 'G']	0.0	0.0	0.0	0.5
1.125	1.0	1.0	['E4']	[]	[False]	1.0	2.0	0.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None	False	['B', 'B', 'B', 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'G', 'G', 'G', 'G']	0.0	0.0	0.0	0.5
1.25	1.0	1.0	['E4']	[]	[False]	1.0	2.0	0.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None	False	['B', 'B', 'B', 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'G', 'G', 'G', 'G']	0.0	0.0	0.0	0.5
1.375	1.0	1.0	['E4']	[]	[False]	1.0	2.0	0.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None	False	['B', 'B', 'B', 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'G', 'G', 'G', 'G']	0.0	0.0	0.0	0.5
1.5	0.5	1.0	['G4']	[]	[True]	1.0	2.0	0.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None	False	['B', 'B', 'B', 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'G', 'G', 'G', 'G']	0.0	0.0	0.0	0.5
1.625	0.5	1.0	['G4']	[]	[False]	1.0	2.0	0.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None	False	['B', 'B', 'B', 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'G', 'G', 'G', 'G']	0.0	0.0	0.0	0.5
1.75	0.5	1.0	['G4']	[]	[False]	1.0	2.0	0.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None	False	['B', 'B', 'B', 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'G', 'G', 'G', 'G']	0.0	0.0	0.0	0.5
1.875	0.5	1.0	['G4']	[]	[False]	1.0	2.0	0.0	i	False	('E', 'G', 'B')	E	E	0.0	minor triad	(4, 7, 11)	e	e	1	None	False	['B', 'B', 'B', 'B', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'G', 'G', 'G', 'G']	0.0	0.0	0.0	0.5
2.0	0.25	2.0	['C5']	[]	[True]	2.0	1.0	1.0	VI	True	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	e	e	6	None	False	['C', 'C', 'G', 'G', 'E', 'E', 'G', 'G']	0.0	0.0	0.0	0.75
2.125	0.25	2.0	['C5']	[]	[False]	2.0	1.0	1.0	VI	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	e	e	6	None	False	['C', 'C', 'G', 'G', 'E', 'E', 'G', 'G']	0.0	0.0	0.0	0.75
2.25	0.25	2.0	['G5']	[]	[True]	2.0	1.0	1.0	VI	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	e	e	6	None	False	['C', 'C', 'G', 'G', 'E', 'E', 'G', 'G']	0.0	0.0	0.0	0.75
2.375	0.25	2.0	['G5']	[]	[False]	2.0	1.0	1.0	VI	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	e	e	6	None	False	['C', 'C', 'G', 'G', 'E', 'E', 'G', 'G']	0.0	0.0	0.0	0.75
2.5	0.25	2.0	['E5']	[]	[True]	2.0	1.0	1.0	VI	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	e	e	6	None	False	['C', 'C', 'G', 'G', 'E', 'E', 'G', 'G']	0.0	0.0	0.0	0.75
2.625	0.25	2.0	['E5']	[]	[False]	2.0	1.0	1.0	VI	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	e	e	6	None	False	['C', 'C', 'G', 'G', 'E', 'E', 'G', 'G']	0.0	0.0	0.0	0.75
2.75	0.25	2.0	['G5']	[]	[True]	2.0	1.0	1.0	VI	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	e	e	6	None	False	['C', 'C', 'G', 'G', 'E', 'E', 'G', 'G']	0.0	0.0	0.0	0.75
2.875	0.25	2.0	['G5']	[]	[False]	2.0	1.0	1.0	VI	False	('C', 'E', 'G')	C	C	0.0	major triad	(0, 4, 7)	e	e	6	None	False	['C', 'C', 'G', 'G', 'E', 'E', 'G', 'G']	0.0	0.0	0.0	0.75
3.0	1.0	2.0	['G4', 'B4', 'E5']	['M3', 'M6']	[True, True, True]	2.0	1.0	2.0	i	True	('G', 'B', 'E')	G	E	1.0	minor triad	(4, 7, 11)	e	e	1	None	False	['G', 'B', 'E', 'G', 'B', 'E', 'G', 'B', 'E', 'G', 'B', 'E', 'G', 'B', 'E', 'G', 'B', 'E', 'G', 'B', 'E', 'G', 'B', 'E']	0.0	0.0	0.0	0.0
3.125	1.0	2.0	['G4', 'B4', 'E5']	['M3', 'M6']	[False, False, False]	2.0	1.0	2.0	i	False	('G', 'B', 'E')	G	E	1.0	minor triad	(4, 7, 11)	e	e	1	None	False	['G', 'B', 'E', 'G', 'B', 'E', 'G', 'B', 'E', 'G', 'B', 'E', 'G', 'B', 'E', 'G', 'B', 'E', 'G', 'B', 'E', 'G', 'B', 'E']	0.0	0.0	0.0	0.0
3.25	1.0	2.0	['G4', 'B4', 'E5']	['M3', 'M6']	[False, False, False]	2.0	1.0	2.0	i	False	('G', 'B', 'E')	G	E	1.0	minor triad	(4, 7, 11)	e	e	1	None	False	['G', 'B', 'E', 'G', 'B', 'E', 'G', 'B', 'E', 'G', 'B', 'E', 'G', 'B', 'E', 'G', 'B', 'E', 'G', 'B', 'E', 'G', 'B', 'E']	0.0	0.0	0.0	0.0
